SoilRegionKey,areasymbol,lkey,areaname,mlraoffice,longitude,latitude,mbrminx,mbrminy,mbrmaxx,mbrmaxy,SoilLat,SoilLon,SolarLat,SolarLon,Year,solarKey
39.601:-94.404,MO049,17279,"Clinton County, Missouri","Indianapolis, IN",-94.40415766,39.60124373,-94.60252142,39.45466132,-94.20579391,39.74782614,39.601,-94.404,39.61,-94.42,2017,39.610:-94.420
38.531:-92.250,MO051,15165,"Cole County, Missouri","Indianapolis, IN",-92.24973338,38.53088168,-92.49573394,38.32276158,-92.00373283,38.73900178,38.531,-92.25,38.53,-92.26,2017,38.530:-92.260
38.872:-92.779,MO053,17267,"Cooper County, Missouri","Indianapolis, IN",-92.77923584,38.87244999,-93.05998627,38.68001881,-92.49848542,39.06488117,38.872,-92.779,38.89,-92.78,2017,38.890:-92.780
37.954:-91.315,MO055,15167,"Crawford County, Missouri","Morgantown, WV",-91.31475445,37.95441453,-91.53548399,37.69727872,-91.09402491,38.21155033,37.954,-91.315,37.97,-91.3,2017,37.970:-91.300
37.432:-93.850,MO057,17311,"Dade County, Missouri","Morgantown, WV",-93.84998867,37.43178123,-94.08387569,37.28196726,-93.61610166,37.58159521,37.432,-93.85,37.45,-93.86,2017,37.450:-93.860
37.660:-93.019,MO059,17319,"Dallas County, Missouri","Morgantown, WV",-93.01916471,37.65958083,-93.19149527,37.41494471,-92.84683415,37.90421696,37.66,-93.019,37.65,-93.02,2017,37.650:-93.020
39.961:-93.989,MO061,17282,"Daviess County, Missouri","Indianapolis, IN",-93.98885394,39.96059723,-94.218717,39.78462895,-93.75899089,40.1365655,39.961,-93.989,39.97,-93.98,2017,39.970:-93.980
39.893:-94.404,MO063,17278,"De Kalb County, Missouri","Indianapolis, IN",-94.4043949,39.89260788,-94.60539008,39.74588659,-94.20339973,40.03932918,39.893,-94.404,39.89,-94.42,2017,39.890:-94.420
37.603:-91.481,MO065,15170,"Dent County, Missouri","Morgantown, WV",-91.48125327,37.60349667,-91.80918821,37.41541251,-91.15331832,37.79158082,37.603,-91.481,37.61,-91.5,2017,37.610:-91.500
36.932:-92.499,MO067,15171,"Douglas County, Missouri","Morgantown, WV",-92.49916671,36.93242251,-92.90949586,36.79405681,-92.08883755,37.07078822,36.932,-92.499,36.93,-92.5,2017,36.930:-92.500
36.314:-90.166,MO069,15172,"Dunklin County, Missouri","Auburn, AL",-90.16605807,36.31359711,-90.37795144,35.99573657,-89.95416471,36.63145766,36.314,-90.166,36.33,-90.18,2017,36.330:-90.180
38.456:-91.051,MO071,15173,"Franklin County, Missouri","Morgantown, WV",-91.05068825,38.45620081,-91.3691379,38.20400799,-90.73223859,38.70839364,38.456,-91.051,38.45,-91.06,2017,38.450:-91.060
38.431:-91.505,MO073,15174,"Gasconade County, Missouri","Morgantown, WV",-91.50524392,38.43127259,-91.64501103,38.15253702,-91.36547682,38.71000815,38.431,-91.505,38.45,-91.5,2017,38.450:-91.500
40.211:-94.410,MO075,17277,"Gentry County, Missouri","Indianapolis, IN",-94.41041397,40.21100838,-94.60661082,40.03494999,-94.21421712,40.38706676,40.211,-94.41,40.21,-94.42,2017,40.210:-94.420
37.258:-93.344,MO077,17431,"Greene County, Missouri","Morgantown, WV",-93.3436933,37.2580708,-93.62588399,37.08880495,-93.0615026,37.42733666,37.258,-93.344,37.25,-93.34,2017,37.250:-93.340
40.113:-93.563,MO079,17286,"Grundy County, Missouri","Indianapolis, IN",-93.56296144,40.11291306,-93.7642908,39.95955512,-93.36163207,40.26627101,40.113,-93.563,40.13,-93.58,2017,40.130:-93.580
40.355:-93.998,MO081,17281,"Harrison County, Missouri","Indianapolis, IN",-93.99777192,40.35513564,-94.23235642,40.1328324,-93.76318742,40.57743887,40.355,-93.998,40.37,-93.98,2017,40.370:-93.980
38.384:-93.793,MO083,17261,"Henry County, Missouri","Indianapolis, IN",-93.7931786,38.38401209,-94.07528811,38.20066698,-93.51106909,38.56735721,38.384,-93.793,38.37,-93.78,2017,38.370:-93.780
37.938:-93.320,MO085,17265,"Hickory County, Missouri","Morgantown, WV",-93.31950552,37.93780978,-93.573936,37.80271896,-93.06507504,38.07290061,37.938,-93.32,37.93,-93.3,2017,37.930:-93.300
40.063:-95.272,MO087,17272,"Holt County, Missouri","Indianapolis, IN",-95.27161917,40.06313417,-95.55480372,39.86180862,-94.98843462,40.26445972,40.063,-95.272,40.05,-95.26,2017,40.050:-95.260
39.156:-92.688,MO089,17266,"Howard County, Missouri","Indianapolis, IN",-92.68787,39.15554708,-92.94537765,38.96756744,-92.43036235,39.34352672,39.156,-92.688,39.17,-92.7,2017,39.170:-92.700
36.777:-91.888,MO091,15176,"Howell County, Missouri","Morgantown, WV",-91.88802299,36.77737791,-92.12037896,36.49846607,-91.65566702,37.05628974,36.777,-91.888,36.77,-91.9,2017,36.770:-91.900
37.506:-90.845,MO093,15177,"Iron County, Missouri","Morgantown, WV",-90.84494766,37.50552245,-91.15505521,37.27013015,-90.5348401,37.74091475,37.506,-90.845,37.49,-90.86,2017,37.490:-90.860
39.035:-94.357,MO095,17255,"Jackson County, Missouri","Indianapolis, IN",-94.35653581,39.03524512,-94.60831174,38.83312227,-94.10475987,39.23736797,39.035,-94.357,39.05,-94.34,2017,39.050:-94.340
37.206:-94.335,MO097,10674,"Jasper County, Missouri","Morgantown, WV",-94.33534694,37.20624501,-94.61827885,37.0481778,-94.05241504,37.36431222,37.206,-94.335,37.21,-94.34,2017,37.210:-94.340
38.253:-90.515,MO099,15178,"Jefferson County, Missouri","Morgantown, WV",-90.51525591,38.25265415,-90.78043016,38.00348098,-90.25008165,38.50182733,38.253,-90.515,38.25,-90.5,2017,38.250:-90.500
38.747:-93.811,MO101,17260,"Johnson County, Missouri","Indianapolis, IN",-93.81123614,38.74698364,-94.12935318,38.5561684,-93.4931191,38.93779887,38.747,-93.811,38.73,-93.82,2017,38.730:-93.820
40.127:-92.148,MO103,17423,"Knox County, Missouri","Indianapolis, IN",-92.14796739,40.12679668,-92.348692,39.94946072,-91.94724279,40.30413264,40.127,-92.148,40.13,-92.14,2017,40.130:-92.140
37.685:-92.554,MO105,15179,"Laclede County, Missouri","Morgantown, WV",-92.55447234,37.6847622,-92.85991445,37.47329706,-92.24903024,37.89622735,37.685,-92.554,37.69,-92.54,2017,37.690:-92.540
39.101:-93.796,MO107,17284,"Lafayette County, Missouri","Indianapolis, IN",-93.79594707,39.10070657,-94.11472879,38.90867577,-93.47716535,39.29273737,39.101,-93.796,39.09,-93.78,2017,39.090:-93.780
37.106:-93.834,MO109,17432,"Lawrence County, Missouri","Morgantown, WV",-93.83405163,37.10646726,-94.06292224,36.92282073,-93.60518102,37.29011378,37.106,-93.834,37.09,-93.82,2017,37.090:-93.820
40.101:-91.694,MO111,17301,"Lewis County, Missouri","Indianapolis, IN",-91.69437426,40.1012436,-91.95301002,39.9452218,-91.43573851,40.2572654,40.101,-91.694,40.09,-91.7,2017,40.090:-91.700
39.049:-90.964,MO113,11586,"Lincoln County, Missouri","Indianapolis, IN",-90.96356448,39.04935254,-91.26411968,38.87086499,-90.66300928,39.22784009,39.049,-90.964,39.05,-90.98,2017,39.050:-90.980
39.869:-93.106,MO115,17292,"Linn County, Missouri","Indianapolis, IN",-93.10625869,39.86865701,-93.36496402,39.70000495,-92.84755335,40.03730907,39.869,-93.106,39.85,-93.1,2017,39.850:-93.100
39.789:-93.511,MO117,17287,"Livingston County, Missouri","Indianapolis, IN",-93.51100353,39.78942576,-93.76195944,39.61130943,-93.26004761,39.96754209,39.789,-93.511,39.77,-93.5,2017,39.770:-93.500
36.633:-94.343,MO119,15180,"McDonald County, Missouri","Morgantown, WV",-94.34281669,36.63260569,-94.61846489,36.49871138,-94.0671685,36.76649999,36.633,-94.343,36.65,-94.34,2017,36.650:-94.340
39.822:-92.573,MO121,17295,"Macon County, Missouri","Indianapolis, IN",-92.57278942,39.82189522,-92.85779551,39.60549045,-92.28778334,40.0383,39.822,-92.573,39.81,-92.58,2017,39.810:-92.580
37.478:-90.344,MO123,15181,"Madison County, Missouri","Morgantown, WV",-90.34418131,37.47792556,-90.54976591,37.31214162,-90.13859672,37.64370949,37.478,-90.344,37.49,-90.34,2017,37.490:-90.340
38.152:-91.914,MO125,15182,"Maries County, Missouri","Morgantown, WV",-91.91415411,38.15161147,-92.19780912,38.00960473,-91.63049909,38.29361822,38.152,-91.914,38.17,-91.9,2017,38.170:-91.900
39.803:-91.577,MO127,17436,"Marion County, Missouri","Indianapolis, IN",-91.5767044,39.80281176,-91.84681845,39.65738236,-91.30659036,39.94824116,39.803,-91.577,39.81,-91.58,2017,39.810:-91.580
40.422:-93.571,MO129,17285,"Mercer County, Missouri","Indianapolis, IN",-93.57080225,40.42205536,-93.77470569,40.26364024,-93.3668988,40.58047048,40.422,-93.571,40.41,-93.58,2017,40.410:-93.580
38.224:-92.439,MO131,15183,"Miller County, Missouri","Morgantown, WV",-92.43869661,38.22364596,-92.69595782,38.0162908,-92.1814354,38.43100112,38.224,-92.439,38.21,-92.42,2017,38.210:-92.420
36.819:-89.309,MO133,17439,"Mississippi County, Missouri","Auburn, AL",-89.30939927,36.8187968,-89.51989701,36.56556184,-89.09890153,37.07203176,36.819,-89.309,36.81,-89.3,2017,36.810:-89.300
38.675:-92.611,MO135,17268,"Moniteau County, Missouri","Indianapolis, IN",-92.61074603,38.67499763,-92.84192058,38.42769933,-92.37957148,38.92229594,38.675,-92.611,38.69,-92.62,2017,38.690:-92.620
39.500:-92.011,MO137,17424,"Monroe County, Missouri","Indianapolis, IN",-92.01107244,39.50020611,-92.31008888,39.33752214,-91.712056,39.66289008,39.5,-92.011,39.49,-92.02,2017,39.490:-92.020
38.912:-91.454,MO139,17427,"Montgomery County, Missouri","Indianapolis, IN",-91.45361026,38.91204031,-91.64703094,38.67624567,-91.26018959,39.14783495,38.912,-91.454,38.93,-91.46,2017,38.930:-91.460
38.440:-92.852,MO141,17269,"Morgan County, Missouri","Morgantown, WV",-92.85170314,38.43960303,-93.07789881,38.18615625,-92.62550747,38.6930498,38.44,-92.852,38.45,-92.86,2017,38.450:-92.860
36.607:-89.650,MO143,15186,"New Madrid County, Missouri","Auburn, AL",-89.65018013,36.60729684,-89.9727841,36.34372733,-89.32757617,36.87086636,36.607,-89.65,36.61,-89.66,2017,36.610:-89.660
36.902:-94.339,MO145,17310,"Newton County, Missouri","Morgantown, WV",-94.3388581,36.90234311,-94.61847278,36.74781256,-94.05924343,37.05687366,36.902,-94.339,36.89,-94.34,2017,36.890:-94.340
40.352:-94.900,MO147,17275,"Nodaway County, Missouri","Indianapolis, IN",-94.90049423,40.35239935,-95.20239306,40.12629765,-94.5985954,40.57850105,40.352,-94.9,40.37,-94.9,2017,40.370:-94.900
36.693:-91.397,MO149,17666,"Oregon County, Missouri","Morgantown, WV",-91.39721101,36.69262899,-91.67858614,36.49702391,-91.11583588,36.88823407,36.693,-91.397,36.69,-91.38,2017,36.690:-91.380
38.498:-91.918,MO151,15188,"Osage County, Missouri","Morgantown, WV",-91.91775634,38.49806672,-92.1952265,38.28825448,-91.64028619,38.70787897,38.498,-91.918,38.49,-91.9,2017,38.490:-91.900
36.652:-92.442,MO153,15189,"Ozark County, Missouri","Morgantown, WV",-92.44226209,36.65156875,-92.77225085,36.49712813,-92.11227334,36.80600937,36.652,-92.442,36.65,-92.46,2017,36.650:-92.460
36.213:-89.743,MO155,15190,"Pemiscot County, Missouri","Auburn, AL",-89.74282759,36.21347603,-89.96153255,35.99922648,-89.52412262,36.42772558,36.213,-89.743,36.21,-89.74,2017,36.210:-89.740
37.735:-89.811,MO157,15191,"Perry County, Missouri","Indianapolis, IN",-89.81148086,37.73478363,-90.1470995,37.56389905,-89.47586221,37.9056682,37.735,-89.811,37.73,-89.82,2017,37.730:-89.820
38.725:-93.282,MO159,17263,"Pettis County, Missouri","Indianapolis, IN",-93.2815762,38.72459265,-93.51281268,38.50631385,-93.05033972,38.94287145,38.725,-93.282,38.73,-93.3,2017,38.730:-93.300
37.876:-91.777,MO161,15193,"Phelps County, Missouri","Morgantown, WV",-91.77708595,37.87616364,-92.02930779,37.59889138,-91.52486411,38.15343589,37.876,-91.777,37.89,-91.78,2017,37.890:-91.780
39.369:-91.091,MO163,17307,"Pike County, Missouri","Indianapolis, IN",-91.0907518,39.36874427,-91.46030594,39.13912416,-90.72119767,39.59836438,39.369,-91.091,39.37,-91.1,2017,39.370:-91.100
39.343:-94.852,MO165,17274,"Platte County, Missouri","Indianapolis, IN",-94.85190765,39.34327783,-95.10355318,39.15321161,-94.60026212,39.53334406,39.343,-94.852,39.33,-94.86,2017,39.330:-94.860
37.623:-93.403,MO167,17315,"Polk County, Missouri","Morgantown, WV",-93.4029027,37.62342095,-93.63237632,37.41734327,-93.17342908,37.82949862,37.623,-93.403,37.61,-93.42,2017,37.610:-93.420
37.812:-92.217,MO169,15195,"Pulaski County, Missouri","Morgantown, WV",-92.21743692,37.81153477,-92.4137362,37.60236064,-92.02113764,38.02070889,37.812,-92.217,37.81,-92.22,2017,37.810:-92.220
40.466:-93.020,MO171,17290,"Putnam County, Missouri","Indianapolis, IN",-93.01978312,40.46595004,-93.37520109,40.34231068,-92.66436516,40.5895894,40.466,-93.02,40.45,-93.02,2017,40.450:-93.020
39.503:-91.448,MO173,17441,"Ralls County, Missouri","Indianapolis, IN",-91.44831704,39.50250144,-91.71853368,39.31862332,-91.17810039,39.68637956,39.503,-91.448,39.49,-91.46,2017,39.490:-91.460
39.428:-92.504,MO175,17296,"Randolph County, Missouri","Indianapolis, IN",-92.50410286,39.42839889,-92.70737714,39.24645674,-92.30082857,39.61034104,39.428,-92.504,39.41,-92.5,2017,39.410:-92.500
39.331:-93.986,MO177,17442,"Ray County, Missouri","Indianapolis, IN",-93.9856628,39.33067283,-94.21247491,39.13410559,-93.75885069,39.52724006,39.331,-93.986,39.33,-93.98,2017,39.330:-93.980
37.327:-91.024,MO179,15196,"Reynolds County, Missouri","Morgantown, WV",-91.02428028,37.32706071,-91.31408176,37.05031535,-90.7344788,37.60380607,37.327,-91.024,37.33,-91.02,2017,37.330:-91.020
36.661:-90.851,MO181,17430,"Ripley County, Missouri","Morgantown, WV",-90.8506855,36.66096769,-91.12668473,36.49773536,-90.57468627,36.82420003,36.661,-90.851,36.65,-90.86,2017,36.650:-90.860
38.751:-90.537,MO183,11590,"St. Charles County, Missouri","Indianapolis, IN",-90.53676526,38.7510569,-90.96442493,38.53423091,-90.10910559,38.96788288,38.751,-90.537,38.77,-90.54,2017,38.770:-90.540
38.024:-93.782,MO185,17262,"St. Clair County, Missouri","Morgantown, WV",-93.78157638,38.02448973,-94.06593687,37.82800866,-93.49721589,38.2209708,38.024,-93.782,38.01,-93.78,2017,38.010:-93.780
37.859:-90.379,MO187,15198,"St. Francois County, Missouri","Morgantown, WV",-90.37917428,37.8588031,-90.64791168,37.64107239,-90.11043688,38.07653381,37.859,-90.379,37.85,-90.38,2017,37.850:-90.380
38.639:-90.427,MO189,11591,"St. Louis County and St. Louis City, Missouri","Indianapolis, IN",-90.42700051,38.63859865,-90.73624111,38.38593794,-90.11775991,38.89125937,38.639,-90.427,38.65,-90.42,2017,38.650:-90.420
37.899:-90.192,MO193,17243,"Ste. Genevieve County, Missouri","Morgantown, WV",-90.19176938,37.89867617,-90.45913123,37.6695578,-89.92440754,38.12779454,37.899,-90.192,37.89,-90.18,2017,37.890:-90.180
39.170:-93.173,MO195,17289,"Saline County, Missouri","Indianapolis, IN",-93.17265018,39.16997399,-93.49638888,38.92813458,-92.84891148,39.41181341,39.17,-93.173,39.17,-93.18,2017,39.170:-93.180
40.470:-92.536,MO197,17294,"Schuyler County, Missouri","Indianapolis, IN",-92.53571741,40.47037439,-92.72122182,40.34343805,-92.35021299,40.59731072,40.47,-92.536,40.45,-92.54,2017,40.450:-92.540
40.453:-92.147,MO199,17297,"Scotland County, Missouri","Indianapolis, IN",-92.14718832,40.45338983,-92.35142804,40.30092742,-91.94294861,40.60585224,40.453,-92.147,40.45,-92.14,2017,40.450:-92.140
37.056:-89.550,MO201,17440,"Scott County, Missouri","Auburn, AL",-89.5496403,37.05634535,-89.78690365,36.85954039,-89.31237695,37.25315031,37.056,-89.55,37.05,-89.54,2017,37.050:-89.540
37.153:-91.337,MO203,17664,"Shannon County, Missouri","Morgantown, WV",-91.33732625,37.15324067,-91.65773717,36.88383242,-91.01691533,37.42264892,37.153,-91.337,37.17,-91.34,2017,37.170:-91.340
39.779:-92.070,MO205,17425,"Shelby County, Missouri","Indianapolis, IN",-92.06990565,39.77938716,-92.29944036,39.60417383,-91.84037095,39.9546005,39.779,-92.07,39.77,-92.06,2017,39.770:-92.060
36.877:-89.972,MO207,15200,"Stoddard County, Missouri","Auburn, AL",-89.97221274,36.87735469,-90.25982787,36.62736798,-89.68459761,37.12734141,36.877,-89.972,36.89,-89.98,2017,36.890:-89.980
36.747:-93.459,MO209,17317,"Stone County, Missouri","Morgantown, WV",-93.45863249,36.7471205,-93.61298856,36.4984583,-93.30427643,36.9957827,36.747,-93.459,36.73,-93.46,2017,36.730:-93.460
40.210:-93.111,MO211,17291,"Sullivan County, Missouri","Indianapolis, IN",-93.1113302,40.20984009,-93.36739282,40.033074,-92.85526759,40.38660618,40.21,-93.111,40.21,-93.1,2017,40.210:-93.100
36.657:-93.040,MO213,15202,"Taney County, Missouri","Morgantown, WV",-93.04035417,36.6573431,-93.31578426,36.497829,-92.76492408,36.8168572,36.657,-93.04,36.65,-93.06,2017,36.650:-93.060
37.327:-91.950,MO215,15203,"Texas County, Missouri","Morgantown, WV",-91.94965661,37.32703006,-92.25274289,37.04885484,-91.64657033,37.60520528,37.327,-91.95,37.33,-91.94,2017,37.330:-91.940
37.850:-94.338,MO217,17258,"Vernon County, Missouri","Indianapolis, IN",-94.33806296,37.84992106,-94.61768696,37.63977141,-94.05843896,38.0600707,37.85,-94.338,37.85,-94.34,2017,37.850:-94.340
38.770:-91.189,MO219,17428,"Warren County, Missouri","Indianapolis, IN",-91.18867245,38.77019234,-91.41869223,38.54752293,-90.95865267,38.99286175,38.77,-91.189,38.77,-91.18,2017,38.770:-91.180
37.970:-90.870,MO221,17242,"Washington County, Missouri","Morgantown, WV",-90.86995585,37.97048232,-91.09996582,37.73419214,-90.63994589,38.2067725,37.97,-90.87,37.97,-90.86,2017,37.970:-90.860
37.119:-90.445,MO223,15205,"Wayne County, Missouri","Morgantown, WV",-90.44505384,37.11948117,-90.77970956,36.92147124,-90.11039811,37.3174911,37.119,-90.445,37.13,-90.46,2017,37.130:-90.460
37.277:-92.878,MO225,15206,"Webster County, Missouri","Morgantown, WV",-92.87789092,37.27726338,-93.07671861,37.06718233,-92.67906322,37.48734442,37.277,-92.878,37.29,-92.86,2017,37.290:-92.860
40.478:-94.423,MO227,17276,"Worth County, Missouri","Indianapolis, IN",-94.42324996,40.47807797,-94.6322828,40.38425616,-94.21421712,40.57189979,40.478,-94.423,40.49,-94.42,2017,40.490:-94.420
37.271:-92.470,MO229,17322,"Wright County, Missouri","Morgantown, WV",-92.46999192,37.27064756,-92.69244074,37.05973101,-92.24754309,37.48156411,37.271,-92.47,37.29,-92.46,2017,37.290:-92.460
31.471:-91.404,MS001,15215,"Adams County, Mississippi","Auburn, AL",-91.40429851,31.47064765,-91.65471582,31.19122954,-91.1538812,31.75006577,31.471,-91.404,31.49,-91.42,2017,31.490:-91.420
34.876:-88.594,MS003,12809,"Alcorn County, Mississippi","Auburn, AL",-88.59360289,34.87574512,-88.82352108,34.75564751,-88.3636847,34.99584273,34.876,-88.594,34.89,-88.58,2017,34.890:-88.580
31.174:-90.821,MS005,15216,"Amite County, Mississippi","Auburn, AL",-90.82116326,31.17442367,-91.09480399,30.9990732,-90.54752253,31.34977415,31.174,-90.821,31.17,-90.82,2017,31.170:-90.820
33.083:-89.642,MS007,12810,"Attala County, Mississippi","Auburn, AL",-89.64161797,33.08278896,-89.96667615,32.87956529,-89.31655979,33.28601262,33.083,-89.642,33.09,-89.66,2017,33.090:-89.660
34.789:-89.185,MS009,12811,"Benton County, Mississippi","Auburn, AL",-89.18490881,34.78901919,-89.35298731,34.58299363,-89.0168303,34.99504475,34.789,-89.185,34.77,-89.18,2017,34.770:-89.180
33.824:-90.944,MS011,15217,"Bolivar County, Mississippi","Auburn, AL",-90.94409026,33.82424429,-91.23239462,33.52754855,-90.6557859,34.12094002,33.824,-90.944,33.81,-90.94,2017,33.810:-90.940
33.942:-89.324,MS013,12812,"Calhoun County, Mississippi","Auburn, AL",-89.32377221,33.94180368,-89.51001507,33.72148362,-89.13752935,34.16212373,33.942,-89.324,33.93,-89.34,2017,33.930:-89.340
33.446:-89.910,MS015,15218,"Carroll County, Mississippi","Auburn, AL",-89.9097078,33.44563761,-90.17498431,33.21418253,-89.64443129,33.67709269,33.446,-89.91,33.45,-89.9,2017,33.450:-89.900
33.907:-88.955,MS017,12813,"Chickasaw County, Mississippi","Auburn, AL",-88.95534594,33.90686657,-89.19171568,33.73866519,-88.7189762,34.07506795,33.907,-88.955,33.89,-88.94,2017,33.890:-88.940
33.321:-89.271,MS019,12814,"Choctaw County, Mississippi","Auburn, AL",-89.27112944,33.32095327,-89.45400747,33.10876584,-89.08825142,33.53314071,33.321,-89.271,33.33,-89.26,2017,33.330:-89.260
32.006:-90.981,MS021,15219,"Claiborne County, Mississippi","Auburn, AL",-90.98130238,32.0057077,-91.24764607,31.78580455,-90.71495869,32.22561084,32.006,-90.981,32.01,-90.98,2017,32.010:-90.980
32.027:-88.673,MS023,12815,"Clarke County, Mississippi","Auburn, AL",-88.67292822,32.02717258,-88.91426741,31.82667462,-88.43158902,32.22767053,32.027,-88.673,32.01,-88.66,2017,32.010:-88.660
33.659:-88.754,MS025,12816,"Clay County, Mississippi","Auburn, AL",-88.75411237,33.6594096,-89.03620299,33.50666145,-88.47202175,33.81215775,33.659,-88.754,33.65,-88.74,2017,33.650:-88.740
34.255:-90.679,MS027,15220,"Coahoma County, Mississippi","Auburn, AL",-90.67861001,34.25527699,-90.95956227,33.98569664,-90.39765775,34.52485733,34.255,-90.679,34.25,-90.66,2017,34.250:-90.660
31.868:-90.422,MS029,15221,"Copiah County, Mississippi","Auburn, AL",-90.42209732,31.86766091,-90.7373211,31.68521852,-90.10687353,32.05010331,31.868,-90.422,31.85,-90.42,2017,31.850:-90.420
31.615:-89.577,MS031,12817,"Covington County, Mississippi","Auburn, AL",-89.57739724,31.61529435,-89.75567133,31.43368024,-89.39912315,31.79690845,31.615,-89.577,31.61,-89.58,2017,31.610:-89.580
34.852:-90.021,MS033,15222,"DeSoto County, Mississippi","Auburn, AL",-90.02061809,34.8517874,-90.31776615,34.70802665,-89.72347003,34.99554815,34.852,-90.021,34.85,-90.02,2017,34.850:-90.020
31.172:-89.295,MS035,12818,"Forrest County, Mississippi","Auburn, AL",-89.29475047,31.17229212,-89.45162305,30.90979893,-89.13787789,31.43478532,31.172,-89.295,31.17,-89.3,2017,31.170:-89.300
31.466:-90.895,MS037,15223,"Franklin County, Mississippi","Auburn, AL",-90.89514826,31.46585749,-91.1575791,31.32017578,-90.63271741,31.61153921,31.466,-90.895,31.45,-90.9,2017,31.450:-90.900
30.866:-88.649,MS039,12819,"George County, Mississippi","Auburn, AL",-88.6487117,30.86645921,-88.88498271,30.73431754,-88.41244068,30.99860087,30.866,-88.649,30.85,-88.66,2017,30.850:-88.660
31.217:-88.634,MS041,12820,"Greene County, Mississippi","Auburn, AL",-88.63376393,31.21670562,-88.8419507,30.99750267,-88.42557715,31.43590856,31.217,-88.634,31.21,-88.62,2017,31.210:-88.620
33.787:-89.822,MS043,15224,"Grenada County, Mississippi","Auburn, AL",-89.82196522,33.78718793,-90.13695261,33.6761799,-89.50697783,33.89819596,33.787,-89.822,33.77,-89.82,2017,33.770:-89.820
30.403:-89.498,MS045,12821,"Hancock County, Mississippi","Auburn, AL",-89.49828566,30.40298909,-89.69039685,30.15767192,-89.30617447,30.64830626,30.403,-89.498,30.41,-89.5,2017,30.410:-89.500
30.417:-89.068,MS047,12822,"Harrison County, Mississippi","Auburn, AL",-89.06835029,30.41724632,-89.34148761,30.15682822,-88.79521297,30.67766441,30.417,-89.068,30.41,-89.06,2017,30.410:-89.060
32.311:-90.397,MS049,15225,"Hinds County, Mississippi","Auburn, AL",-90.39663981,32.3108622,-90.72866696,32.04823313,-90.06461267,32.57349128,32.311,-90.397,32.33,-90.38,2017,32.330:-90.380
33.127:-90.091,MS051,15226,"Holmes County, Mississippi","Auburn, AL",-90.09110992,33.12736265,-90.43221292,32.87959513,-89.75000692,33.37513018,33.127,-90.091,33.13,-90.1,2017,33.130:-90.100
33.126:-90.532,MS053,15227,"Humphreys County, Mississippi","Auburn, AL",-90.53168176,33.12588206,-90.73329703,32.92227375,-90.33006649,33.32949036,33.126,-90.532,33.13,-90.54,2017,33.130:-90.540
32.711:-90.953,MS055,15228,"Issaquena County, Mississippi","Auburn, AL",-90.95276967,32.71130252,-91.21412706,32.41128094,-90.69141228,33.0113241,32.711,-90.953,32.73,-90.94,2017,32.730:-90.940
34.276:-88.350,MS057,12823,"Itawamba County, Mississippi","Auburn, AL",-88.35041702,34.27601334,-88.5447702,34.08650659,-88.15606384,34.46552008,34.276,-88.35,34.29,-88.34,2017,34.290:-88.340
30.451:-88.635,MS059,12825,"Jackson County, Mississippi","Auburn, AL",-88.63461507,30.45058846,-88.88441391,30.16525122,-88.38481624,30.7359257,30.451,-88.635,30.45,-88.62,2017,30.450:-88.620
32.013:-89.117,MS061,12826,"Jasper County, Mississippi","Auburn, AL",-89.11658856,32.01325019,-89.32276854,31.80218469,-88.91040859,32.22431569,32.013,-89.117,32.01,-89.1,2017,32.010:-89.100
31.740:-91.051,MS063,15229,"Jefferson County, Mississippi","Auburn, AL",-91.05091764,31.74024679,-91.36564554,31.61006582,-90.73618975,31.87042775,31.74,-91.051,31.73,-91.06,2017,31.730:-91.060
31.582:-89.781,MS065,12827,"Jefferson Davis County, Mississippi","Auburn, AL",-89.78141786,31.58227574,-89.97616792,31.38984002,-89.58666779,31.77471145,31.582,-89.781,31.57,-89.78,2017,31.570:-89.780
31.629:-89.172,MS067,12828,"Jones County, Mississippi","Auburn, AL",-89.172015,31.62911286,-89.40124714,31.43358924,-88.94278286,31.82463649,31.629,-89.172,31.61,-89.18,2017,31.610:-89.180
32.753:-88.631,MS069,12829,"Kemper County, Mississippi","Auburn, AL",-88.63134599,32.75302665,-88.91474359,32.57687511,-88.34794839,32.92917818,32.753,-88.631,32.77,-88.62,2017,32.770:-88.620
34.358:-89.484,MS071,12830,"Lafayette County, Mississippi","Auburn, AL",-89.48375758,34.35834909,-89.72195811,34.16124549,-89.24555705,34.55545269,34.358,-89.484,34.37,-89.5,2017,34.370:-89.500
31.208:-89.501,MS073,12831,"Lamar County, Mississippi","Auburn, AL",-89.50111686,31.20832744,-89.65446651,30.98245294,-89.3477672,31.43420193,31.208,-89.501,31.21,-89.5,2017,31.210:-89.500
32.401:-88.652,MS075,12832,"Lauderdale County, Mississippi","Auburn, AL",-88.65225774,32.40129222,-88.91563659,32.22430551,-88.38887889,32.57827893,32.401,-88.652,32.41,-88.66,2017,32.410:-88.660
31.545:-90.102,MS077,12833,"Lawrence County, Mississippi","Auburn, AL",-90.10203255,31.54516234,-90.24520196,31.32875704,-89.95886314,31.76156763,31.545,-90.102,31.53,-90.1,2017,31.530:-90.100
32.754:-89.524,MS079,12834,"Leake County, Mississippi","Auburn, AL",-89.52398939,32.75417461,-89.73035234,32.57630244,-89.31762643,32.93204677,32.754,-89.524,32.77,-89.54,2017,32.770:-89.540
