,areasymbol,lkey,areaname,mlraoffice,longitude,latitude,mbrminx,mbrminy,mbrmaxx,mbrmaxy,lat-rounded,lon-rounded,SoilLat,SoilLon,SolarLat,SolarLon,Year,SoilRegionKey,SolarRegionKey
1784,NC145,11033,"Person County, North Carolina","Raleigh, NC",-78.97430889345975,36.389129268034395,-79.15373012582229,36.2360945369458,-78.7948876610972,36.542163999123,36.389,-78.974,,,,,,,
1785,NC147,11034,"Pitt County, North Carolina","Raleigh, NC",-77.3926281459316,35.580607531146796,-77.7006141685867,35.3279622320972,-77.0846421232765,35.8332528301964,35.581,-77.393,,,,,,,
1786,NC149,11035,"Polk County, North Carolina","Raleigh, NC",-82.16097394739329,35.2972060879806,-82.359140313685,35.1849439565544,-81.96280758110159,35.4094682194068,35.297,-82.161,35.297,-82.161,35.29,-82.18,2017.0,35.297:-82.161,-82.161:35.290
1787,NC151,11036,"Randolph County, North Carolina","Raleigh, NC",-79.80435008768846,35.71326836201595,-80.0669317297195,35.5058757968172,-79.54176844565741,35.920660927214705,35.713,-79.804,35.713,-79.804,35.73,-79.82,2017.0,35.713:-79.804,-79.804:35.730
1788,NC153,11037,"Richmond County, North Carolina","Raleigh, NC",-79.76747977625845,34.99436894149095,-80.0757179599744,34.8048873433181,-79.4592415925425,35.1838505396638,34.994,-79.767,34.994,-79.767,35.01,-79.78,2017.0,34.994:-79.767,-79.767:35.010
1789,NC155,11038,"Robeson County, North Carolina","Raleigh, NC",-79.13349537723775,34.62653699876475,-79.4614631938198,34.2994379968786,-78.8055275606557,34.953636000650896,34.627,-79.133,,,,,,,
1790,NC157,17719,"Rockingham County, North Carolina","Raleigh, NC",-79.77294513373934,36.39207162342915,-80.03510567145109,36.2414351261757,-79.51078459602759,36.54270812068261,36.392,-79.773,,,,,,,
1791,NC159,11040,"Rowan County, North Carolina","Raleigh, NC",-80.47711724427357,35.682567436581046,-80.7714596193455,35.5016440956233,-80.1827748692016,35.86349077753879,35.683,-80.477,35.683,-80.477,35.69,-80.46,2017.0,35.683:-80.477,-80.477:35.690
1792,NC161,11041,"Rutherford County, North Carolina","Raleigh, NC",-81.98620308822544,35.396423055212395,-82.2805495618311,35.1806288036694,-81.6918566146198,35.6122173067554,35.396,-81.986,35.396,-81.986,35.41,-81.98,2017.0,35.396:-81.986,-81.986:35.410
1793,NC163,11042,"Sampson County, North Carolina","Raleigh, NC",-78.3928880879313,34.93432310447165,-78.67236658177609,34.5537673325839,-78.1134095940865,35.3148788763594,34.934,-78.393,34.934,-78.393,34.93,-78.38,2017.0,34.934:-78.393,-78.393:34.930
1794,NC165,18047,"Scotland County, North Carolina","Raleigh, NC",-79.5096139733397,34.8368669568568,-79.6883949204418,34.6304108680205,-79.3308330262376,35.0433230456931,34.837,-79.51,,,,,,,
1795,NC167,11044,"Stanly County, North Carolina","Raleigh, NC",-80.2786618529355,35.32364411728875,-80.5060954850782,35.143111621505604,-80.0512282207928,35.5041766130719,35.324,-80.279,35.324,-80.279,35.33,-80.26,2017.0,35.324:-80.279,-80.279:35.330
1796,NC169,17717,"Stokes County, North Carolina","Raleigh, NC",-80.2395569677102,36.4039182544253,-80.4517588297985,36.257203484388,-80.02735510562191,36.5506330244626,36.404,-80.24,36.404,-80.24,36.41,-80.22,2017.0,36.404:-80.240,-80.240:36.410
1797,NC171,11046,"Surry County, North Carolina","Raleigh, NC",-80.7069152154013,36.39943559066515,-80.97367449011998,36.2365366924161,-80.44015594068259,36.5623344889142,36.399,-80.707,36.399,-80.707,36.41,-80.7,2017.0,36.399:-80.707,-80.707:36.410
1798,NC175,14807,"Transylvania County, North Carolina","Morgantown, WV",-82.81547600442474,35.225257297057645,-83.0564451586847,35.027504924964106,-82.5745068501648,35.4230096691512,35.225,-82.815,35.225,-82.815,35.21,-82.82,2017.0,35.225:-82.815,-82.815:35.210
1799,NC177,11047,"Tyrrell County, North Carolina","Raleigh, NC",-76.12286455192174,35.84853878422855,-76.4055693669928,35.598145615008505,-75.8401597368507,36.0989319534486,35.849,-76.123,,,,,,,
1800,NC179,11048,"Union County, North Carolina","Raleigh, NC",-80.5588392117688,35.01123265632225,-80.840317111397,34.8140144077701,-80.2773613121406,35.2084509048744,35.011,-80.559,,,,,,,
1801,NC181,11049,"Vance County, North Carolina","Raleigh, NC",-78.39395299344073,36.353727049978,-78.51113899843808,36.163683099096495,-78.2767669884434,36.5437710008595,36.354,-78.394,,,,,,,
1802,NC183,19865,"Wake County, North Carolina","Raleigh, NC",-78.625045220199,35.79786345939415,-78.9956307467433,35.5193673572716,-78.2544596936547,36.0763595615167,35.798,-78.625,35.798,-78.625,35.81,-78.62,2017.0,35.798:-78.625,-78.625:35.810
1803,NC185,11052,"Warren County, North Carolina","Raleigh, NC",-78.11087180893055,36.373598215761405,-78.323781784377,36.2026816056903,-77.8979618334841,36.5445148258325,36.374,-78.111,36.374,-78.111,36.37,-78.1,2017.0,36.374:-78.111,-78.111:36.370
1804,NC187,11053,"Washington County, North Carolina","Raleigh, NC",-76.5963629019672,35.8623477130849,-76.8391788430676,35.6980490377196,-76.3535469608668,36.0266463884502,35.862,-76.596,,,,,,,
1805,NC189,14808,"Watauga County, North Carolina","Morgantown, WV",-81.68697276714036,36.25136232251475,-81.9181480047837,36.1114320260536,-81.455797529497,36.391292618975896,36.251,-81.687,36.251,-81.687,36.25,-81.7,2017.0,36.251:-81.687,-81.687:36.250
1806,NC191,11054,"Wayne County, North Carolina","Raleigh, NC",-78.0532154662777,35.372031923774045,-78.306506611782,35.146290782845504,-77.79992432077341,35.5977730647026,35.372,-78.053,35.372,-78.053,35.37,-78.06,2017.0,35.372:-78.053,-78.053:35.370
1807,NC193,17716,"Wilkes County, North Carolina","Raleigh, NC",-81.20719597617214,36.21803865297321,-81.5455283445197,35.9948838279184,-80.8688636078246,36.441193478028005,36.218,-81.207,36.218,-81.207,36.21,-81.22,2017.0,36.218:-81.207,-81.207:36.210
1808,NC195,11056,"Wilson County, North Carolina","Raleigh, NC",-77.92661760315009,35.7199856683246,-78.19206293562141,35.5726441192416,-77.66117227067879,35.867327217407606,35.72,-77.927,,,,,,,
1809,NC197,17026,"Yadkin County, North Carolina","Raleigh, NC",-80.65710563419036,36.1670258133986,-80.882038105865,36.0461190931146,-80.43217316251571,36.28793253368261,36.167,-80.657,36.167,-80.657,36.17,-80.66,2017.0,36.167:-80.657,-80.657:36.170
1810,NC199,14809,"Yancey County, North Carolina","Morgantown, WV",-82.31948127783704,35.8916804079061,-82.5056121536953,35.6987004482207,-82.1333504019788,36.0846603675915,35.892,-82.319,,,,,,,
1811,NC605,14915,"Swain County Area, North Carolina","Morgantown, WV",-83.56606790561865,35.43641666768855,-83.951914515735,35.2791642348174,-83.1802212955023,35.5936691005597,35.436,-83.566,35.436,-83.566,35.45,-83.58,2017.0,35.436:-83.566,-83.566:35.450
1812,NC606,14916,"Haywood County Area, North Carolina","Morgantown, WV",-82.96567345422625,35.541437436312755,-83.1863021161728,35.2919045917853,-82.7450447922797,35.7909702808402,35.541,-82.966,,,,,,,
1813,ND001,12891,"Adams County, North Dakota","Denver, CO",-102.49673208815449,46.1138893953592,-102.995526102039,45.9445400718846,-101.99793807427,46.2832387188338,46.114,-102.497,,,,,,,
1814,ND003,13072,"Barnes County, North Dakota","St. Paul, MN",-98.07447821695156,46.93554490044156,-98.46754694762552,46.6300199647711,-97.6814094862776,47.241069836112004,46.936,-98.074,,,,,,,
1815,ND005,12893,"Benson County, North Dakota","St. Paul, MN",-99.18685279096931,48.108744136671646,-99.84821738141012,47.8462558436263,-98.52548820052851,48.371232429717,48.109,-99.187,,,,,,,
1816,ND007,12894,"Billings County, North Dakota","Denver, CO",-103.350086724485,46.979519008417206,-103.66767169577801,46.6296625975529,-103.03250175319201,47.329375419281504,46.98,-103.35,46.98,-103.35,46.97,-103.34,2017.0,46.980:-103.350,-103.350:46.970
1817,ND009,12895,"Bottineau County, North Dakota","St. Paul, MN",-100.82112806920799,48.77209190294664,-101.496684654703,48.5445768657564,-100.145571483713,48.9996069401369,48.772,-100.821,48.772,-100.821,48.77,-100.82,2017.0,48.772:-100.821,-100.821:48.770
1818,ND011,17415,"Bowman County, North Dakota","Denver, CO",-103.52100026810699,46.112893916579544,-104.046940965763,45.945018378273794,-102.99505957045099,46.2807694548853,46.113,-103.521,46.113,-103.521,46.13,-103.54,2017.0,46.113:-103.521,-103.521:46.130
1819,ND013,12897,"Burke County, North Dakota","St. Paul, MN",-102.48042877299551,48.7728910028012,-102.939994813706,48.5463931680578,-102.02086273228501,48.9993888375446,48.773,-102.48,48.773,-102.48,48.77,-102.5,2017.0,48.773:-102.480,-102.480:48.770
1820,ND015,12898,"Burleigh County, North Dakota","St. Paul, MN",-100.5206676237855,46.9805411128942,-100.966102026635,46.6333864499428,-100.075233220936,47.32769577584561,46.981,-100.521,46.981,-100.521,46.97,-100.54,2017.0,46.981:-100.521,-100.521:46.970
1821,ND017,16460,"Cass County, North Dakota","St. Paul, MN",-97.22945504330966,46.93468347012725,-97.70615460057907,46.629396718077295,-96.75275548604021,47.2399702221772,46.935,-97.229,46.935,-97.229,46.93,-97.22,2017.0,46.935:-97.229,-97.229:46.930
1822,ND019,12899,"Cavalier County, North Dakota","St. Paul, MN",-98.46370115424656,48.7718519966537,-99.0007159725107,48.543113591105296,-97.9266863359824,49.0005904022021,48.772,-98.464,48.772,-98.464,48.77,-98.46,2017.0,48.772:-98.464,-98.464:48.770
1823,ND021,12900,"Dickey County, North Dakota","St. Paul, MN",-98.5062131221617,46.10952481875906,-99.00589262273328,45.9359405514806,-98.0065336215901,46.28310908603751,46.11,-98.506,46.11,-98.506,46.09,-98.5,2017.0,46.110:-98.506,-98.506:46.090
1824,ND023,12901,"Divide County, North Dakota","St. Paul, MN",-103.46721067309551,48.816538105064,-104.048930378176,48.6332237880711,-102.885490968015,48.9998524220569,48.817,-103.467,,,,,,,
1825,ND025,12902,"Dunn County, North Dakota","Denver, CO",-102.622102651463,47.402077869798354,-103.099817935467,46.9805952035781,-102.14438736745899,47.8235605360186,47.402,-102.622,,,,,,,
1826,ND027,12903,"Eddy County, North Dakota","St. Paul, MN",-98.89866813430388,47.7174285306958,-99.29727647211807,47.5872339243981,-98.5000597964897,47.847623136993505,47.717,-98.899,47.717,-98.899,47.73,-98.9,2017.0,47.717:-98.899,-98.899:47.730
1827,ND029,12904,"Emmons County, North Dakota","St. Paul, MN",-100.270317648227,46.288174840095145,-100.662139942931,45.9413827821445,-99.87849535352301,46.634966898045796,46.288,-100.27,,,,,,,
1828,ND031,12905,"Foster County, North Dakota","St. Paul, MN",-98.88287866471664,47.45715989528854,-99.266436863445,47.32650555554339,-98.49932046598828,47.587814235033704,47.457,-98.883,47.457,-98.883,47.45,-98.9,2017.0,47.457:-98.883,-98.883:47.450
1829,ND033,12906,"Golden Valley County, North Dakota","Denver, CO",-103.827458069564,46.93548358492704,-104.04608331691,46.5407714550626,-103.608832822218,47.3301957147915,46.935,-103.827,,,,,,,
1830,ND035,12907,"Grand Forks County, North Dakota","St. Paul, MN",-97.3944455394144,47.93345202028535,-97.90368073168648,47.6720009185071,-96.88521034714228,48.1949031220636,47.933,-97.394,,,,,,,
1831,ND037,12908,"Grant County, North Dakota","Denver, CO",-101.56007376006451,46.36241526665626,-102.096540827908,46.006880694393104,-101.023606692221,46.7179498389194,46.362,-101.56,,,,,,,
1832,ND039,12909,"Griggs County, North Dakota","St. Paul, MN",-98.23028411308685,47.45642885864841,-98.5002073333278,47.240407808307104,-97.9603608928459,47.672449908989705,47.456,-98.23,47.456,-98.23,47.45,-98.22,2017.0,47.456:-98.230,-98.230:47.450
1833,ND041,12910,"Hettinger County, North Dakota","Denver, CO",-102.4628364496365,46.4181654554361,-102.927924632502,46.2052637340403,-101.997748266771,46.63106717683189,46.418,-102.463,46.418,-102.463,46.41,-102.46,2017.0,46.418:-102.463,-102.463:46.410
1834,ND043,12911,"Kidder County, North Dakota","St. Paul, MN",-99.78032684282489,46.9795365963729,-100.114652991618,46.6316801123131,-99.4460006940318,47.3273930804327,46.98,-99.78,46.98,-99.78,46.97,-99.78,2017.0,46.980:-99.780,-99.780:46.970
1835,ND045,12912,"LaMoure County, North Dakota","St. Paul, MN",-98.53555227252316,46.4570213237945,-99.03750520700079,46.2827205212352,-98.0335993380455,46.6313221263538,46.457,-98.536,46.457,-98.536,46.45,-98.54,2017.0,46.457:-98.536,-98.536:46.450
1836,ND047,12913,"Logan County, North Dakota","St. Paul, MN",-99.47685231101956,46.457671823384246,-99.917137296034,46.2823729257884,-99.0365673260051,46.6329707209801,46.458,-99.477,46.458,-99.477,46.45,-99.46,2017.0,46.458:-99.477,-99.477:46.450
1837,ND049,12914,"McHenry County, North Dakota","St. Paul, MN",-100.628764790855,48.2400806860754,-101.059961921007,47.847357127424495,-100.19756766070299,48.63280424472629,48.24,-100.629,,,,,,,
1838,ND051,12915,"McIntosh County, North Dakota","St. Paul, MN",-99.44153483409451,46.111569868541444,-99.8801403293762,45.939748546757095,-99.00292933881279,46.28339119032579,46.112,-99.442,,,,,,,
1839,ND053,12916,"McKenzie County, North Dakota","Denver, CO",-103.296711500828,47.7374047345105,-104.04480634070299,47.328392928392496,-102.548616660953,48.1464165406285,47.737,-103.297,,,,,,,
1840,ND055,13073,"McLean County, North Dakota","St. Paul, MN",-101.4853965706735,47.5027222381325,-102.385813348213,47.1569630623942,-100.584979793134,47.84848141387079,47.503,-101.485,47.503,-101.485,47.49,-101.5,2017.0,47.503:-101.485,-101.485:47.490
1841,ND057,12918,"Mercer County, North Dakota","Denver, CO",-101.7316230275935,47.277942014530495,-102.20580078187099,46.9812160553794,-101.25744527331601,47.5746679736816,47.278,-101.732,,,,,,,
1842,ND059,12919,"Morton County, North Dakota","Denver, CO",-101.32063199064251,46.6336598758099,-102.09716864732599,46.2844973006812,-100.544095333959,46.982822450938606,46.634,-101.321,,,,,,,
1843,ND061,12920,"Mountrail County, North Dakota","St. Paul, MN",-102.3787105401895,48.14898214999621,-102.885846155291,47.7513095447149,-101.871574925088,48.5466547552775,48.149,-102.379,,,,,,,
1844,ND063,12921,"Nelson County, North Dakota","St. Paul, MN",-98.20409951946787,47.933653044677705,-98.5261629113208,47.672129751467295,-97.882036127615,48.1951763378881,47.934,-98.204,47.934,-98.204,47.93,-98.22,2017.0,47.934:-98.204,-98.204:47.930
1845,ND065,12922,"Oliver County, North Dakota","Denver, CO",-101.32134331039549,47.1388383459805,-101.76491250942699,46.9810355718287,-100.877774111364,47.29664112013229,47.139,-101.321,,,,,,,
1846,ND067,12923,"Pembina County, North Dakota","St. Paul, MN",-97.52013659133786,48.77145155274539,-97.9499785334825,48.542234063633394,-97.09029464919321,49.00066904185739,48.771,-97.52,48.771,-97.52,48.77,-97.5,2017.0,48.771:-97.520,-97.520:48.770
1847,ND069,12924,"Pierce County, North Dakota","St. Paul, MN",-99.88484161853113,48.196309849282244,-100.276742074868,47.8473732682596,-99.49294116219428,48.5452464303049,48.196,-99.885,,,,,,,
1848,ND071,13074,"Ramsey County, North Dakota","St. Paul, MN",-98.7461020690691,48.229600530889456,-99.20033532348879,47.915036803309796,-98.2918688146494,48.5441642584691,48.23,-98.746,,,,,,,
1849,ND073,13076,"Ransom County, North Dakota","St. Paul, MN",-97.6573415183464,46.45659918138785,-98.03469683987507,46.282439140265204,-97.2799861968177,46.6307592225105,46.457,-97.657,,,,,,,
1850,ND075,12927,"Renville County, North Dakota","St. Paul, MN",-101.54068874504448,48.7289358550198,-102.021619731357,48.4584138424036,-101.05975775873199,48.999457867636,48.729,-101.541,48.729,-101.541,48.73,-101.54,2017.0,48.729:-101.541,-101.541:48.730
1851,ND077,12928,"Richland County, North Dakota","St. Paul, MN",-96.91759913089494,46.28339382844345,-97.2806164795747,45.935168857512295,-96.5545817822152,46.6316187993746,46.283,-96.918,,,,,,,
1852,ND079,12930,"Rolette County, North Dakota","St. Paul, MN",-99.83798074976927,48.77214001695205,-100.18302016948601,48.544941019077996,-99.4929413300525,48.9993390148261,48.772,-99.838,48.772,-99.838,48.77,-99.82,2017.0,48.772:-99.838,-99.838:48.770
1853,ND081,12931,"Sargent County, North Dakota","St. Paul, MN",-97.61820179127224,46.10888123698015,-98.0081410486587,45.93506452772139,-97.2282625338858,46.2826979462389,46.109,-97.618,,,,,,,
1854,ND083,12932,"Sheridan County, North Dakota","St. Paul, MN",-100.3530317818165,47.58751112706679,-100.673361731536,47.3271841911664,-100.03270183209699,47.84783806296721,47.588,-100.353,47.588,-100.353,47.57,-100.34,2017.0,47.588:-100.353,-100.353:47.570
1855,ND085,12933,"Sioux County, North Dakota","Denver, CO",-101.25282971977249,46.186424015172214,-101.998768798162,45.94363006826801,-100.506890641383,46.4292179620764,46.186,-101.253,,,,,,,
1856,ND087,12934,"Slope County, North Dakota","Denver, CO",-103.4852416794335,46.454863086088494,-104.04588925335301,46.2796796470708,-102.92459410551399,46.6300465251062,46.455,-103.485,46.455,-103.485,46.45,-103.5,2017.0,46.455:-103.485,-103.485:46.450
1857,ND089,12935,"Stark County, North Dakota","Denver, CO",-102.66393961710051,46.8200940689614,-103.231501167703,46.62975581546139,-102.09637806649799,47.0104323224614,46.82,-102.664,46.82,-102.664,46.81,-102.66,2017.0,46.820:-102.664,-102.664:46.810
1858,ND091,12937,"Steele County, North Dakota","St. Paul, MN",-97.71892930437444,47.455654843318,-97.9863704507937,47.239045152307504,-97.45148815795521,47.6722645343285,47.456,-97.719,47.456,-97.719,47.45,-97.7,2017.0,47.456:-97.719,-97.719:47.450
1859,ND093,12938,"Stutsman County, North Dakota","St. Paul, MN",-98.96014350970042,46.97893447640345,-99.4813891206946,46.6305519383137,-98.4388978987062,47.3273170144932,46.979,-98.96,46.979,-98.96,46.97,-98.94,2017.0,46.979:-98.960,-98.960:46.970
1860,ND095,12939,"Towner County, North Dakota","St. Paul, MN",-99.248125163811,48.68514940232581,-99.5260234056898,48.370419444705,-98.9702269219322,48.99987935994661,48.685,-99.248,,,,,,,
1861,ND097,12940,"Traill County, North Dakota","St. Paul, MN",-97.15166378857555,47.454919557363546,-97.4744631431654,47.2377010858609,-96.82886443398571,47.672138028866215,47.455,-97.152,47.455,-97.152,47.45,-97.14,2017.0,47.455:-97.152,-97.152:47.450
1862,ND099,12941,"Walsh County, North Dakota","St. Paul, MN",-97.7153923265827,48.36869228752021,-98.3184706408741,48.19366617878671,-97.1123140122913,48.5437183962537,48.369,-97.715,48.369,-97.715,48.37,-97.7,2017.0,48.369:-97.715,-97.715:48.370
1863,ND101,12942,"Ward County, North Dakota","St. Paul, MN",-101.60229644996949,48.327355137881696,-102.2340565988,47.847532185358496,-100.97053630113899,48.8071780904049,48.327,-101.602,48.327,-101.602,48.33,-101.62,2017.0,48.327:-101.602,-101.602:48.330
1864,ND103,12943,"Wells County, North Dakota","St. Paul, MN",-99.66767674427383,47.587270124811,-100.069635407386,47.3270419373357,-99.26571808116172,47.8474983122863,47.587,-99.668,,,,,,,
1865,ND105,12945,"Williams County, North Dakota","St. Paul, MN",-103.438163173121,48.29490781024821,-104.04819975409,47.9559740629022,-102.828126592152,48.6338415575942,48.295,-103.438,,,,,,,
1866,NE001,10677,"Adams County, Nebraska","Denver, CO",-98.50113855611679,40.524551628735,-98.7244201387086,40.35024178875271,-98.277856973525,40.6988614687173,40.525,-98.501,40.525,-98.501,40.53,-98.5,2017.0,40.525:-98.501,-98.501:40.530
1867,NE003,13977,"Antelope County, Nebraska","St. Paul, MN",-98.06701492513784,42.1764095486657,-98.3007126143348,41.9150355021618,-97.83331723594091,42.4377835951696,42.176,-98.067,,,,,,,
1868,NE005,18230,"Arthur County, Nebraska","Denver, CO",-101.69589228645599,41.56912545563355,-101.985630208363,41.3948932962635,-101.40615436454901,41.7433576150036,41.569,-101.696,,,,,,,
1869,NE007,10679,"Banner County, Nebraska","Denver, CO",-103.710145435478,41.5464532730294,-104.05312129456301,41.3930139471143,-103.367169576393,41.6998925989445,41.546,-103.71,,,,,,,
1870,NE009,10680,"Blaine County, Nebraska","Denver, CO",-99.97723601393308,41.912502949458705,-100.26808891072399,41.7386646799576,-99.6863831171422,42.0863412189598,41.913,-99.977,,,,,,,
1871,NE011,13978,"Boone County, Nebraska","St. Paul, MN",-98.06294521863941,41.6984694785864,-98.2959741210734,41.480502975286605,-97.82991631620541,41.9164359818862,41.698,-98.063,,,,,,,
1872,NE013,13051,"Box Butte County, Nebraska","Denver, CO",-103.07121488613599,42.22051479769971,-103.44469326905501,42.0009951370615,-102.69773650321699,42.4400344583379,42.221,-103.071,,,,,,,
1873,NE015,13052,"Boyd County, Nebraska","Denver, CO",-98.78137586549894,42.87993423649685,-99.257700727207,42.761233896791786,-98.30505100379091,42.99863457620189,42.88,-98.781,42.88,-98.781,42.89,-98.78,2017.0,42.880:-98.781,-98.781:42.890
1874,NE017,10681,"Brown County, Nebraska","Denver, CO",-99.93042958644449,42.4653787657796,-100.198619768826,42.0853940863266,-99.662239404063,42.8453634452326,42.465,-99.93,42.465,-99.93,42.45,-99.94,2017.0,42.465:-99.930,-99.930:42.450
1875,NE019,10682,"Buffalo County, Nebraska","Denver, CO",-99.07413504628728,40.84965116269685,-99.42679904292541,40.652115064046896,-98.7214710496492,41.0471872613468,40.85,-99.074,40.85,-99.074,40.85,-99.06,2017.0,40.850:-99.074,-99.074:40.850
1876,NE021,13979,"Burt County, Nebraska","St. Paul, MN",-96.30995453472894,41.86499860443654,-96.5553054233981,41.68278311875721,-96.0646036460598,42.0472140901159,41.865,-96.31,41.865,-96.31,41.85,-96.3,2017.0,41.865:-96.310,-96.310:41.850
1877,NE023,10683,"Butler County, Nebraska","Denver, CO",-97.13705949186195,41.250541303568895,-97.36831283621581,41.0460997677031,-96.90580614750809,41.45498283943471,41.251,-97.137,,,,,,,
1878,NE025,10684,"Cass County, Nebraska","Denver, CO",-96.13653346397251,40.92452707179325,-96.4640711127551,40.7834927098307,-95.80899581518992,41.065561433755796,40.925,-96.137,40.925,-96.137,40.93,-96.14,2017.0,40.925:-96.137,-96.137:40.930
1879,NE027,13980,"Cedar County, Nebraska","St. Paul, MN",-97.2505994420945,42.61261148253035,-97.48615975494819,42.3511442544339,-97.0150391292408,42.8740787106268,42.613,-97.251,42.613,-97.251,42.61,-97.26,2017.0,42.613:-97.251,-97.251:42.610
1880,NE029,10685,"Chase County, Nebraska","Denver, CO",-101.697163822165,40.524754598315795,-102.051598991924,40.349142527828796,-101.34272865240601,40.70036666880279,40.525,-101.697,40.525,-101.697,40.53,-101.7,2017.0,40.525:-101.697,-101.697:40.530
1881,NE031,10686,"Cherry County, Nebraska","Denver, CO",-101.126269898739,42.542569578637206,-102.085160450926,42.0857311911973,-100.167379346552,42.9994079660771,42.543,-101.126,42.543,-101.126,42.53,-101.14,2017.0,42.543:-101.126,-101.126:42.530
1882,NE033,10687,"Cheyenne, Nebraska","Denver, CO",-102.99599486660601,41.22060809873355,-103.38253791179399,41.0018960169416,-102.609451821418,41.4393201805255,41.221,-102.996,,,,,,,
1883,NE035,10688,"Clay County, Nebraska","Denver, CO",-98.0512810761532,40.52449517300065,-98.2784350132186,40.3503177510228,-97.82412713908779,40.6986725949785,40.524,-98.051,40.524,-98.051,40.53,-98.06,2017.0,40.524:-98.051,-98.051:40.530
1884,NE037,13981,"Colfax County, Nebraska","St. Paul, MN",-97.0798380692202,41.5596285599056,-97.2537893493665,41.3760008018429,-96.9058867890739,41.743256317968296,41.56,-97.08,41.56,-97.08,41.57,-97.1,2017.0,41.560:-97.080,-97.080:41.570
1885,NE039,13982,"Cuming County, Nebraska","St. Paul, MN",-96.7875164695594,41.91633530120336,-97.0199545024772,41.741974091242106,-96.5550784366416,42.0906965111646,41.916,-96.788,,,,,,,
1886,NE041,10689,"Custer County, Nebraska","Denver, CO",-99.72826183350864,41.39399828253665,-100.25323108606399,41.0463513919302,-99.20329258095327,41.7416451731431,41.394,-99.728,41.394,-99.728,41.41,-99.74,2017.0,41.394:-99.728,-99.728:41.410
1887,NE043,13983,"Dakota County, Nebraska","St. Paul, MN",-96.53197089926016,42.4002640114891,-96.7266854248094,42.2759497261884,-96.3372563737109,42.5245782967898,42.4,-96.532,,,,,,,
1888,NE045,13053,"Dawes County, Nebraska","Denver, CO",-103.13903111379948,42.71912467516949,-103.505171316516,42.4372516123643,-102.772890911083,43.0009977379747,42.719,-103.139,,,,,,,
1889,NE047,10690,"Dawson County, Nebraska","Denver, CO",-99.82057326821787,40.8593263523,-100.224649867858,40.671231982471795,-99.41649666857772,41.04742072212821,40.859,-99.821,40.859,-99.821,40.85,-99.82,2017.0,40.859:-99.821,-99.821:40.850
1890,NE049,10691,"Deuel County, Nebraska","Denver, CO",-102.33644765933799,41.1120678474608,-102.621308151715,41.0020018798547,-102.051587166961,41.2221338150669,41.112,-102.336,,,,,,,
1891,NE051,13984,"Dixon County, Nebraska","St. Paul, MN",-96.82473818230429,42.514014109017296,-97.0180721711475,42.26407505826421,-96.6314041934611,42.763953159770395,42.514,-96.825,,,,,,,
1892,NE053,13985,"Dodge County, Nebraska","St. Paul, MN",-96.61760571942976,41.5679828371861,-96.906142441483,41.393164479961904,-96.3290689973765,41.7428011944103,41.568,-96.618,,,,,,,
1893,NE055,10753,"Douglas County, Nebraska","Indianapolis, IN",-96.17128371596078,41.291752397454545,-96.4711054184752,41.1901840819701,-95.8714620134464,41.393320712939,41.292,-96.171,41.292,-96.171,41.29,-96.18,2017.0,41.292:-96.171,-96.171:41.290
1894,NE057,10694,"Dundy County, Nebraska","Denver, CO",-101.68771270825847,40.17654540393925,-102.05198403386999,40.0024911225214,-101.323441382647,40.3505996853571,40.177,-101.688,,,,,,,
1895,NE059,10695,"Fillmore County, Nebraska","Denver, CO",-97.59658222845407,40.524634769189795,-97.82481599784508,40.3503806705044,-97.36834845906307,40.69888886787521,40.525,-97.597,,,,,,,
1896,NE061,10696,"Franklin County, Nebraska","Denver, CO",-98.9526877971463,40.176412653680046,-99.179440572094,40.0020710841197,-98.7259350221986,40.3507542232404,40.176,-98.953,,,,,,,
1897,NE063,10697,"Frontier County, Nebraska","Denver, CO",-100.382085404075,40.52490506844934,-100.782969081033,40.349463336430794,-99.98120172711701,40.7003468004679,40.525,-100.382,40.525,-100.382,40.53,-100.38,2017.0,40.525:-100.382,-100.382:40.530
1898,NE065,10698,"Furnas County, Nebraska","Denver, CO",-99.91320005015665,40.17642608944121,-100.19810833945,40.0015526827887,-99.6282917608633,40.3512994960937,40.176,-99.913,40.176,-99.913,40.17,-99.9,2017.0,40.176:-99.913,-99.913:40.170
1899,NE067,10700,"Gage County, Nebraska","Denver, CO",-96.69019162448276,40.262473229027144,-96.91687112558441,40.001037171473705,-96.4635121233811,40.5239092865806,40.262,-96.69,40.262,-96.69,40.25,-96.7,2017.0,40.262:-96.690,-96.690:40.250
1900,NE069,10701,"Garden County, Nebraska","Denver, CO",-102.33210247053749,41.615368307159294,-102.679616141626,41.221422885776896,-101.984588799449,42.009313728541706,41.615,-102.332,,,,,,,
1901,NE071,10702,"Garfield County, Nebraska","Denver, CO",-98.9911611896475,41.9145337281547,-99.22292878568541,41.7404410620973,-98.7593935936096,42.088626394212106,41.915,-98.991,41.915,-98.991,41.93,-98.98,2017.0,41.915:-98.991,-98.991:41.930
1902,NE073,10703,"Gosper County, Nebraska","Denver, CO",-99.86870095379204,40.525607167964495,-100.095116684386,40.3510938098186,-99.64228522319807,40.700120526110396,40.526,-99.869,,,,,,,
1903,NE075,10704,"Grant County, Nebraska","Denver, CO",-101.747039011378,41.919179596823,-102.068001208928,41.7419876403845,-101.42607681382799,42.0963715532615,41.919,-101.747,,,,,,,
