lkey|station_id|solar_region_key|areaname|weather_station
13042|749183-99999|-110.471:47.850|"Chouteau County Area, Montana"|FORT BENTON
11259|726791-24135|-113.030:46.010|"Deer Lodge County Area, Montana"|BUTTE SILVER BOW CO ARP
11260|727790-24146|-114.201:48.250|"Upper Flathead Valley Area, Montana"|GLACIER PARK INTERNATIO
11261|999999-24146|-114.572:48.050|"Flathead County Area and Part of Lincoln County, Montana"|KALISPELL GLACIER PK IN
11262|999999-24146|-114.075:48.290|"Flathead National Forest Area, Montana"|KALISPELL GLACIER PK IN
11263|727735-24139|-113.340:46.490|"Granite County Area, Montana"|DRUMMOND
11264|726797-24132|-111.295:45.730|"Gallatin County Area, Montana"|GALLATIN FIELD AIRPORT
11265|726798-24150|-110.714:45.410|"Gallatin National Forest Area, Montana"|MISSION FIELD AIRPORT
13043|721005-99999|-109.835:46.450|"Wheatland County Area, Montana"|KILO (HARLOWTOWN)
11266|999999-24161|-112.062:46.170|"Jefferson County Area and Part of Silver Bow County, Montana"|WHITEHALL
11267|999999-24159|-114.213:47.610|"Lake County Area, Montana"|SUPERIOR
11268|721001-99999|-112.214:47.090|"Lewis and Clark County Area, Montana"|GOLF (SIMMS)
11269|727720-24144|-111.989:46.690|"Helena National Forest Area, Montana"|HELENA REGIONAL AIRPORT
11270|721003-99999|-111.184:47.290|"Lewis and Clark National Forest Area, Montana"|INDIA (ULM)
20906|720999-99999|-113.256:47.770|"Bob Marshall, Scapegoat, Great Bear, and Mission Mtn. Wilderness Area, Montana"|FOXTROT (AUGUSTA)
11272|720923-99999|-115.436:48.290|"Kootenai National Forest Area, Montana-Idaho"|BOUNDARY CO
11273|999999-24135|-112.836:46.130|"Deer Lodge National Forest Area, Montana"|BUTTE SILVER BOW CO ARP
11274|726799-99999|-112.028:45.290|"Madison County Area, Montana"|DILLON SAWRS
11275|999999-4140|-110.989:46.610|"Meagher County Area, Montana"|LEWISTOWN 42 WSW
11276|727730-24153|-113.989:47.130|"Missoula County Area, Montana"|MISSOULA INTERNATIONAL
11277|999999-24150|-109.855:45.890|"Sweet Grass County Area, Montana"|LIVINGSTON MISSION FIEL
11278|726798-24150|-110.169:45.290|"Absaroka-Beartooth Wilderness Area, Montana, Western Part"|MISSION FIELD AIRPORT
11288|726798-24150|-109.695:45.290|"Absaroka-Beartooth Wilderness Area, Montana, Eastern Part"|MISSION FIELD AIRPORT
13045|726673-99999|-105.730:45.410|"Powder River Area, Montana"|BROADUS           &
11279|727735-99999|-112.804:46.690|"Powell County Area, Montana"|DRUMMOND
11280|720759-99999|-114.038:46.210|"Bitterroot Valley Area, Montana"|RAVALLI CO
11282|720759-99999|-114.041:46.090|"Bitterroot National Forest Area, Montana"|RAVALLI CO
13046|999999-24040|-106.992:46.010|"Rosebud County Area and Part of Big Horn County, Montana"|CUSTER
11283|727795-99999|-115.114:47.650|"Sanders and Parts of Lincoln and Flathead Counties, Montana"|THOMPSON FALLS
13047|999999-24033|-109.388:45.730|"Stillwater County Area, Montana"|BILLINGS MUNICIPAL ARPT
13048|721002-99999|-112.150:48.010|"Choteau-Conrad Area; Parts of Teton and Pondera Counties, Montana"|HOTEL (FAIRFIELD)
13049|999999-94059|-105.098:48.490|"Roosevelt and Daniels Counties, Montana"|WOLF POINT 34 NE
20908|999999-4130|-113.858:48.610|"Glacier National Park Area - Parts of Glacier and Flathead Counties, Montana"|ST. MARY 1 SSW
11285|726664-94173|-110.577:44.810|"Yellowstone National Park, Wyoming-Montana-Idaho"|YELLOWSTONE
13050|721005-99999|-109.216:46.410|"Golden Valley County Area, Montana"|KILO (HARLOWTOWN)
11286|726798-24150|-110.632:45.650|"Park County Area, Montana"|MISSION FIELD AIRPORT
11287|727740-24135|-112.723:45.890|"Silver Bow County Area and Parts of Beaverhead and Jefferson Counties, Montana"|BERT MOONEY AIRPORT
11178|723174-99999|-79.390:36.050|"Alamance County, North Carolina"|BURLINGTON ALAMANCE
10976|723055-63816|-81.174:35.930|"Alexander County, North Carolina"|STATESVILLE MUNICIPAL A
14792|723146-99999|-81.128:36.450|"Alleghany County, North Carolina"|ASHE CO
10977|725294-383|-80.085:35.010|"Anson County, North Carolina"|ANSON COUNTY AIRPORT JE
14793|723146-53892|-81.493:36.410|"Ashe County, North Carolina"|ASHE COUNTY AIRPORT
14794|722198-99999|-81.908:36.090|"Avery County, North Carolina"|BOONE WATAUGA HOSPTL
10978|746925-99999|-76.831:35.490|"Beaufort County, North Carolina"|WARREN FLD
10979|723079-93796|-76.967:36.050|"Bertie County, North Carolina"|TRI-COUNTY AIRPORT
10980|720279-3705|-78.539:34.610|"Bladen County, North Carolina"|CURTIS L BROWN JR FLD A
10981|997794-99999|-78.291:34.090|"Brunswick County, North Carolina"|OCEAN CREST PIER
14795|999999-53877|-82.528:35.610|"Buncombe County, North Carolina"|ASHEVILLE 8 SSW
10982|723148-99999|-81.675:35.770|"Burke County, North Carolina"|FOOTHILLS RGNL
10983|722132-99999|-80.541:35.330|"Cabarrus County, North Carolina"|CONCORD RGNL
15295|723148-63859|-81.570:35.930|"Caldwell County, North Carolina"|MORGANTON-LENOIR AIRPOR
10985|746941-13786|-76.214:36.330|"Camden County, North Carolina"|MONROE CO
10986|723062-99999|-76.590:34.890|"Carteret County, North Carolina"|USMC BOMB RANGE BT-11
11179|724106-99999|-79.335:36.410|"Caswell County, North Carolina"|DANVILLE RGNL
10989|723010-3810|-81.229:35.690|"Catawba County, North Carolina"|HICKORY REGIONAL AIRPOR
10990|722201-99999|-79.231:35.690|"Chatham County, North Carolina"|SANFORD
14796|722177-63811|-84.006:35.130|"Cherokee County, North Carolina"|ANDREWS-MURPHY AIRPORT
16898|723074-99999|-76.567:36.170|"Chowan County, North Carolina"|NORTHEASTERN RGNL
14797|723048-99999|-83.744:35.090|"Clay County, North Carolina"|ANDREWS  ANDREWS-MURPHY
10991|720277-63843|-81.545:35.370|"Cleveland County, North Carolina"|SHELBY MUNICIPAL AIRPOR
10992|720274-99999|-78.617:34.210|"Columbus County, North Carolina"|COLUMBUS CO MUNI
10993|723095-93719|-77.049:35.130|"Craven County, North Carolina"|CRAVEN COUNTY REG AIRPO
16896|723035-93740|-78.804:35.050|"Cumberland County, North Carolina"|FAYETT RGNL/GRANNIS FLD
10994|999999-13774|-76.038:36.290|"Currituck County, North Carolina"|WEEKSVILLE NAF
10995|746950-99999|-75.714:35.690|"Dare County, North Carolina"|DARE COUNTY GUNNERY RAN
10996|722079-99999|-80.265:35.770|"Davidson County, North Carolina"|DAVIDSON CO
10997|722079-53888|-80.536:35.890|"Davie County, North Carolina"|DAVIDSON COUNTY AIRPORT
16435|746929-99999|-77.926:34.970|"Duplin County, North Carolina"|DUPLIN CO
11000|723060-13722|-78.858:36.050|"Durham County, North Carolina"|RALEIGH-DURHAM INTERNAT
17482|720864-290|-77.585:35.930|"Edgecombe County, North Carolina"|TARBORO EDGECOMBE AIRPO
11002|723193-93807|-80.276:36.130|"Forsyth County, North Carolina"|SMITH REYNOLDS AIRPORT
11003|722141-3731|-78.277:36.050|"Franklin County, North Carolina"|FRANKLIN COUNTY AIRPORT
11004|723147-99999|-81.189:35.290|"Gaston County, North Carolina"|GASTONIA MUNI
11005|724007-3719|-76.702:36.410|"Gates County, North Carolina"|SUFFOLK MUNICIPAL AIRPO
14798|722177-99999|-83.810:35.330|"Graham County, North Carolina"|ANDREWS MURPHY
11006|720288-3711|-78.630:36.290|"Granville County, North Carolina"|HENDERSON-OXFORD AIRPOR
11007|723067-99999|-77.651:35.490|"Greene County, North Carolina"|KINSTON RGNL JETPORT
11008|999999-13723|-79.790:36.090|"Guilford County, North Carolina"|GREENSBORO GREENSBORO-H
11009|720649-231|-77.618:36.250|"Halifax County, North Carolina"|HALIFAX NORTHAMPTON REG
11010|746936-3712|-78.876:35.370|"Harnett County, North Carolina"|HARNETT COUNTY AIRPORT
14799|999999-53878|-82.503:35.330|"Henderson County, North Carolina"|ASHEVILLE 13 S
11011|723079-99999|-76.949:36.410|"Hertford County, North Carolina"|TRI CO
16897|723034-99999|-79.247:35.010|"Hoke County, North Carolina"|MACKALL AAF
11012|690200-99999|-76.187:35.370|"Hyde County, North Carolina"|GOVERNOR HYDE
11014|723055-99999|-80.902:35.770|"Iredell County, North Carolina"|STATESVILLE RGNL
14800|720259-63844|-83.141:35.250|"Jackson County, North Carolina"|MACON CO
11015|722131-3713|-78.387:35.530|"Johnston County, North Carolina"|JOHNSTON COUNTY AIRPORT
11016|723069-93753|-77.390:35.010|"Jones County, North Carolina"|ALBERT J ELLIS AIRPORT
11017|722201-3723|-79.165:35.450|"Lee County, North Carolina"|SANFORD-LEE COUNTY RGNL
11018|723067-93726|-77.613:35.210|"Lenoir County, North Carolina"|KINSTON REGIONAL JETPOR
11019|722128-99999|-81.239:35.490|"Lincoln County, North Carolina"|LINCOLNTON LINCOLN
14801|723144-99999|-82.060:35.730|"McDowell County, North Carolina"|RUTHERFORDTON
14802|720259-99999|-83.423:35.170|"Macon County, North Carolina"|MACON CO
14803|723155-99999|-82.686:35.890|"Madison County, North Carolina"|HOT SPRINGS (AWRS)
11020|720936-99999|-77.088:35.850|"Martin County, North Carolina"|ALWOOD NDB
11021|999999-13881|-80.805:35.250|"Mecklenburg County, North Carolina"|CHARLOTTE DOUGLAS MUNIC
14804|720623-99999|-82.198:36.010|"Mitchell County, North Carolina"|ELIZABETHTON MUNI
11022|721038-99999|-79.899:35.330|"Montgomery County, North Carolina"|JORDAN FLD ARPT
11023|723143-3720|-79.432:35.290|"Moore County, North Carolina"|MOORE COUNTY AIRPORT
11024|723068-93759|-77.977:35.970|"Nash County, North Carolina"|ROCKY MOUNT-WILSON RGN
11025|998006-99999|-77.872:34.170|"New Hanover County, North Carolina"|NORTH CAROLINA RESERVE
11026|720649-99999|-77.483:36.370|"Northampton County, North Carolina"|HALIFAX-NORTHAMPTON REG
11027|999999-93727|-77.391:34.730|"Onslow County, North Carolina"|NEW RIVER MCAS
11028|999999-3758|-79.107:36.050|"Orange County, North Carolina"|DURHAM 11 W
11029|723062-99999|-76.632:35.170|"Pamlico County, North Carolina"|USMC BOMB RANGE BT-11
11031|746943-13786|-76.256:36.290|"Pasquotank County, North Carolina"|ELIZABETH CITY CGAS
11032|999999-13748|-77.895:34.530|"Pender County, North Carolina"|WILMINGTON
16899|746941-13786|-76.374:36.210|"Perquimans County, North Carolina"|MONROE CO
11033|722193-3722|-78.974:36.370|"Person County, North Carolina"|PERSON COUNTY AIRPORT
11034|723065-13783|-77.393:35.570|"Pitt County, North Carolina"|PITT-GREENVILLE AIRPORT
11035|723144-53890|-82.161:35.290|"Polk County, North Carolina"|RURFTON CO-MARCHMAN FLD
11036|746935-3709|-79.804:35.730|"Randolph County, North Carolina"|ASHEBORO MUNICIPAL AIRP
11037|722043-3738|-79.767:35.010|"Richmond County, North Carolina"|ROCKINGHAM AIRPORT
11038|723108-99999|-79.133:34.610|"Robeson County, North Carolina"|LUMBERTON MUNI
17719|742077-3763|-79.773:36.410|"Rockingham County, North Carolina"|ROCKINGHAM COUNTY NC SH
11040|723156-99999|-80.477:35.690|"Rowan County, North Carolina"|ROWAN COUNTY ARPT
11041|723144-53890|-81.986:35.410|"Rutherford County, North Carolina"|RURFTON CO-MARCHMAN FLD
11042|722073-3727|-78.393:34.930|"Sampson County, North Carolina"|SAMPSON COUNTY AIRPORT
18047|999999-13711|-79.510:34.850|"Scotland County, North Carolina"|LAURINBURG AAB
11044|722148-63824|-80.279:35.330|"Stanly County, North Carolina"|STANLEY COUNTY AIRPORT
17717|723177-99999|-80.240:36.410|"Stokes County, North Carolina"|MT AIRY SURRY CO
11046|723177-63807|-80.707:36.410|"Surry County, North Carolina"|MOUNT AIRY/SURRY CO ARP
14807|999999-53878|-82.815:35.210|"Transylvania County, North Carolina"|ASHEVILLE 13 S
11047|690210-99999|-76.123:35.850|"Tyrrell County, North Carolina"|ALLIGATOR BRIDGE
11048|723194-99999|-80.559:35.010|"Union County, North Carolina"|MONROE AIRPORT
11049|720288-3711|-78.394:36.370|"Vance County, North Carolina"|HENDERSON-OXFORD AIRPOR
19865|723060-13722|-78.625:35.810|"Wake County, North Carolina"|RALEIGH-DURHAM INTERNAT
11052|999999-13747|-78.111:36.370|"Warren County, North Carolina"|WARRENTON WB AP
11053|690220-99999|-76.596:35.850|"Washington County, North Carolina"|ALBEMARLE BRIDGE
14808|722198-99999|-81.687:36.250|"Watauga County, North Carolina"|BOONE WATAUGA HOSPTL
11054|999999-13713|-78.053:35.370|"Wayne County, North Carolina"|GOLDSBORO SEYMOUR JOHNS
17716|723165-99999|-81.207:36.210|"Wilkes County, North Carolina"|WILKES CO
11056|723068-99999|-77.927:35.730|"Wilson County, North Carolina"|ROCKY MOUNT WILSON
17026|723177-63807|-80.657:36.170|"Yadkin County, North Carolina"|MOUNT AIRY/SURRY CO ARP
14809|723155-99999|-82.319:35.890|"Yancey County, North Carolina"|HOT SPRINGS (AWRS)
14915|720259-63844|-83.566:35.450|"Swain County Area, North Carolina"|MACON CO
14916|999999-53877|-82.966:35.530|"Haywood County Area, North Carolina"|ASHEVILLE 8 SSW
12891|727584-99999|-102.497:46.130|"Adams County, North Dakota"|HETTINGER MUNI
13072|720911-99999|-98.074:46.930|"Barnes County, North Dakota"|BARNES CO MUNI
12893|727573-99999|-99.187:48.090|"Benson County, North Dakota"|DEVILS LAKE MUNI
12894|999999-94080|-103.350:46.970|"Billings County, North Dakota"|MEDORA 7 E
12895|721026-99999|-100.821:48.770|"Bottineau County, North Dakota"|OSCAR (ANTLER)
17415|725296-99999|-103.521:46.130|"Bowman County, North Dakota"|BOWMAN MUNI
12897|721023-99999|-102.480:48.770|"Burke County, North Dakota"|LIMA (BOWBELLS)
12898|727640-24011|-100.521:46.970|"Burleigh County, North Dakota"|BISMARCK MUNICIPAL AIRP
16460|999999-14914|-97.229:46.930|"Cass County, North Dakota"|FARGO HECTOR ARPT
12899|720862-99999|-98.464:48.770|"Cavalier County, North Dakota"|ROBERTSON FLD
12900|720939-99999|-98.506:46.090|"Dickey County, North Dakota"|OAKES MUNI
12901|720861-287|-103.467:48.810|"Divide County, North Dakota"|CROSBY MUNICIPAL AIRPOR
12902|720868-294|-102.622:47.410|"Dunn County, North Dakota"|WATFORD CITY MUNICIPAL
12903|720737-266|-98.899:47.730|"Eddy County, North Dakota"|CARRINGTON MUNICIPAL AI
12904|720933-99999|-100.270:46.290|"Emmons County, North Dakota"|LINTON MUNI
12905|720737-266|-98.883:47.450|"Foster County, North Dakota"|CARRINGTON MUNICIPAL AI
12906|720854-99999|-103.827:46.930|"Golden Valley County, North Dakota"|BEACH
12907|727575-99999|-97.394:47.930|"Grand Forks County, North Dakota"|GRAND FORKS AFB
12908|720895-99999|-101.560:46.370|"Grant County, North Dakota"|GLEN ULLIN REGIONAL
12909|720947-99999|-98.230:47.450|"Griggs County, North Dakota"|COOPERSTOWN MUNI
12910|727584-99999|-102.463:46.410|"Hettinger County, North Dakota"|HETTINGER MUNI
12911|999999-54937|-99.780:46.970|"Kidder County, North Dakota"|JAMESTOWN 38 WSW
12912|720939-99999|-98.536:46.450|"LaMoure County, North Dakota"|OAKES MUNI
12913|999999-54937|-99.477:46.450|"Logan County, North Dakota"|JAMESTOWN 38 WSW
12914|721011-99999|-100.629:48.250|"McHenry County, North Dakota"|ALPHA (BALFOUR)
12915|999999-54933|-99.442:46.130|"McIntosh County, North Dakota"|ABERDEEN 35 WNW
12916|720868-99999|-103.297:47.730|"McKenzie County, North Dakota"|WATFORD CITY MUNI
13073|999999-94041|-101.485:47.490|"McLean County, North Dakota"|GARRISON
12918|720866-99999|-101.732:47.290|"Mercer County, North Dakota"|MERCER CO RGNL
12919|720871-99999|-101.321:46.650|"Morton County, North Dakota"|MANDAN MUNI
12920|720909-99999|-102.379:48.130|"Mountrail County, North Dakota"|STANLEY MUNI
12921|727580-99999|-98.204:47.930|"Nelson County, North Dakota"|DEVILS LAKE
12922|720866-292|-101.321:47.130|"Oliver County, North Dakota"|MERCER COUNTY REGIONAL
12923|720855-99999|-97.520:48.770|"Pembina County, North Dakota"|CAVALIER MUNI
12924|720867-99999|-99.885:48.210|"Pierce County, North Dakota"|RUGBY MUNI
13074|727572-99999|-98.746:48.210|"Ramsey County, North Dakota"|DEVILS LAKE(AWOS)
13076|720491-99999|-97.657:46.450|"Ransom County, North Dakota"|GWINNER ROGER MELROE FL
12927|721025-99999|-101.541:48.730|"Renville County, North Dakota"|NOVEMBER (MOHALL)
12928|722004-54922|-96.918:46.290|"Richland County, North Dakota"|HARRY STERN AIRPORT
12930|720853-281|-99.838:48.770|"Rolette County, North Dakota"|ROLLA MUNICIPAL AIRPORT
12931|720491-150|-97.618:46.090|"Sargent County, North Dakota"|GWINNER ROGER MELROE FI
12932|720941-99999|-100.353:47.570|"Sheridan County, North Dakota"|HARVEY MUNI
12933|720871-99999|-101.253:46.170|"Sioux County, North Dakota"|MANDAN MUNI
12934|725296-99999|-103.485:46.450|"Slope County, North Dakota"|BOWMAN MUNI
12935|999999-24012|-102.664:46.810|"Stark County, North Dakota"|DICKINSON MUNICIPAL AP
12937|A07141-327|-97.719:47.450|"Steele County, North Dakota"|COOPERSTOWN MUNICIPAL A
12938|999999-14919|-98.960:46.970|"Stutsman County, North Dakota"|JAMESTOWN MUNICIPAL ARP
12939|720858-285|-99.248:48.690|"Towner County, North Dakota"|CANDO MUNICIPAL AIRPORT
12940|727577-99999|-97.152:47.450|"Traill County, North Dakota"|GRAND FORKS NEXRAD
12941|720865-99999|-97.715:48.370|"Walsh County, North Dakota"|HUTSON FLD
12942|727675-94011|-101.602:48.330|"Ward County, North Dakota"|MINOT AFB AIRPORT
12943|720941-99999|-99.668:47.570|"Wells County, North Dakota"|HARVEY MUNI
12945|727670-94014|-103.438:48.290|"Williams County, North Dakota"|SLOULIN FIELD INTERNATI
10677|725525-94949|-98.501:40.530|"Adams County, Nebraska"|HASTINGS MUNICIPAL AIRP
13977|744450-99999|-98.067:42.170|"Antelope County, Nebraska"|NELIGH  NE.
18230|725621-94063|-101.696:41.570|"Arthur County, Nebraska"|SEARLE FIELD AIRPORT
10679|720979-99999|-103.710:41.530|"Banner County, Nebraska"|CHARLIE (GERING)
10680|722211-99999|-99.977:41.930|"Blaine County, Nebraska"|THOMAS COUNTY
13978|723441-54921|-98.063:41.690|"Boone County, Nebraska"|ALBION MUNICIPAL AIRPOR
13051|725635-24044|-103.071:42.210|"Box Butte County, Nebraska"|ALLIANCE MUNICIPAL AIRP
13052|726520-99999|-98.781:42.890|"Boyd County, Nebraska"|PICKSTOWN  SD.
10681|725556-94975|-99.930:42.450|"Brown County, Nebraska"|AINSWORTH MUNICIPAL ARP
10682|725526-14905|-99.074:40.850|"Buffalo County, Nebraska"|KEARNEY MUNICIPAL AIRPO
13979|725527-99999|-96.310:41.850|"Burt County, Nebraska"|TEKAMAH MUNI
10683|725565-94951|-97.137:41.250|"Butler County, Nebraska"|COLUMBUS MUNICIPAL AIRP
10684|722291-99999|-96.137:40.930|"Cass County, Nebraska"|PLATTSMOUTH MUNI
13980|726525-94911|-97.251:42.610|"Cedar County, Nebraska"|CHAN GURNEY MUNICIPAL A
10685|725626-99999|-101.697:40.530|"Chase County, Nebraska"|IMPERIAL MUNI
10686|725627-99999|-101.126:42.530|"Cherry County, Nebraska"|MULLEN / HOOKER COUNTY
10687|720984-99999|-102.996:41.210|"Cheyenne, Nebraska"|GOLF (SIDNEY)
10688|749111-99999|-98.051:40.530|"Clay County, Nebraska"|HARVARD AAF
13981|725565-99999|-97.080:41.570|"Colfax County, Nebraska"|COLUMBUS MUNI
13982|722241-54925|-96.788:41.930|"Cuming County, Nebraska"|WAYNE MUNICIPAL AIRPORT
10689|725555-99999|-99.728:41.410|"Custer County, Nebraska"|BROKEN BOW MUNI
13983|999999-14943|-96.532:42.410|"Dakota County, Nebraska"|SIOUX CITY MUNICIPAL AR
13053|725636-99999|-103.139:42.730|"Dawes County, Nebraska"|CHADRON MUNI
10690|725624-99999|-99.821:40.850|"Dawson County, Nebraska"|JIM KELLY FLD
10691|720986-99999|-102.336:41.130|"Deuel County, Nebraska"|INDIA (SIDNEY)
13984|722241-99999|-96.825:42.530|"Dixon County, Nebraska"|WAYNE MUNI
13985|725564-4924|-96.618:41.570|"Dodge County, Nebraska"|FREMONT MUNICIPAL AIRPO
10753|720308-99999|-96.171:41.290|"Douglas County, Nebraska"|MILLARD
10694|725626-99999|-101.688:40.170|"Dundy County, Nebraska"|IMPERIAL MUNI
10695|749112-99999|-97.597:40.530|"Fillmore County, Nebraska"|FAIRMONT AAF
10696|725628-99999|-98.953:40.170|"Franklin County, Nebraska"|BREWSTER FLD
10697|725625-94040|-100.382:40.530|"Frontier County, Nebraska"|MC COOK MUNICIPAL AIRPO
10698|720433-99999|-99.913:40.170|"Furnas County, Nebraska"|NORTON MUNI
10700|725515-99999|-96.690:40.250|"Gage County, Nebraska"|BEATRICE MUNI
10701|720985-99999|-102.332:41.610|"Garden County, Nebraska"|HOTEL (GURLEY)
10702|725551-99999|-98.991:41.930|"Garfield County, Nebraska"|BURWELL MUNI
10703|999999-14994|-99.869:40.530|"Gosper County, Nebraska"|LEXINGTON
10704|999999-94079|-101.747:41.930|"Grant County, Nebraska"|WHITMAN 5 ENE
10705|725524-94958|-98.522:41.570|"Greeley County, Nebraska"|EVELYN SHARP FIELD AIRP
10707|999999-14935|-98.502:40.890|"Hall County, Nebraska"|GRAND ISLAND ARPT
10708|725513-4901|-98.054:40.930|"Hamilton County, Nebraska"|ARRA MUNI-AL POTTER FLD
10709|725628-4935|-99.405:40.170|"Harlan County, Nebraska"|BREWSTER FIELD AIRPORT
10710|999999-24020|-101.061:40.530|"Hayes County, Nebraska"|HAYES CENTER
10711|999999-94070|-101.042:40.170|"Hitchcock County, Nebraska"|TRENTON MUNICIPAL AIRPO
10712|725566-4957|-98.778:42.490|"Holt County, Nebraska"|THE O'NEILL MUNI-JOHN L
10713|725627-99999|-101.134:41.930|"Hooker County, Nebraska"|MULLEN / HOOKER COUNTY
10714|725520-14935|-98.518:41.210|"Howard County, Nebraska"|CENTRAL NEBRASKA REGION
10715|749110-99999|-97.143:40.170|"Jefferson County, Nebraska"|BRUNING AAF
10716|725541-99999|-96.265:40.410|"Johnson County, Nebraska"|NEBRASKA CITY MUNI
10717|725526-99999|-98.952:40.530|"Kearney County, Nebraska"|KEARNEY MUNI
10718|725621-94063|-101.653:41.210|"Keith County, Nebraska"|SEARLE FIELD AIRPORT
13054|725556-99999|-99.726:42.850|"Keya Paha County, Nebraska"|AINSWORTH MUNICIPAL
10719|725665-94073|-103.715:41.210|"Kimball County, Nebraska"|KMBAL MUNI/R E ARRAJ FD
14063|726525-94911|-97.898:42.650|"Knox County, Nebraska"|CHAN GURNEY MUNICIPAL A
10721|999999-14939|-96.689:40.770|"Lancaster County, Nebraska"|LINCOLN AIR BASE
10722|725620-24023|-100.747:41.050|"Lincoln County, Nebraska"|NORTH PLATTE RGNL AP LE
10723|722205-99999|-100.483:41.570|"Logan County, Nebraska"|THEDFORD(NEXRAD)
10724|725551-99999|-99.454:41.930|"Loup County, Nebraska"|BURWELL MUNI
18197|725627-99999|-101.059:41.570|"McPherson County, Nebraska"|MULLEN / HOOKER COUNTY
13987|725560-14941|-97.601:41.930|"Madison County, Nebraska"|KARL STEFAN MEMORIAL AI
10726|725513-99999|-97.943:41.130|"Merrick County, Nebraska"|AURORA MUNI AL POTT
10727|725635-99999|-103.004:41.730|"Morrill County, Nebraska"|ALLIANCE MUNI
13988|723441-54921|-97.998:41.410|"Nance County, Nebraska"|ALBION MUNICIPAL AIRPOR
10728|725541-99999|-95.809:40.410|"Nemaha County, Nebraska"|NEBRASKA CITY MUNI
10729|722124-4998|-98.047:40.170|"Nuckolls County, Nebraska"|HEBRON MUNICIPAL AIRPOR
10730|725541-99999|-96.087:40.650|"Otoe County, Nebraska"|NEBRASKA CITY MUNI
10731|725515-99999|-96.237:40.130|"Pawnee County, Nebraska"|BEATRICE MUNI
10732|725621-99999|-101.649:40.850|"Perkins County, Nebraska"|SEARLE FLD
10733|725628-4935|-99.412:40.530|"Phelps County, Nebraska"|BREWSTER FIELD AIRPORT
13989|744450-99999|-97.601:42.250|"Pierce County, Nebraska"|NELIGH  NE.
13990|725565-94951|-97.542:41.530|"Platte County, Nebraska"|COLUMBUS MUNICIPAL AIRP
10734|725565-94951|-97.598:41.210|"Polk County, Nebraska"|COLUMBUS MUNICIPAL AIRP
10735|725625-99999|-100.477:40.170|"Red Willow County, Nebraska"|MCCOOK RGNL
10736|725533-99999|-95.659:40.130|"Richardson County, Nebraska"|FALLS CITY/BRENNER
10737|725556-99999|-99.456:42.450|"Rock County, Nebraska"|AINSWORTH MUNICIPAL
10738|999999-94996|-97.141:40.530|"Saline County, Nebraska"|LINCOLN 11 SW
10752|720308-4992|-96.091:41.090|"Sarpy County, Nebraska"|MILLARD AIRPORT
10740|720942-323|-96.610:41.250|"Saunders County, Nebraska"|WAHOO MUNICIPAL AIRPORT
18236|999999-24028|-103.707:41.850|"Scotts Bluff County, Nebraska"|SCOTTSBLUFF W B HEILIG
19108|999999-94996|-97.139:40.890|"Seward County, Nebraska"|LINCOLN 11 SW
10743|725637-99999|-102.400:42.490|"Sheridan County, Nebraska"|GORDON MUNI
10744|725524-99999|-98.976:41.210|"Sherman County, Nebraska"|EVELYN SHARP FLD
13055|999999-94077|-103.727:42.490|"Sioux County, Nebraska"|HARRISON 20 SSE
13991|999999-14941|-97.194:41.930|"Stanton County, Nebraska"|NORFOLK KARL STEFAN MEM
10745|722124-99999|-97.595:40.170|"Thayer County, Nebraska"|HEBRON MUNI
10746|722205-99999|-100.556:41.930|"Thomas County, Nebraska"|THEDFORD(NEXRAD)
13992|999999-14943|-96.545:42.130|"Thurston County, Nebraska"|SIOUX CITY MUNICIPAL AR
10747|725524-99999|-98.982:41.570|"Valley County, Nebraska"|EVELYN SHARP FLD
13993|720405-99999|-96.182:41.530|"Washington County, Nebraska"|BLAIR MUNI AIRPORT
13995|722241-54925|-97.095:42.210|"Wayne County, Nebraska"|WAYNE MUNICIPAL AIRPORT
10748|725525-94949|-98.500:40.170|"Webster County, Nebraska"|HASTINGS MUNICIPAL AIRP
10749|723441-54921|-98.528:41.930|"Wheeler County, Nebraska"|ALBION MUNICIPAL AIRPOR
10750|725512-14989|-97.597:40.890|"York County, Nebraska"|YORK MUNICIPAL AIRPORT
12333|726165-99999|-72.243:42.930|"Cheshire County, New Hampshire"|DILLANT HOPKINS
12334|742078-64773|-71.848:43.970|"Grafton County, New Hampshire"|PLYMOUTH MUNICIPAL AIRP
12336|999999-54795|-71.031:43.010|"Rockingham County, New Hampshire"|DURHAM 2 SSW
12337|726056-99999|-71.027:43.330|"Strafford County, New Hampshire"|SKYHAVEN
12338|726115-99999|-72.194:43.370|"Sullivan County, New Hampshire"|HARTNESS STATE
12339|999999-14710|-71.504:42.890|"Hillsborough County, New Hampshire, Eastern Part"|MANCHESTER MUNICIPAL AP
12340|726163-54770|-71.848:42.970|"Hillsborough County, New Hampshire, Western Part"|JAFFREY MINI-SLVR RNCH
16394|726183-54772|-71.253:43.890|"Carroll County Area, New Hampshire"|EASTERN SLOPES RGNL ARP
12341|726130-99999|-71.367:44.210|"White Mountain National Forest, New Hampshire and Maine"|MOUNT WASHINGTON
12342|726160-99999|-71.391:44.770|"Coos County Area, New Hampshire"|BERLIN MUNICIPAL
12343|726050-14745|-71.625:43.370|"Merrimack and Belknap Counties, New Hampshire"|CONCORD MUNICIPAL AIRPO
16376|999999-13753|-74.646:39.490|"Atlantic County, New Jersey"|ATLANTIC CITY NAS
