areasymbol,lkey,areaname,mlraoffice,longitude,latitude,mbrminx,mbrminy,mbrmaxx,mbrmaxy
MN101,16154,"Murray County, Minnesota","St. Paul, MN",-95.76338285671375,44.022246147903246,-96.06460105141291,43.84791972248279,-95.4621646620146,44.19657257332371
MN103,13797,"Nicollet County, Minnesota","St. Paul, MN",-94.35716790035195,44.30534870952755,-94.78673480088992,44.1538140964849,-93.92760099981399,44.4568833225702
MN105,15598,"Nobles County, Minnesota","St. Paul, MN",-95.75285682377046,43.674465411572555,-96.05366430882091,43.49985442474421,-95.45204933872,43.849076398400896
MN107,12954,"Norman County, Minnesota","St. Paul, MN",-96.46925685052445,47.32519973248765,-96.87176354755779,47.150562638057096,-96.0667501534911,47.4998368269182
MN109,13799,"Olmsted County, Minnesota","St. Paul, MN",-92.38411089783091,44.01473281995774,-92.6894100017507,43.8338307749417,-92.0788117939111,44.19563486497379
MN111,13800,"Otter Tail County, Minnesota","St. Paul, MN",-95.7134396290295,46.412432996461845,-96.2812224286165,46.1067507488798,-95.1456568294425,46.718115244043894
MN113,15777,"Pennington County, Minnesota","St. Paul, MN",-96.04153585798065,48.0544166827014,-96.50101268807279,47.933859109311,-95.5820590278885,48.174974256091794
MN115,18227,"Pine County, Minnesota","St. Paul, MN",-92.7177846992906,46.07468008931905,-93.1428096589341,45.73005229150021,-92.2927597396471,46.4193078871379
MN117,16091,"Pipestone County, Minnesota","St. Paul, MN",-96.25855536093124,44.02306234828415,-96.45340079209039,43.84862141372,-96.06370992977209,44.1975032828483
MN119,12956,"Polk County, Minnesota","St. Paul, MN",-96.3506490521653,47.83631935463545,-97.14773273771459,47.498584205751,-95.553565366616,48.1740545035199
MN121,13803,"Pope County, Minnesota","St. Paul, MN",-95.4450129872773,45.5859256339212,-95.7586796826928,45.4118893031818,-95.1313462918618,45.7599619646606
MN123,19067,"Ramsey County, Minnesota","St. Paul, MN",-93.10601686771406,45.0060195254494,-93.2279079033584,44.8874774312873,-92.98412583206971,45.124561619611505
MN125,12957,"Red Lake County, Minnesota","St. Paul, MN",-96.09584379657719,47.8621078720967,-96.48256726552358,47.75956808125,-95.7091203276308,47.9646476629434
MN127,20291,"Redwood County, Minnesota","St. Paul, MN",-95.2301909476794,44.44677475140775,-95.59482045857729,44.1950374059943,-94.8655614367815,44.698512096821204
MN129,13805,"Renville County, Minnesota","St. Paul, MN",-94.99051609703125,44.67410085960575,-95.4833788768834,44.4559438431349,-94.49765331717909,44.892257876076606
MN131,13806,"Rice County, Minnesota","St. Paul, MN",-93.2825196031762,44.3701665263273,-93.5256543738227,44.196202430655205,-93.03938483252969,44.5441306219994
MN133,14061,"Rock County, Minnesota","St. Paul, MN",-96.25291865990769,43.67484449031215,-96.45349866223259,43.500121600977,-96.0523386575828,43.84956737964729
MN135,13809,"Roseau County, Minnesota","St. Paul, MN",-95.74740293503629,48.76937764974541,-96.4051670924323,48.538614877331604,-95.0896387776403,49.000140422159205
MN139,13811,"Scott County, Minnesota","St. Paul, MN",-93.59447766553414,44.6779886168652,-93.9110720605192,44.5430836862502,-93.27788327054908,44.8128935474802
MN141,13812,"Sherburne County, Minnesota","St. Paul, MN",-93.83023540715111,45.40324366493515,-94.150514252264,45.245949018278395,-93.50995656203821,45.5605383115919
MN143,13814,"Sibley County, Minnesota","St. Paul, MN",-94.19611748527714,44.5869242810572,-94.6295640412528,44.4559235603383,-93.76267092930149,44.7179250017761
MN145,13815,"Stearns County, Minnesota","St. Paul, MN",-94.59351884290375,45.52887411871635,-95.13984404209829,45.2823596173664,-94.0471936437092,45.7753886200663
MN147,13816,"Steele County, Minnesota","St. Paul, MN",-93.2260632164902,44.0223596463621,-93.40674442201521,43.848056999669,-93.0453820109652,44.1966622930552
MN149,13817,"Stevens County, Minnesota","St. Paul, MN",-96.00076360592524,45.5859293834651,-96.25410615020529,45.4119618471694,-95.7474210616452,45.7598969197608
MN151,13819,"Swift County, Minnesota","St. Paul, MN",-95.68240322800474,45.2819153692243,-96.11834814038309,45.1511838902812,-95.24645831562641,45.4126468481674
MN153,13820,"Todd County, Minnesota","St. Paul, MN",-94.89947871981579,46.0711817165597,-95.155486807721,45.773398370764504,-94.64347063191059,46.368965062354896
MN155,12958,"Traverse County, Minnesota","St. Paul, MN",-96.55521704749475,45.8037582027368,-96.85735945252421,45.585379414916,-96.25307464246531,46.022136990557605
MN157,14038,"Wabasha County, Minnesota","St. Paul, MN",-92.20498482286874,44.28335271121625,-92.5509491834967,44.1067474819731,-91.85902046224079,44.4599579404594
MN159,13822,"Wadena County, Minnesota","St. Paul, MN",-94.94601461975651,46.586930312045254,-95.1641019485485,46.3684273060569,-94.7279272909645,46.8054333180336
MN161,13824,"Waseca County, Minnesota","St. Paul, MN",-93.58730888996288,44.02216440910804,-93.7683941854982,43.8478936977637,-93.40622359442759,44.19643512045239
MN163,19066,"Washington County, Minnesota","St. Paul, MN",-92.88101397833631,45.0214108176303,-93.0225166249604,44.745905070601594,-92.73951133171221,45.29691656465901
MN165,13825,"Watonwan County, Minnesota","St. Paul, MN",-94.6143249842811,43.97849537388675,-94.8598070393096,43.8479965804968,-94.36884292925258,44.108994167276705
MN167,12959,"Wilkin County, Minnesota","St. Paul, MN",-96.5315066177306,46.3261703201908,-96.79841737778429,46.0215648646572,-96.26459585767691,46.6307757757244
MN169,13826,"Winona County, Minnesota","St. Paul, MN",-91.68167900006105,44.01994298133499,-92.0795402060145,43.846499913039295,-91.28381779410759,44.193386049630696
MN171,13828,"Wright County, Minnesota","St. Paul, MN",-93.88813775585669,45.200687960496,-94.26147456237379,44.9776420448952,-93.5148009493396,45.42373387609679
MN173,18228,"Yellow Medicine County, Minnesota","St. Paul, MN",-95.9059688661974,44.73896997271051,-96.4516503768887,44.541765780551,-95.3602873555061,44.93617416487
MN613,14036,"St. Louis County, Minnesota, Crane Lake Part","St. Paul, MN",-92.44788832280625,48.18374539206185,-93.0979717221786,47.8750079906619,-91.79780492343392,48.4924827934618
MN615,14032,"St. Louis County, Minnesota, Duluth Part","St. Paul, MN",-92.08283344183666,47.0121586324613,-92.37500869471201,46.6493044492745,-91.7906581889613,47.3750128156481
MN617,14035,"St. Louis County, Minnesota, Embarrass Part","St. Paul, MN",-92.0814549578763,47.62501199438454,-92.3750087765233,47.37500791755279,-91.78790113922929,47.875016071216294
MN619,14034,"St. Louis County, Minnesota, Meadowlands Part","St. Paul, MN",-92.7211037219976,47.069886041356355,-93.06720178014929,46.764759142172004,-92.3750056638459,47.37501294054071
MN621,17052,"St. Louis County, Minnesota, Virginia Part","St. Paul, MN",-92.72938586981815,47.625011461564846,-93.08376499704359,47.37500791755279,-92.3750067425927,47.8750150055769
MN625,68078,"Koochiching County Area, Minnesota","St. Paul, MN",-93.75558774996546,48.2788467531136,-94.43025312816842,47.8457383986444,-93.08092237176251,48.711955107582796
MN627,48476,"Voyageurs National Park, Minnesota","St. Paul, MN",-92.80463050423711,48.465547780718495,-93.1564211556423,48.2995553610209,-92.4528398528319,48.6315402004161
MO001,11580,"Adair County, Missouri","Indianapolis, IN",-92.60086472456885,40.191825662837196,-92.8563489939301,40.0369748264746,-92.34538045520759,40.346676499199795
MO003,13934,"Andrew County, Missouri","Indianapolis, IN",-94.83225498539635,39.97496862472915,-95.0617178032737,39.8197541122073,-94.602792167519,40.130183137251
MO005,17271,"Atchison County, Missouri","Indianapolis, IN",-95.47613682114255,40.42353369547105,-95.7747176961576,40.261704607581,-95.1775559461275,40.5853627833611
MO007,17299,"Audrain County, Missouri","Indianapolis, IN",-91.86167265287361,39.203594547182945,-92.31421511586599,39.0589959730021,-91.40913018988121,39.3481931213638
MO009,15159,"Barry County, Missouri","Morgantown, WV",-93.8255274456873,36.7153297475168,-94.0772623037284,36.4987102199133,-93.5737925876462,36.931949275120296
MO011,17259,"Barton County, Missouri","Indianapolis, IN",-94.34552788033405,37.5014439777898,-94.617544437598,37.3492893623552,-94.0735113230701,37.653598593224395
MO013,17257,"Bates County, Missouri","Indianapolis, IN",-94.33197380521099,38.25171173925246,-94.61405862854609,38.025847150595006,-94.04988898187591,38.4775763279099
MO015,17264,"Benton County, Missouri","Morgantown, WV",-93.2914262097887,38.29887569615525,-93.5236079947723,38.0623297047035,-93.05924442480509,38.535421687607005
MO017,15161,"Bollinger County, Missouri","Morgantown, WV",-90.04204997335279,37.3196942339158,-90.22295654836759,37.0400926468256,-89.86114339833799,37.599295821005995
MO019,11582,"Boone County, Missouri","Indianapolis, IN",-92.3373935871995,38.9460335868633,-92.570381057936,38.643194605157,-92.104406116463,39.2488725685696
MO021,17273,"Buchanan County, Missouri","Indianapolis, IN",-94.85744810831216,39.6763065988998,-95.1136828860523,39.5313210147063,-94.601213330572,39.8212921830933
MO023,17429,"Butler County, Missouri","Auburn, AL",-90.40729693430575,36.7124493984454,-90.6802196808298,36.4978227580021,-90.1343741877817,36.9270760388887
MO025,17283,"Caldwell County, Missouri","Indianapolis, IN",-93.98336669490669,39.65669775728395,-94.20844810648029,39.5244051502064,-93.7582852833331,39.7889903643615
MO027,17240,"Callaway County, Missouri","Indianapolis, IN",-91.92994056688671,38.81103103056185,-92.22604244504421,38.557565572674896,-91.63383868872921,39.064496488448796
MO029,17270,"Camden County, Missouri","Morgantown, WV",-92.74414552176435,38.03490688642785,-93.08226314940701,37.7991177938726,-92.4060278941217,38.2706959789831
MO031,17435,"Cape Girardeau County, Missouri","Indianapolis, IN",-89.6437599006143,37.3662561438792,-89.8667366162092,37.1260891616999,-89.4207831850194,37.6064231260585
MO033,17288,"Carroll County, Missouri","Indianapolis, IN",-93.43168379458986,39.41083748745855,-93.75914742824301,39.206116568198,-93.1042201609367,39.6155584067191
MO035,17669,"Carter County, Missouri","Morgantown, WV",-90.94303702325274,36.95552706197435,-91.2248289896592,36.8106520401746,-90.6612450568463,37.1004020837741
MO037,17256,"Cass County, Missouri","Indianapolis, IN",-94.33869058630285,38.64630350460485,-94.61298442154329,38.445134189438,-94.06439675106242,38.8474728197717
MO039,17306,"Cedar County, Missouri","Morgantown, WV",-93.84245872436725,37.736719809605596,-94.0753675759338,37.5725442852498,-93.60954987280071,37.900895333961394
MO041,17293,"Chariton County, Missouri","Indianapolis, IN",-92.9885541611678,39.46441842477175,-93.28767781421351,39.222068216176,-92.6894305081221,39.7067686333675
MO043,15164,"Christian County, Missouri","Morgantown, WV",-93.2564386421859,36.9537397540045,-93.6101491184767,36.8092033712119,-92.9027281658951,37.098276136797104
MO045,17300,"Clark County, Missouri","Indianapolis, IN",-91.68501821938585,40.43130000628395,-91.9507286579627,40.2488442945509,-91.419307780809,40.613755718017
MO047,17437,"Clay County, Missouri","Indianapolis, IN",-94.40900976079945,39.2829197477099,-94.6074804717894,39.109828545007794,-94.2105390498095,39.456010950412
MO049,17279,"Clinton County, Missouri","Indianapolis, IN",-94.40415766472336,39.601243728495945,-94.602521419646,39.4546613160963,-94.2057939098007,39.7478261408956
MO051,15165,"Cole County, Missouri","Indianapolis, IN",-92.24973338182315,38.5308816802022,-92.4957339351898,38.322761576807,-92.00373282845649,38.739001783597395
MO053,17267,"Cooper County, Missouri","Indianapolis, IN",-92.77923584354289,38.87244999094085,-93.0599862656299,38.6800188076767,-92.4984854214559,39.064881174205
MO055,15167,"Crawford County, Missouri","Morgantown, WV",-91.31475445074204,37.954414528107904,-91.5354839908313,37.6972787220566,-91.09402491065279,38.211550334159206
MO057,17311,"Dade County, Missouri","Morgantown, WV",-93.84998867489445,37.43178123458575,-94.0838756897976,37.281967263647,-93.6161016599913,37.5815952055245
MO059,17319,"Dallas County, Missouri","Morgantown, WV",-93.01916470973336,37.659580834673704,-93.19149527121321,37.4149447086037,-92.84683414825349,37.9042169607437
MO061,17282,"Daviess County, Missouri","Indianapolis, IN",-93.9888539426866,39.96059722621135,-94.218716997532,39.7846289485785,-93.75899088784121,40.1365655038442
MO063,17278,"De Kalb County, Missouri","Indianapolis, IN",-94.40439490495365,39.892607883121045,-94.60539007591811,39.745886585306295,-94.2033997339892,40.039329180935795
MO065,15170,"Dent County, Missouri","Morgantown, WV",-91.48125326556526,37.60349666718545,-91.8091882087666,37.41541251216729,-91.15331832236392,37.791580822203606
MO067,15171,"Douglas County, Missouri","Morgantown, WV",-92.49916670763511,36.93242251106895,-92.90949586340142,36.7940568057929,-92.0888375518688,37.070788216345
MO069,15172,"Dunklin County, Missouri","Auburn, AL",-90.16605807219514,36.3135971134447,-90.3779514350897,35.9957365678639,-89.9541647093006,36.6314576590255
MO071,15173,"Franklin County, Missouri","Morgantown, WV",-91.0506882463167,38.45620081463895,-91.3691378994594,38.2040079923401,-90.732238593174,38.70839363693779
MO073,15174,"Gasconade County, Missouri","Morgantown, WV",-91.50524392325156,38.431272587843395,-91.6450110278469,38.1525370216754,-91.36547681865619,38.7100081540114
MO075,17277,"Gentry County, Missouri","Indianapolis, IN",-94.4104139698425,40.2110083783486,-94.60661081721041,40.034949992905105,-94.2142171224746,40.3870667637921
MO077,17431,"Greene County, Missouri","Morgantown, WV",-93.34369329623826,37.2580708020738,-93.6258839905715,37.0888049460688,-93.061502601905,37.4273366580788
MO079,17286,"Grundy County, Missouri","Indianapolis, IN",-93.56296143544584,40.11291306341345,-93.764290799425,39.9595551178146,-93.36163207146669,40.2662710090123
MO081,17281,"Harrison County, Missouri","Indianapolis, IN",-93.99777192231491,40.355135635083045,-94.2323564219684,40.132832398171,-93.7631874226614,40.5774388719951
MO083,17261,"Henry County, Missouri","Indianapolis, IN",-93.79317859750631,38.38401209255305,-94.07528810975441,38.20066697761521,-93.5110690852582,38.5673572074909
MO085,17265,"Hickory County, Missouri","Morgantown, WV",-93.3195055165358,37.93780978465975,-93.57393599724709,37.8027189623445,-93.0650750358245,38.072900606975004
MO087,17272,"Holt County, Missouri","Indianapolis, IN",-95.27161917138434,40.0631341668296,-95.5548037237924,39.8618086168365,-94.98843461897629,40.26445971682271
MO089,17266,"Howard County, Missouri","Indianapolis, IN",-92.68787000099721,39.1555470813694,-92.9453776536006,38.9675674411277,-92.4303623483938,39.3435267216111
MO091,15176,"Howell County, Missouri","Morgantown, WV",-91.8880229882791,36.777377906166706,-92.1203789574853,36.4984660720982,-91.65566701907291,37.05628974023521
MO093,15177,"Iron County, Missouri","Morgantown, WV",-90.84494765853431,37.50552244870105,-91.1550552124834,37.2701301451265,-90.53484010458521,37.7409147522756
MO095,17255,"Jackson County, Missouri","Indianapolis, IN",-94.35653580580215,39.035245117650305,-94.60831174023741,38.8331222700579,-94.1047598713669,39.237367965242704
MO097,10674,"Jasper County, Missouri","Morgantown, WV",-94.33534694448495,37.2062450122377,-94.6182788450107,37.0481778011846,-94.0524150439592,37.364312223290796
MO099,15178,"Jefferson County, Missouri","Morgantown, WV",-90.51525590555059,38.2526541531941,-90.7804301625381,38.003480979451396,-90.2500816485631,38.5018273269368
MO101,17260,"Johnson County, Missouri","Indianapolis, IN",-93.8112361372088,38.74698363501735,-94.129353177839,38.556168400688705,-93.4931190965786,38.937798869346
MO103,17423,"Knox County, Missouri","Indianapolis, IN",-92.14796739354935,40.1267966844769,-92.3486919998477,39.9494607242385,-91.947242787251,40.304132644715295
MO105,15179,"Laclede County, Missouri","Morgantown, WV",-92.5544723423005,37.68476220224785,-92.8599144471547,37.473297057795,-92.24903023744629,37.896227346700705
MO107,17284,"Lafayette County, Missouri","Indianapolis, IN",-93.79594706605997,39.100706570347555,-94.11472878569842,38.9086757728556,-93.47716534642151,39.2927373678395
MO109,17432,"Lawrence County, Missouri","Morgantown, WV",-93.83405162773091,37.106467257843846,-94.06292223701641,36.9228207318769,-93.60518101844542,37.290113783810796
MO111,17301,"Lewis County, Missouri","Indianapolis, IN",-91.69437426345814,40.1012436008217,-91.9530100160934,39.9452217989956,-91.4357385108229,40.257265402647796
MO113,11586,"Lincoln County, Missouri","Indianapolis, IN",-90.96356447866654,39.04935253711745,-91.2641196821055,38.87086498522061,-90.66300927522758,39.22784008901429
MO115,17292,"Linn County, Missouri","Indianapolis, IN",-93.1062586852407,39.868657012919996,-93.3649640181578,39.700004951638896,-92.84755335232359,40.037309074201104
MO117,17287,"Livingston County, Missouri","Indianapolis, IN",-93.51100352541658,39.7894257580534,-93.76195944075559,39.6113094255305,-93.26004761007759,39.967542090576295
MO119,15180,"McDonald County, Missouri","Morgantown, WV",-94.34281669326793,36.6326056867742,-94.61846488962308,36.498711380320394,-94.0671684969128,36.766499993228
MO121,17295,"Macon County, Missouri","Indianapolis, IN",-92.57278942433905,39.82189522417785,-92.85779550686091,39.6054904524292,-92.2877833418172,40.0382999959265
MO123,15181,"Madison County, Missouri","Morgantown, WV",-90.3441813142272,37.4779255581645,-90.54976590674309,37.312141623863894,-90.1385967217113,37.6437094924651
MO125,15182,"Maries County, Missouri","Morgantown, WV",-91.9141541085113,38.1516114726992,-92.1978091230325,38.0096047294447,-91.6304990939901,38.2936182159537
MO127,17436,"Marion County, Missouri","Indianapolis, IN",-91.57670440343341,39.80281175910885,-91.84681844839892,39.6573823554981,-91.3065903584679,39.948241162719604
MO129,17285,"Mercer County, Missouri","Indianapolis, IN",-93.5708022478627,40.4220553635334,-93.77470569147059,40.2636402448336,-93.3668988042548,40.5804704822332
MO131,15183,"Miller County, Missouri","Morgantown, WV",-92.4386966104271,38.2236459593001,-92.695957816614,38.016290796720206,-92.1814354042402,38.431001121879994
MO133,17439,"Mississippi County, Missouri","Auburn, AL",-89.30939927066396,36.818796803287796,-89.519897007462,36.5655618429089,-89.09890153386591,37.0720317636667
MO135,17268,"Moniteau County, Missouri","Indianapolis, IN",-92.6107460294973,38.674997633893256,-92.8419205798584,38.4276993292966,-92.3795714791362,38.9222959384899
MO137,17424,"Monroe County, Missouri","Indianapolis, IN",-92.01107244166735,39.500206112227644,-92.3100888805872,39.337522143302294,-91.7120560027475,39.662890081153
MO139,17427,"Montgomery County, Missouri","Indianapolis, IN",-91.453610263938,38.9120403074811,-91.64703094071241,38.6762456664285,-91.2601895871636,39.1478349485337
MO141,17269,"Morgan County, Missouri","Morgantown, WV",-92.8517031382472,38.43960302519591,-93.0778988109224,38.186156253405706,-92.625507465572,38.6930497969861
MO143,15186,"New Madrid County, Missouri","Auburn, AL",-89.6501801325045,36.6072968446342,-89.9727840961438,36.3437273308949,-89.3275761688652,36.8708663583735
MO145,17310,"Newton County, Missouri","Morgantown, WV",-94.3388581024891,36.90234311393735,-94.6184727766477,36.747812563467996,-94.0592434283305,37.0568736644067
MO147,17275,"Nodaway County, Missouri","Indianapolis, IN",-94.90049423069594,40.35239935062354,-95.20239305751998,40.1262976471608,-94.5985954038719,40.578501054086296
MO149,17666,"Oregon County, Missouri","Morgantown, WV",-91.39721100852915,36.692628989660854,-91.6785861364557,36.497023909643005,-91.11583588060259,36.8882340696787
MO151,15188,"Osage County, Missouri","Morgantown, WV",-91.9177563446369,38.49806672266595,-92.1952265007978,38.2882544772185,-91.64028618847601,38.7078789681134
MO153,15189,"Ozark County, Missouri","Morgantown, WV",-92.4422620937253,36.651568751974295,-92.7722508469144,36.4971281345305,-92.11227334053619,36.8060093694181
MO155,15190,"Pemiscot County, Missouri","Auburn, AL",-89.74282758911065,36.213476028457904,-89.9615325536589,35.999226477301704,-89.5241226245624,36.4277255796141
MO157,15191,"Perry County, Missouri","Indianapolis, IN",-89.81148085753104,37.734783627698306,-90.14709950111059,37.5638990506299,-89.47586221395149,37.905668204766705
MO159,17263,"Pettis County, Missouri","Indianapolis, IN",-93.28157620174889,38.724592648031845,-93.5128126844101,38.5063138461497,-93.0503397190877,38.942871449913994
MO161,15193,"Phelps County, Missouri","Morgantown, WV",-91.77708595076535,37.87616363747795,-92.0293077895533,37.5988913825241,-91.52486411197741,38.1534358924318
MO163,17307,"Pike County, Missouri","Indianapolis, IN",-91.0907518048327,39.3687442723005,-91.4603059432435,39.1391241597794,-90.72119766642192,39.5983643848216
MO165,17274,"Platte County, Missouri","Indianapolis, IN",-94.8519076523074,39.34327783194691,-95.10355318351259,39.1532116061351,-94.6002621211022,39.533344057758704
MO167,17315,"Polk County, Missouri","Morgantown, WV",-93.40290269793556,37.6234209463536,-93.6323763168664,37.417343269870294,-93.1734290790047,37.8294986228369
MO169,15195,"Pulaski County, Missouri","Morgantown, WV",-92.21743692190374,37.81153476536255,-92.41373620471458,37.602360642077706,-92.0211376390929,38.0207088886474
MO171,17290,"Putnam County, Missouri","Indianapolis, IN",-93.01978312392475,40.46595003992855,-93.3752010911714,40.342310679871396,-92.66436515667809,40.589589399985705
MO173,17441,"Ralls County, Missouri","Indianapolis, IN",-91.44831703519245,39.502501437073946,-91.7185336820303,39.3186233165846,-91.1781003883546,39.68637955756329
MO175,17296,"Randolph County, Missouri","Indianapolis, IN",-92.5041028563643,39.4283988904228,-92.7073771394867,39.2464567419045,-92.3008285732419,39.6103410389411
MO177,17442,"Ray County, Missouri","Indianapolis, IN",-93.98566280041075,39.330672826781196,-94.21247491186149,39.134105588990295,-93.75885068896,39.5272400645721
MO179,15196,"Reynolds County, Missouri","Morgantown, WV",-91.0242802784216,37.32706070945765,-91.3140817554037,37.0503153489704,-90.7344788014395,37.603806069944895
MO181,17430,"Ripley County, Missouri","Morgantown, WV",-90.85068549590036,36.660967694873904,-91.1266847250917,36.4977353566886,-90.57468626670901,36.8242000330592
MO183,11590,"St. Charles County, Missouri","Indianapolis, IN",-90.53676526195386,38.75105689661025,-90.9644249306184,38.5342309111532,-90.1091055932893,38.9678828820673
MO185,17262,"St. Clair County, Missouri","Morgantown, WV",-93.7815763775601,38.024489730276954,-94.0659368688804,37.828008658696206,-93.4972158862398,38.2209708018577
MO187,15198,"St. Francois County, Missouri","Morgantown, WV",-90.37917428055034,37.85880309736025,-90.6479116806695,37.641072388640005,-90.1104368804312,38.0765338060805
MO189,11591,"St. Louis County and St. Louis City, Missouri","Indianapolis, IN",-90.4270005093323,38.6385986522056,-90.7362411110799,38.385937937853704,-90.1177599075847,38.8912593665575
MO193,17243,"Ste. Genevieve County, Missouri","Morgantown, WV",-90.1917693824843,37.898676168180245,-90.45913122730178,37.6695577955496,-89.9244075376668,38.127794540810896
MO195,17289,"Saline County, Missouri","Indianapolis, IN",-93.17265018170205,39.169973992983344,-93.4963888813287,38.9281345758019,-92.84891148207541,39.4118134101648
MO197,17294,"Schuyler County, Missouri","Indianapolis, IN",-92.53571740543144,40.4703743854336,-92.72122182091209,40.3434380502961,-92.35021298995079,40.5973107205711
MO199,17297,"Scotland County, Missouri","Indianapolis, IN",-92.14718832481215,40.45338982784195,-92.3514280429612,40.3009274165177,-91.9429486066631,40.605852239166204
MO201,17440,"Scott County, Missouri","Auburn, AL",-89.5496402973329,37.05634534833345,-89.78690364554659,36.8595403869227,-89.31237694911921,37.25315030974421
MO203,17664,"Shannon County, Missouri","Morgantown, WV",-91.33732625176125,37.1532406709924,-91.65773717119271,36.883832417260706,-91.01691533232979,37.4226489247241
MO205,17425,"Shelby County, Missouri","Indianapolis, IN",-92.06990565350074,39.77938716270905,-92.29944036104808,39.6041738298532,-91.84037094595341,39.9546004955649
MO207,15200,"Stoddard County, Missouri","Auburn, AL",-89.97221273869945,36.8773546929653,-90.25982786886792,36.6273679762631,-89.68459760853099,37.1273414096675
MO209,17317,"Stone County, Missouri","Morgantown, WV",-93.4586324928948,36.74712049972415,-93.6129885598019,36.4984582968762,-93.3042764259877,36.9957827025721
MO211,17291,"Sullivan County, Missouri","Indianapolis, IN",-93.1113302039063,40.209840092002295,-93.3673928177482,40.0330740030456,-92.85526759006441,40.386606180959
MO213,15202,"Taney County, Missouri","Morgantown, WV",-93.04035416689685,36.657343103887946,-93.315784255019,36.497829003525894,-92.7649240787747,36.81685720425
MO215,15203,"Texas County, Missouri","Morgantown, WV",-91.9496566112777,37.32703006361575,-92.2527428887735,37.048854842302205,-91.64657033378191,37.6052052849293
MO217,17258,"Vernon County, Missouri","Indianapolis, IN",-94.33806295923733,37.849921055182904,-94.61768696084759,37.6397714106973,-94.05843895762709,38.0600706996685
MO219,17428,"Warren County, Missouri","Indianapolis, IN",-91.18867245265216,38.7701923444709,-91.41869223143179,38.5475229340435,-90.9586526738725,38.99286175489829
MO221,17242,"Washington County, Missouri","Morgantown, WV",-90.86995585215165,37.970482323221404,-91.0999658169079,37.7341921427976,-90.6399458873954,38.206772503645205
MO223,15205,"Wayne County, Missouri","Morgantown, WV",-90.4450538382236,37.1194811730911,-90.7797095647769,36.921471241748,-90.1103981116703,37.317491104434204
MO225,15206,"Webster County, Missouri","Morgantown, WV",-92.8778909164991,37.277263376611245,-93.07671861069642,37.0671823319911,-92.67906322230179,37.4873444212314
MO227,17276,"Worth County, Missouri","Indianapolis, IN",-94.42324996314365,40.47807797445135,-94.6322828038127,40.3842561630102,-94.2142171224746,40.5718997858925
MO229,17322,"Wright County, Missouri","Morgantown, WV",-92.46999191698086,37.27064755899595,-92.6924407447574,37.0597310066781,-92.2475430892043,37.481564111313794
MP645,14210,"Islands of Aguijan, Rota, Saipan and Tinian, Commonwealth of the Northern Mariana Islands","Davis, CA",145.4758602028465,14.69996078785355,145.121303665337,14.1104132419756,145.83041674035601,15.2895083337315
MP646,65277,"Islands of Agrigan, Alamagan, Anatahan, Pagan, and Sarigan, Commonwealth of the Northern Mariana Islands","Davis, CA",145.742583468052,17.5721989344394,145.632715395719,16.3311478883711,145.852451540385,18.8132499805077
MS001,15215,"Adams County, Mississippi","Auburn, AL",-91.40429851478495,31.4706476514093,-91.6547158246277,31.191229537059804,-91.15388120494221,31.7500657657588
MS003,12809,"Alcorn County, Mississippi","Auburn, AL",-88.59360288939305,34.8757451201772,-88.8235210835552,34.7556475063537,-88.3636846952309,34.995842734000696
MS005,15216,"Amite County, Mississippi","Auburn, AL",-90.8211632602426,31.174423673643,-91.09480398857549,30.9990732009589,-90.54752253190969,31.3497741463271
MS007,12810,"Attala County, Mississippi","Auburn, AL",-89.64161797190265,33.0827889551221,-89.9666761544432,32.8795652935843,-89.31655978936209,33.286012616659896
MS009,12811,"Benton County, Mississippi","Auburn, AL",-89.1849088063659,34.789019187671,-89.35298730912979,34.5829936288273,-89.016830303602,34.995044746514694
MS011,15217,"Bolivar County, Mississippi","Auburn, AL",-90.94409025920704,33.824244287277295,-91.23239461974859,33.5275485534024,-90.6557858986655,34.1209400211522
MS013,12812,"Calhoun County, Mississippi","Auburn, AL",-89.32377220938986,33.9418036753118,-89.51001506686991,33.7214836161477,-89.13752935190979,34.1621237344759
MS015,15218,"Carroll County, Mississippi","Auburn, AL",-89.90970780016976,33.4456376071749,-90.1749843138296,33.214182528246496,-89.64443128650991,33.6770926861033
MS017,12813,"Chickasaw County, Mississippi","Auburn, AL",-88.95534594326554,33.9068665717236,-89.19171568321829,33.7386651937403,-88.71897620331279,34.0750679497069
MS019,12814,"Choctaw County, Mississippi","Auburn, AL",-89.27112944390555,33.32095327203565,-89.4540074653743,33.1087658354758,-89.08825142243678,33.5331407085955
MS021,15219,"Claiborne County, Mississippi","Auburn, AL",-90.98130238413191,32.0057076979123,-91.24764607415831,31.7858045513351,-90.71495869410549,32.225610844489495
MS023,12815,"Clarke County, Mississippi","Auburn, AL",-88.672928215323,32.0271725754778,-88.9142674148687,31.826674622226502,-88.4315890157773,32.2276705287291
MS025,12816,"Clay County, Mississippi","Auburn, AL",-88.75411237125384,33.65940959946005,-89.0362029904414,33.506661448589895,-88.47202175206628,33.8121577503302
MS027,15220,"Coahoma County, Mississippi","Auburn, AL",-90.67861001291155,34.255276986630946,-90.9595622723561,33.9856966401966,-90.397657753467,34.5248573330653
MS029,15221,"Copiah County, Mississippi","Auburn, AL",-90.42209731792971,31.867660910927597,-90.7373211019955,31.6852185160118,-90.1068735338639,32.05010330584339
