"areasymbol"|"lkey"|"areaname"|"mlraoffice"|"areaacres"|"mbrminx"|"mbrminy"|"mbrmaxx"|"mbrmaxy"
"MO047"|17437|"Clay County, Missouri"|"Indianapolis, IN"|261491|-94.6074804717894|39.1098285450078|-94.2105390498095|39.456010950412
"MO049"|17279|"Clinton County, Missouri"|"Indianapolis, IN"|270829|-94.602521419646|39.4546613160963|-94.2057939098007|39.7478261408956
"MO051"|15165|"Cole County, Missouri"|"Indianapolis, IN"|257139|-92.4957339351898|38.322761576807|-92.0037328284565|38.7390017835974
"MO053"|17267|"Cooper County, Missouri"|"Indianapolis, IN"|364205|-93.0599862656299|38.6800188076767|-92.4984854214559|39.064881174205
"MO055"|15167|"Crawford County, Missouri"|"Morgantown, WV"|475872|-91.5354839908313|37.6972787220566|-91.0940249106528|38.2115503341592
"MO057"|17311|"Dade County, Missouri"|"Morgantown, WV"|323942|-94.0838756897976|37.281967263647|-93.6161016599913|37.5815952055245
"MO059"|17319|"Dallas County, Missouri"|"Morgantown, WV"|347328|-93.1914952712132|37.4149447086037|-92.8468341482535|37.9042169607437
"MO061"|17282|"Daviess County, Missouri"|"Indianapolis, IN"|364026|-94.218716997532|39.7846289485785|-93.7589908878412|40.1365655038442
"MO063"|17278|"De Kalb County, Missouri"|"Indianapolis, IN"|272064|-94.6053900759181|39.7458865853063|-94.2033997339892|40.0393291809358
"MO065"|15170|"Dent County, Missouri"|"Morgantown, WV"|483245|-91.8091882087666|37.4154125121673|-91.1533183223639|37.7915808222036
"MO067"|15171|"Douglas County, Missouri"|"Morgantown, WV"|521216|-92.9094958634014|36.7940568057929|-92.0888375518688|37.070788216345
"MO069"|15172|"Dunklin County, Missouri"|"Auburn, AL"|349958|-90.3779514350897|35.9957365678639|-89.9541647093006|36.6314576590255
"MO071"|15173|"Franklin County, Missouri"|"Morgantown, WV"|595226|-91.3691378994594|38.2040079923401|-90.732238593174|38.7083936369378
"MO073"|15174|"Gasconade County, Missouri"|"Morgantown, WV"|335500|-91.6450110278469|38.1525370216754|-91.3654768186562|38.7100081540114
"MO075"|17277|"Gentry County, Missouri"|"Indianapolis, IN"|315444|-94.6066108172104|40.0349499929051|-94.2142171224746|40.3870667637921
"MO077"|17431|"Greene County, Missouri"|"Morgantown, WV"|433836|-93.6258839905715|37.0888049460688|-93.061502601905|37.4273366580788
"MO079"|17286|"Grundy County, Missouri"|"Indianapolis, IN"|279892|-93.764290799425|39.9595551178146|-93.3616320714667|40.2662710090123
"MO081"|17281|"Harrison County, Missouri"|"Indianapolis, IN"|464198|-94.2323564219684|40.132832398171|-93.7631874226614|40.5774388719951
"MO083"|17261|"Henry County, Missouri"|"Indianapolis, IN"|468666|-94.0752881097544|38.2006669776152|-93.5110690852582|38.5673572074909
"MO085"|17265|"Hickory County, Missouri"|"Morgantown, WV"|263654|-93.5739359972471|37.8027189623445|-93.0650750358245|38.072900606975
"MO087"|17272|"Holt County, Missouri"|"Indianapolis, IN"|300685|-95.5548037237924|39.8618086168365|-94.9884346189763|40.2644597168227
"MO089"|17266|"Howard County, Missouri"|"Indianapolis, IN"|301510|-92.9453776536006|38.9675674411277|-92.4303623483938|39.3435267216111
"MO091"|15176|"Howell County, Missouri"|"Morgantown, WV"|593754|-92.1203789574853|36.4984660720982|-91.6556670190729|37.0562897402352
"MO093"|15177|"Iron County, Missouri"|"Morgantown, WV"|353420|-91.1550552124834|37.2701301451265|-90.5348401045852|37.7409147522756
"MO095"|17255|"Jackson County, Missouri"|"Indianapolis, IN"|394420|-94.6083117402374|38.8331222700579|-94.1047598713669|39.2373679652427
"MO097"|10674|"Jasper County, Missouri"|"Morgantown, WV"|410393|-94.6182788450107|37.0481778011846|-94.0524150439592|37.3643122232908
"MO099"|15178|"Jefferson County, Missouri"|"Morgantown, WV"|425280|-90.7804301625381|38.0034809794514|-90.2500816485631|38.5018273269368
"MO101"|17260|"Johnson County, Missouri"|"Indianapolis, IN"|533485|-94.129353177839|38.5561684006887|-93.4931190965786|38.937798869346
"MO103"|17423|"Knox County, Missouri"|"Indianapolis, IN"|324262|-92.3486919998477|39.9494607242385|-91.947242787251|40.3041326447153
"MO105"|15179|"Laclede County, Missouri"|"Morgantown, WV"|491629|-92.8599144471547|37.473297057795|-92.2490302374463|37.8962273467007
"MO107"|17284|"Lafayette County, Missouri"|"Indianapolis, IN"|408954|-94.1147287856984|38.9086757728556|-93.4771653464215|39.2927373678395
"MO109"|17432|"Lawrence County, Missouri"|"Morgantown, WV"|392557|-94.0629222370164|36.9228207318769|-93.6051810184454|37.2901137838108
"MO111"|17301|"Lewis County, Missouri"|"Indianapolis, IN"|326924|-91.9530100160934|39.9452217989956|-91.4357385108229|40.2572654026478
"MO113"|11586|"Lincoln County, Missouri"|"Indianapolis, IN"|409959|-91.2641196821055|38.8708649852206|-90.6630092752276|39.2278400890143
"MO115"|17292|"Linn County, Missouri"|"Indianapolis, IN"|397568|-93.3649640181578|39.7000049516389|-92.8475533523236|40.0373090742011
"MO117"|17287|"Livingston County, Missouri"|"Indianapolis, IN"|345094|-93.7619594407556|39.6113094255305|-93.2600476100776|39.9675420905763
"MO119"|15180|"McDonald County, Missouri"|"Morgantown, WV"|345837|-94.6184648896231|36.4987113803204|-94.0671684969128|36.766499993228
"MO121"|17295|"Macon County, Missouri"|"Indianapolis, IN"|520026|-92.8577955068609|39.6054904524292|-92.2877833418172|40.0382999959265
"MO123"|15181|"Madison County, Missouri"|"Morgantown, WV"|318617|-90.5497659067431|37.3121416238639|-90.1385967217113|37.6437094924651
"MO125"|15182|"Maries County, Missouri"|"Morgantown, WV"|338970|-92.1978091230325|38.0096047294447|-91.6304990939901|38.2936182159537
"MO127"|17436|"Marion County, Missouri"|"Indianapolis, IN"|284365|-91.8468184483989|39.6573823554981|-91.3065903584679|39.9482411627196
"MO129"|17285|"Mercer County, Missouri"|"Indianapolis, IN"|291488|-93.7747056914706|40.2636402448336|-93.3668988042548|40.5804704822332
"MO131"|15183|"Miller County, Missouri"|"Morgantown, WV"|384403|-92.695957816614|38.0162907967202|-92.1814354042402|38.43100112188
"MO133"|17439|"Mississippi County, Missouri"|"Auburn, AL"|274323|-89.519897007462|36.5655618429089|-89.0989015338659|37.0720317636667
"MO135"|17268|"Moniteau County, Missouri"|"Indianapolis, IN"|268103|-92.8419205798584|38.4276993292966|-92.3795714791362|38.9222959384899
"MO137"|17424|"Monroe County, Missouri"|"Indianapolis, IN"|428748|-92.3100888805872|39.3375221433023|-91.7120560027475|39.662890081153
"MO139"|17427|"Montgomery County, Missouri"|"Indianapolis, IN"|346944|-91.6470309407124|38.6762456664285|-91.2601895871636|39.1478349485337
"MO141"|17269|"Morgan County, Missouri"|"Morgantown, WV"|392967|-93.0778988109224|38.1861562534057|-92.625507465572|38.6930497969861
"MO143"|15186|"New Madrid County, Missouri"|"Auburn, AL"|432646|-89.9727840961438|36.3437273308949|-89.3275761688652|36.8708663583735
"MO145"|17310|"Newton County, Missouri"|"Morgantown, WV"|401069|-94.6184727766477|36.747812563468|-94.0592434283305|37.0568736644067
"MO147"|17275|"Nodaway County, Missouri"|"Indianapolis, IN"|560198|-95.20239305752|40.1262976471608|-94.5985954038719|40.5785010540863
"MO149"|17666|"Oregon County, Missouri"|"Morgantown, WV"|506938|-91.6785861364557|36.497023909643|-91.1158358806026|36.8882340696787
"MO151"|15188|"Osage County, Missouri"|"Morgantown, WV"|391002|-92.1952265007978|38.2882544772185|-91.640286188476|38.7078789681134
"MO153"|15189|"Ozark County, Missouri"|"Morgantown, WV"|483315|-92.7722508469144|36.4971281345305|-92.1122733405362|36.8060093694181
"MO155"|15190|"Pemiscot County, Missouri"|"Auburn, AL"|339603|-89.9615325536589|35.9992264773017|-89.5241226245624|36.4277255796141
"MO157"|15191|"Perry County, Missouri"|"Indianapolis, IN"|309754|-90.1470995011106|37.5638990506299|-89.4758622139515|37.9056682047667
"MO159"|17263|"Pettis County, Missouri"|"Indianapolis, IN"|439360|-93.5128126844101|38.5063138461497|-93.0503397190877|38.942871449914
"MO161"|15193|"Phelps County, Missouri"|"Morgantown, WV"|431347|-92.0293077895533|37.5988913825241|-91.5248641119774|38.1534358924318
"MO163"|17307|"Pike County, Missouri"|"Indianapolis, IN"|437913|-91.4603059432435|39.1391241597794|-90.7211976664219|39.5983643848216
"MO165"|17274|"Platte County, Missouri"|"Indianapolis, IN"|273479|-95.1035531835126|39.1532116061351|-94.6002621211022|39.5333440577587
"MO167"|17315|"Polk County, Missouri"|"Morgantown, WV"|411296|-93.6323763168664|37.4173432698703|-93.1734290790047|37.8294986228369
"MO169"|15195|"Pulaski County, Missouri"|"Morgantown, WV"|352883|-92.4137362047146|37.6023606420777|-92.0211376390929|38.0207088886474
"MO171"|17290|"Putnam County, Missouri"|"Indianapolis, IN"|333101|-93.3752010911714|40.3423106798714|-92.6643651566781|40.5895893999857
"MO173"|17441|"Ralls County, Missouri"|"Indianapolis, IN"|309568|-91.7185336820303|39.3186233165846|-91.1781003883546|39.6863795575633
"MO175"|17296|"Randolph County, Missouri"|"Indianapolis, IN"|312230|-92.7073771394867|39.2464567419045|-92.3008285732419|39.6103410389411
"MO177"|17442|"Ray County, Missouri"|"Indianapolis, IN"|367174|-94.2124749118615|39.1341055889903|-93.75885068896|39.5272400645721
"MO179"|15196|"Reynolds County, Missouri"|"Morgantown, WV"|521043|-91.3140817554037|37.0503153489704|-90.7344788014395|37.6038060699449
"MO181"|17430|"Ripley County, Missouri"|"Morgantown, WV"|404243|-91.1266847250917|36.4977353566886|-90.574686266709|36.8242000330592
"MO183"|11590|"St. Charles County, Missouri"|"Indianapolis, IN"|380020|-90.9644249306184|38.5342309111532|-90.1091055932893|38.9678828820673
"MO185"|17262|"St. Clair County, Missouri"|"Morgantown, WV"|448838|-94.0659368688804|37.8280086586962|-93.4972158862398|38.2209708018577
"MO187"|15198|"St. Francois County, Missouri"|"Morgantown, WV"|289159|-90.6479116806695|37.64107238864|-90.1104368804312|38.0765338060805
"MO189"|11591|"St. Louis County and St. Louis City, Missouri"|"Indianapolis, IN"|377747|-90.7362411110799|38.3859379378537|-90.1177599075847|38.8912593665575
"MO193"|17243|"Ste. Genevieve County, Missouri"|"Morgantown, WV"|327078|-90.4591312273018|37.6695577955496|-89.9244075376668|38.1277945408109
"MO195"|17289|"Saline County, Missouri"|"Indianapolis, IN"|490938|-93.4963888813287|38.9281345758019|-92.8489114820754|39.4118134101648
"MO197"|17294|"Schuyler County, Missouri"|"Indianapolis, IN"|197504|-92.7212218209121|40.3434380502961|-92.3502129899508|40.5973107205711
"MO199"|17297|"Scotland County, Missouri"|"Indianapolis, IN"|280877|-92.3514280429612|40.3009274165177|-91.9429486066631|40.6058522391662
"MO201"|17440|"Scott County, Missouri"|"Auburn, AL"|272537|-89.7869036455466|36.8595403869227|-89.3123769491192|37.2531503097442
"MO203"|17664|"Shannon County, Missouri"|"Morgantown, WV"|642432|-91.6577371711927|36.8838324172607|-91.0169153323298|37.4226489247241
"MO205"|17425|"Shelby County, Missouri"|"Indianapolis, IN"|321370|-92.2994403610481|39.6041738298532|-91.8403709459534|39.9546004955649
"MO207"|15200|"Stoddard County, Missouri"|"Auburn, AL"|530496|-90.2598278688679|36.6273679762631|-89.684597608531|37.1273414096675
"MO209"|17317|"Stone County, Missouri"|"Morgantown, WV"|326848|-93.6129885598019|36.4984582968762|-93.3042764259877|36.9957827025721
"MO211"|17291|"Sullivan County, Missouri"|"Indianapolis, IN"|417158|-93.3673928177482|40.0330740030456|-92.8552675900644|40.386606180959
"MO213"|15202|"Taney County, Missouri"|"Morgantown, WV"|416871|-93.315784255019|36.4978290035259|-92.7649240787747|36.81685720425
"MO215"|15203|"Texas County, Missouri"|"Morgantown, WV"|755469|-92.2527428887735|37.0488548423022|-91.6465703337819|37.6052052849293
"MO217"|17258|"Vernon County, Missouri"|"Indianapolis, IN"|536505|-94.6176869608476|37.6397714106973|-94.0584389576271|38.0600706996685
"MO219"|17428|"Warren County, Missouri"|"Indianapolis, IN"|280019|-91.4186922314318|38.5475229340435|-90.9586526738725|38.9928617548983
"MO221"|17242|"Washington County, Missouri"|"Morgantown, WV"|488148|-91.0999658169079|37.7341921427976|-90.6399458873954|38.2067725036452
"MO223"|15205|"Wayne County, Missouri"|"Morgantown, WV"|495302|-90.7797095647769|36.921471241748|-90.1103981116703|37.3174911044342
"MO225"|15206|"Webster County, Missouri"|"Morgantown, WV"|379981|-93.0767186106964|37.0671823319911|-92.6790632223018|37.4873444212314
"MO227"|17276|"Worth County, Missouri"|"Indianapolis, IN"|170342|-94.6322828038127|40.3842561630102|-94.2142171224746|40.5718997858925
"MO229"|17322|"Wright County, Missouri"|"Morgantown, WV"|436672|-92.6924407447574|37.0597310066781|-92.2475430892043|37.4815641113138
"MP645"|14210|"Islands of Aguijan, Rota, Saipan and Tinian, Commonwealth of the Northern Mariana Islands"|"Davis, CA"|77787|145.121303665337|14.1104132419756|145.830416740356|15.2895083337315
"MP646"|65277|"Islands of Agrigan, Alamagan, Anatahan, Pagan, and Sarigan, Commonwealth of the Northern Mariana Islands"|"Davis, CA"|35328|145.632715395719|16.3311478883711|145.852451540385|18.8132499805077
"MS001"|15215|"Adams County, Mississippi"|"Auburn, AL"|310600|-91.6547158246277|31.1912295370598|-91.1538812049422|31.7500657657588
"MS003"|12809|"Alcorn County, Mississippi"|"Auburn, AL"|256800|-88.8235210835552|34.7556475063537|-88.3636846952309|34.9958427340007
"MS005"|15216|"Amite County, Mississippi"|"Auburn, AL"|468400|-91.0948039885755|30.9990732009589|-90.5475225319097|31.3497741463271
"MS007"|12810|"Attala County, Mississippi"|"Auburn, AL"|471700|-89.9666761544432|32.8795652935843|-89.3165597893621|33.2860126166599
"MS009"|12811|"Benton County, Mississippi"|"Auburn, AL"|261600|-89.3529873091298|34.5829936288273|-89.016830303602|34.9950447465147
"MS011"|15217|"Bolivar County, Mississippi"|"Auburn, AL"|582300|-91.2323946197486|33.5275485534024|-90.6557858986655|34.1209400211522
"MS013"|12812|"Calhoun County, Mississippi"|"Auburn, AL"|376500|-89.5100150668699|33.7214836161477|-89.1375293519098|34.1621237344759
"MS015"|15218|"Carroll County, Mississippi"|"Auburn, AL"|406000|-90.1749843138296|33.2141825282465|-89.6444312865099|33.6770926861033
"MS017"|12813|"Chickasaw County, Mississippi"|"Auburn, AL"|323000|-89.1917156832183|33.7386651937403|-88.7189762033128|34.0750679497069
"MS019"|12814|"Choctaw County, Mississippi"|"Auburn, AL"|268700|-89.4540074653743|33.1087658354758|-89.0882514224368|33.5331407085955
"MS021"|15219|"Claiborne County, Mississippi"|"Auburn, AL"|320600|-91.2476460741583|31.7858045513351|-90.7149586941055|32.2256108444895
"MS023"|12815|"Clarke County, Mississippi"|"Auburn, AL"|443500|-88.9142674148687|31.8266746222265|-88.4315890157773|32.2276705287291
"MS025"|12816|"Clay County, Mississippi"|"Auburn, AL"|265900|-89.0362029904414|33.5066614485899|-88.4720217520663|33.8121577503302
"MS027"|15220|"Coahoma County, Mississippi"|"Auburn, AL"|373400|-90.9595622723561|33.9856966401966|-90.397657753467|34.5248573330653
"MS029"|15221|"Copiah County, Mississippi"|"Auburn, AL"|499300|-90.7373211019955|31.6852185160118|-90.1068735338639|32.0501033058434
"MS031"|12817|"Covington County, Mississippi"|"Auburn, AL"|266600|-89.7556713309836|31.4336802445393|-89.3991231489352|31.7969084474489
"MS033"|15222|"DeSoto County, Mississippi"|"Auburn, AL"|316700|-90.3177661479931|34.7080266482107|-89.7234700276342|34.99554814557
"MS035"|12818|"Forrest County, Mississippi"|"Auburn, AL"|300800|-89.4516230467805|30.9097989254616|-89.1378778894092|31.434785319672
"MS037"|15223|"Franklin County, Mississippi"|"Auburn, AL"|362500|-91.1575791015274|31.3201757805824|-90.6327174144736|31.6115392083573
"MS039"|12819|"George County, Mississippi"|"Auburn, AL"|309400|-88.8849827098044|30.7343175447527|-88.4124406804283|30.9986008747239
"MS041"|12820|"Greene County, Mississippi"|"Auburn, AL"|459600|-88.8419506960007|30.9975026731167|-88.4255771543774|31.435908563806
"MS043"|15224|"Grenada County, Mississippi"|"Auburn, AL"|286600|-90.1369526070829|33.6761799009794|-89.5069778338764|33.8981959589705
"MS045"|12821|"Hancock County, Mississippi"|"Auburn, AL"|310200|-89.6903968502558|30.1576719231872|-89.3061744714822|30.6483062632196
"MS047"|12822|"Harrison County, Mississippi"|"Auburn, AL"|381900|-89.3414876118622|30.15682822243|-88.7952129693|30.677664411113
"MS049"|15225|"Hinds County, Mississippi"|"Auburn, AL"|561600|-90.7286669581933|32.0482331299902|-90.0646126654138|32.5734912780937
"MS051"|15226|"Holmes County, Mississippi"|"Auburn, AL"|489200|-90.4322129238806|32.8795951288299|-89.7500069192952|33.3751301775504
"MS053"|15227|"Humphreys County, Mississippi"|"Auburn, AL"|275900|-90.7332970278901|32.9222737536687|-90.3300664936165|33.3294903596807
"MS055"|15228|"Issaquena County, Mississippi"|"Auburn, AL"|280700|-91.2141270584984|32.4112809366364|-90.6914122772976|33.0113241024537
"MS057"|12823|"Itawamba County, Mississippi"|"Auburn, AL"|346000|-88.5447701997736|34.0865065947227|-88.1560638368789|34.4655200833149
"MS059"|12825|"Jackson County, Mississippi"|"Auburn, AL"|484200|-88.8844139053682|30.1652512176419|-88.3848162422986|30.735925696819
"MS061"|12826|"Jasper County, Mississippi"|"Auburn, AL"|433900|-89.322768536817|31.8021846923901|-88.9104085927534|32.2243156883702
"MS063"|15229|"Jefferson County, Mississippi"|"Auburn, AL"|337700|-91.3656455385816|31.6100658228028|-90.7361897492476|31.8704277507259
"MS065"|12827|"Jefferson Davis County, Mississippi"|"Auburn, AL"|261700|-89.9761679249678|31.3898400208739|-89.5866677898104|31.7747114513681
"MS067"|12828|"Jones County, Mississippi"|"Auburn, AL"|447900|-89.4012471392537|31.433589236598|-88.9427828620154|31.8246364884467
"MS069"|12829|"Kemper County, Mississippi"|"Auburn, AL"|490600|-88.9147435930228|32.5768751088193|-88.3479483884507|32.9291781819796
"MS071"|12830|"Lafayette County, Mississippi"|"Auburn, AL"|435200|-89.7219581140894|34.1612454882221|-89.245557048192|34.555452688193
"MS073"|12831|"Lamar County, Mississippi"|"Auburn, AL"|320200|-89.6544665110046|30.9824529411736|-89.3477672017092|31.434201932348
"MS075"|12832|"Lauderdale County, Mississippi"|"Auburn, AL"|457600|-88.9156365907206|32.2243055117173|-88.3888788934812|32.5782789272877
"MS077"|12833|"Lawrence County, Mississippi"|"Auburn, AL"|278900|-90.2452019611189|31.3287570437221|-89.9588631373806|31.7615676314807
"MS079"|12834|"Leake County, Mississippi"|"Auburn, AL"|374400|-89.7303523404682|32.5763024428444|-89.3176264333521|32.932046770521
"MS081"|12835|"Lee County, Mississippi"|"Auburn, AL"|290000|-88.825593391266|34.0746230441955|-88.541846601944|34.5092799951555
"MS083"|15231|"Leflore County, Mississippi"|"Auburn, AL"|388200|-90.4538612169198|33.2350244456746|-90.1013269790997|33.8110794409726
"MS085"|15232|"Lincoln County, Mississippi"|"Auburn, AL"|375900|-90.7376174841229|31.3491227081879|-90.2441195136659|31.7177688004997
"MS087"|12836|"Lowndes County, Mississippi"|"Auburn, AL"|331200|-88.6712560238313|33.2867891493846|-88.2489426996452|33.7459529580225
"MS089"|15233|"Madison County, Mississippi"|"Auburn, AL"|474700|-90.4517564829812|32.3994183941813|-89.7298733928388|32.8852804123076
"MS091"|12837|"Marion County, Mississippi"|"Auburn, AL"|351100|-90.0404286342542|30.9989057724116|-89.6537588951171|31.4340834063157
"MS093"|15234|"Marshall County, Mississippi"|"Auburn, AL"|454100|-89.7243401157964|34.4947147323498|-89.2457785225238|34.9956849362588
"MS095"|12838|"Monroe County, Mississippi"|"Auburn, AL"|494300|-88.720205147732|33.6502034279066|-88.203714455921|34.089354078343
"MS097"|12839|"Montgomery County, Mississippi"|"Auburn, AL"|260900|-89.7868740869013|33.2856759950647|-89.380468815188|33.678078417682
"MS099"|12840|"Neshoba County, Mississippi"|"Auburn, AL"|366000|-89.3193420597341|32.5762769632639|-88.9139293658192|32.9321989897745
"MS101"|12841|"Newton County, Mississippi"|"Auburn, AL"|371100|-89.3227501105862|32.2234978195306|-88.9142674148687|32.5771176786001
"MS103"|12842|"Noxubee County, Mississippi"|"Auburn, AL"|448100|-88.814193266593|32.9259814744287|-88.3048064022244|33.2884150845537
"MS105"|12843|"Oktibbeha County, Mississippi"|"Auburn, AL"|295100|-89.0886660012087|33.2860124657524|-88.6690780026393|33.5654538066242
"MS107"|15235|"Panola County, Mississippi"|"Auburn, AL"|451600|-90.1988744881157|34.1594983358345|-89.7194720349961|34.5546261657258
"MS109"|12844|"Pearl River County, Mississippi"|"Auburn, AL"|524300|-89.8523465142584|30.4589566672695|-89.340717000894|31.0140081283096
"MS111"|12845|"Perry County, Mississippi"|"Auburn, AL"|416400|-89.146421234273|30.9098837535176|-88.8345724187093|31.434507050275
"MS113"|12846|"Pike County, Mississippi"|"Auburn, AL"|263000|-90.5483947630334|31.00018483042|-90.2596193169352|31.3503255243418
"MS115"|12847|"Pontotoc County, Mississippi"|"Auburn, AL"|320700|-89.2464897973638|34.0738476967583|-88.824441370356|34.3802485903463
"MS117"|12848|"Prentiss County, Mississippi"|"Auburn, AL"|267600|-88.7363235883666|34.4636774125856|-88.3292162541917|34.7570970589084
"MS119"|15236|"Quitman County, Mississippi"|"Auburn, AL"|259900|-90.4510506531309|34.072386523852|-90.1345128353377|34.5110473389129
"MS121"|12849|"Rankin County, Mississippi"|"Auburn, AL"|516200|-90.254757195655|32.0469633046722|-89.7297437737499|32.5934325241477
"MS123"|12850|"Scott County, Mississippi"|"Auburn, AL"|390500|-89.7836557126746|32.2218138780651|-89.3222723546367|32.634655912198
"MS125"|15237|"Sharkey County, Mississippi"|"Auburn, AL"|278300|-90.9651351544141|32.6623267244085|-90.6556383172758|33.0974911058158
"MS127"|12851|"Simpson County, Mississippi"|"Auburn, AL"|378100|-90.2480105936209|31.7524529775952|-89.6530496520561|32.0497799446861
"MS129"|12852|"Smith County, Mississippi"|"Auburn, AL"|406600|-89.7312543607265|31.7806016095817|-89.3164007928328|32.2241378472204
"MS131"|12853|"Stone County, Mississippi"|"Auburn, AL"|286700|-89.3416220656893|30.6474327101061|-88.884138976628|30.9105512960567
"MS133"|15238|"Sunflower County, Mississippi"|"Auburn, AL"|452100|-90.7644673366015|33.2700656591943|-90.4499697064254|33.9875455306689
"MS135"|15239|"Tallahatchie County, Mississippi"|"Auburn, AL"|418200|-90.4514717323419|33.6939989816667|-89.9253988480818|34.1644436599103
"MS137"|15240|"Tate County, Mississippi"|"Auburn, AL"|263300|-90.2444036663969|34.5537368970903|-89.6685544851096|34.7732241316452
"MS139"|12854|"Tippah County, Mississippi"|"Auburn, AL"|294000|-89.0890417533289|34.5963029444784|-88.7178180219196|34.9961885549963
"MS141"|12855|"Tishomingo County, Mississippi"|"Auburn, AL"|284300|-88.3658683372731|34.4631932815711|-88.0977169896104|34.9956246443565
"MS143"|15242|"Tunica County, Mississippi"|"Auburn, AL"|306100|-90.58832148517|34.4237975631041|-90.1984411456769|34.8917439132909
"MS145"|12856|"Union County, Mississippi"|"Auburn, AL"|266700|-89.2465635633839|34.3647363757161|-88.7353938727102|34.5989008196942
"MS147"|12857|"Walthall County, Mississippi"|"Auburn, AL"|258800|-90.2608556625795|31.0006334342083|-89.835681792284|31.350897510098
"MS149"|15243|"Warren County, Mississippi"|"Auburn, AL"|395300|-91.1746725493111|32.0783384114416|-90.5539424746209|32.6187841022314
"MS151"|15244|"Washington County, Mississippi"|"Auburn, AL"|487200|-91.2428203636655|33.0077517422293|-90.6782620969668|33.5305700733375
"MS153"|12858|"Wayne County, Mississippi"|"Auburn, AL"|520600|-88.9433627251154|31.433450099326|-88.4496600247926|31.8939986051604
"MS155"|12859|"Webster County, Mississippi"|"Auburn, AL"|271400|-89.5071435684198|33.4598757984503|-89.0185738262059|33.7395714501661
"MS157"|15245|"Wilkinson County, Mississippi"|"Auburn, AL"|439800|-91.6340475412828|30.999027584299|-91.0588700945982|31.372951941253
"MS159"|12860|"Winston County, Mississippi"|"Auburn, AL"|390500|-89.3191705666914|32.919191287939|-88.812630361366|33.286432241592
"MS161"|12861|"Yalobusha County, Mississippi"|"Auburn, AL"|316000|-89.931678917252|33.8672462816911|-89.5073660325465|34.1926578336169
"MS163"|15246|"Yazoo County, Mississippi"|"Auburn, AL"|598000|-90.7597159357134|32.502979668793|-89.9661653605738|33.0223512007326
"MT011"|13019|"Carter County, Montana"|"Denver, CO"|2139300|-105.03862117876|44.9976393744675|-104.039830423621|46.1368374867596
"MT017"|13020|"Custer County Area, Montana"|"Denver, CO"|2428500|-106.191991340863|45.7870535568853|-104.732906328859|46.8609546643778
"MT021"|13021|"Dawson County, Montana"|"Denver, CO"|1525800|-105.406511836928|46.8608501806106|-104.305683895638|47.7907057517479
"MT025"|13022|"Fallon County, Montana"|"Denver, CO"|1039100|-104.905976244211|45.8819721624903|-104.044218331876|46.6850370465312
"MT027"|13023|"Fergus County, Montana"|"Denver, CO"|2784900|-110.213594384357|46.6937165279985|-108.313163619356|47.8033369280251
"MT033"|13024|"Garfield County, Montana"|"Denver, CO"|3102900|-107.968571015767|46.8451337427167|-106.086553505192|47.9829617190515
"MT041"|13025|"Hill County, Montana"|"St. Paul, MN"|1866600|-110.756213058722|48.1325507393824|-109.464301214489|49.00035799473
"MT051"|13026|"Liberty County, Montana"|"St. Paul, MN"|926000|-111.409176813896|48.1321571285724|-110.742860259823|48.9985629675076
"MT055"|13027|"McCone County, Montana"|"Denver, CO"|1716500|-106.430330044422|47.0928444066582|-105.194495317672|48.0978021141712
"MT065"|13028|"Musselshell County, Montana"|"Denver, CO"|1197200|-109.009752823714|46.1322804014952|-107.781289255251|46.7559680316474
"MT069"|13029|"Petroleum County, Montana"|"Denver, CO"|1071500|-108.736836840573|46.7488377311204|-107.825397911761|47.5984165520622
"MT079"|13030|"Prairie County, Montana"|"Denver, CO"|1114300|-106.086854264942|46.5404513311332|-104.603354816836|47.181535908562
"MT083"|13031|"Richland County, Montana"|"St. Paul, MN"|1347100|-105.23497248908|47.3536966257909|-104.041531796882|48.1506435406217
"MT091"|13032|"Sheridan County, Montana"|"St. Paul, MN"|1092000|-105.057783442781|48.3891922451151|-104.046739454705|48.9999583635779
"MT101"|13033|"Toole County, Montana"|"St. Paul, MN"|1245400|-112.193565958749|48.2193584155599|-111.269970493022|48.9987529273664
"MT103"|13034|"Treasure County, Montana"|"Denver, CO"|630300|-107.738456072406|45.869899126042|-106.938920531231|46.4825232906794
"MT105"|13035|"Valley County, Montana"|"St. Paul, MN"|3242600|-107.41490818554|47.6604962191829|-105.804422077391|48.9997396395228
"MT109"|13036|"Wibaux County, Montana"|"Denver, CO"|568900|-104.607223050782|46.6414872265865|-104.044709267285|47.3975209335817
"MT111"|13037|"Yellowstone County, Montana"|"Denver, CO"|1694800|-108.925597652932|45.4604080919175|-107.462824049101|46.4961082931804
"MT600"|11249|"Glacier County Area and Part of Pondera County, Montana"|"Bozeman, MT"|1706600|-113.609808738469|48.1576783680116|-112.184632254838|48.9989643065538
"MT602"|11250|"Judith Basin Area, Montana"|"Bozeman, MT"|903600|-110.788238368245|46.6931536021985|-109.745917117426|47.4170265521762
"MT603"|11251|"Lolo National Forest Area, Montana"|"Bozeman, MT"|1883400|-115.754946878294|46.3053350782371|-112.853735303661|48.0115592728171
"MT604"|11252|"Dillon Area - Part of Beaverhead County, Montana"|"Bozeman, MT"|355200|-112.824652728547|44.9272456802194|-112.201491884723|45.65646982196
"MT605"|11253|"Beaverhead National Forest Area, Montana"|"Bozeman, MT"|2092900|-113.938124921401|44.357898574608|-111.425529125046|46.060949817748
