areaname,lkey,station_id,solar_region_key,station_name,latitude,longitude,soil_sim,solar_sim,weather_sim_2000,weather_sim_2010,weather_sim_future,comp_sim_2000,comp_sim_2010,comp_sim_future
"Warren and Forest Counties, Pennsylvania",14669,725267-94868,41.650:-79.260,VENANGO REGIONAL AIRPOR,41.6619873046875,-79.26426696777344,0.41015023,-0.8703833,0.48750895261764526,0.19851477444171906,0.19852234423160553,0.0090919534365336,-0.08723943928877513,-0.08723691602547964
"McCormick County, South Carolina",11098,720289-63836,33.850:-82.300,THOMSON-MCDUFFIE CO ARP,33.83554458618164,-82.31995391845703,-0.17402825,-0.17646913,-0.025790266692638397,0.08791900426149368,0.08791802823543549,-0.12542921553055444,-0.08752612521251042,-0.08752645055452982
"Athens County, Ohio",14602,742079-63876,39.370:-82.020,MASON COUNTY AIRPORT,39.368350982666016,-82.0101547241211,0.70792353,-0.87700784,-0.06076459586620331,-0.09381174296140671,-0.09381289780139923,-0.0766163021326065,-0.08763201783100763,-0.08763240277767181
"McIntosh County, Georgia",10912,998010-99999,31.490:-81.420,SAPELO ISLAND RESERVE,31.49532127380371,-81.41943359375,-0.286444,-0.07143321,-0.02487868443131447,0.09459592401981354,0.09473226964473724,-0.1275853005548318,-0.08776043107112248,-0.08771498252948125
"Lexington County, South Carolina",11097,723100-13883,33.930:-81.260,COLUMBIA METROPOLITAN A,33.924888610839844,-81.24827575683594,-0.38976693,-0.17828344,0.31756702065467834,0.30465009808540344,0.3046473264694214,-0.08349444965521494,-0.08780009051163991,-0.08780101438363393
"Washington County, Maryland",14788,724177-13734,39.530:-77.900,ETRN WV RGNL/SHPHERD FD,39.52058029174805,-77.91627502441406,0.25487718,-0.7513041,0.1918613463640213,0.23200394213199615,0.23185226321220398,-0.10152185459931692,-0.0881409893433253,-0.08819154898325603
"West Carroll Parish, Louisiana",15050,722253-53992,32.810:-91.460,MOREHOUSE MEMORIAL AIRP,32.79331588745117,-91.450439453125,-0.28701472,-0.29329333,-0.017354562878608704,0.3158213794231415,0.3153705298900604,-0.19922087093194324,-0.08816222349802652,-0.0883125066757202
"Hunt County, Texas",13298,722362-93937,33.130:-96.060,SULPHUR SPRINGS MUNICIP,33.12359619140625,-96.07809448242188,-0.25677627,-0.4392672,0.08851666003465652,0.42961210012435913,0.42986634373664856,-0.20250893384218216,-0.08881045381228128,-0.08872570594151816
"Russell County, Alabama",12800,722250-13829,32.290:-85.180,LAWSON AAF AIRPORT,32.28592300415039,-85.16154479980469,-0.3666348,-0.32407647,0.1839456707239151,0.4233222007751465,0.4230792224407196,-0.1689218630393346,-0.08912968635559082,-0.0892106791337331
"Adams County, North Dakota",12891,727584-94038,46.130:-102.500,HETTINGER MUNICIPAL ARP,46.1138916015625,-102.49673461914062,-0.13446578,-0.092464864,0.03533605486154556,-0.04076813533902168,-0.040675558149814606,-0.06386486440896987,-0.08923292780915895,-0.08920206874608992
"Butler County, Nebraska",10683,725565-94951,41.250:-97.140,COLUMBUS MUNICIPAL AIRP,41.25054168701172,-97.1370620727539,-0.3379945,0.066593476,0.2684227228164673,0.0018093632534146309,0.0018643157090991735,-9.927625457445827E-4,-0.08986388240009546,-0.08984556491486728
"Franklin County, Mississippi",15223,722358-93919,31.450:-90.900,MCOM/PIKE CO/J E LWS FD,31.465858459472656,-90.89514923095703,-0.1010887,-0.5582793,0.3606060743331909,0.38796624541282654,0.38806024193763733,-0.09958730141321818,-0.09046724438667297,-0.09043591221173605
"Garfield County, Nebraska",10702,725524-94958,41.930:-98.980,EVELYN SHARP FIELD AIRP,41.91453552246094,-98.99116516113281,-0.23533028,-0.041661806,0.02751556597650051,0.005318350158631802,0.005604489706456661,-0.08315884135663508,-0.09055791329592465,-0.0904625334466497
"Tarrant County, Texas",13379,747390-13961,32.770:-97.300,FT WORTH MEACHAM INTL A,32.771385192871094,-97.29072570800781,-0.13738325,-0.45222965,0.3363635540008545,0.3169879913330078,0.31698471307754517,-0.08441644906997679,-0.09087496995925902,-0.0908760627110799
"Colorado County, Texas",13234,722554-12978,29.610:-96.540,FAYETTE RGNL AIR CTR,29.60466766357422,-96.52481842041016,-0.66481364,0.018751055,0.18681395053863525,0.37325552105903625,0.37210533022880554,-0.15308287739753723,-0.09093568722407022,-0.09131908416748045
"Lafourche Parish, Louisiana",16882,722406-12927,29.450:-90.500,HOUMA-TERREBONNE AIRPOR,29.459117889404297,-90.50279998779297,-0.010012353,-0.41911036,-0.05586520954966545,0.15573802590370178,0.15552446246147156,-0.1616626400500536,-0.09112822823226452,-0.09119941604634126
"Greene County, Virginia",14522,724016-93736,38.330:-78.460,CHARLOTTESVILLE-ALBEMAR,38.33026885986328,-78.4752197265625,0.3449902,-0.83819896,0.120881088078022,0.21970678865909576,0.21997083723545074,-0.12410922596851984,-0.09116732577482858,-0.09107930958271025
"Horry County, South Carolina",11091,747915-93718,33.930:-78.940,GRAND STRAND AIRPORT,33.935943603515625,-78.9375991821289,-0.48638138,-0.014029055,0.2291286289691925,0.22365660965442657,0.2224227339029312,-0.09042726922780275,-0.09225127566605806,-0.09266256758322318
"Warren County, Mississippi",15243,722354-13927,32.330:-90.860,HAWKINS FIELD AIRPORT,32.34856414794922,-90.86430358886719,-0.22284746,-0.50942993,0.38488030433654785,0.45530471205711365,0.4553012549877167,-0.11579902966817221,-0.09232422709465027,-0.09232537945111594
"Randolph County, Georgia",12864,720363-63872,31.770:-84.740,WEEDON FIELD AIRPORT,31.775157928466797,-84.74720001220703,-0.32549554,-0.2604789,0.4138028025627136,0.30718958377838135,0.3072260022163391,-0.05739055077234903,-0.09292829036712646,-0.0929161508878072
"Macon County, Illinois",18247,744662-63817,39.850:-88.980,TAYLORVILLE MINICIPAL A,39.85404968261719,-88.9814453125,-0.3890693,-0.05185907,-0.0761510506272316,0.16159924864768982,0.1614311784505844,-0.17235980307062465,-0.09310970331231752,-0.09316572671135266
"St. John the Baptist Parish, Louisiana",15250,722310-12916,30.090:-90.500,LOUIS ARMSTRONG NEW ORL,30.09125518798828,-90.48321533203125,-0.0676522,-0.5177255,0.2592966854572296,0.3058682084083557,0.3062453269958496,-0.1086936816573143,-0.09316984067360559,-0.09304413447777429
"Brown County, Nebraska",10681,725556-94975,42.450:-99.940,AINSWORTH MUNICIPAL ARP,42.46537780761719,-99.93042755126953,-0.20845273,-0.1042368,0.0845794677734375,0.03279953822493553,0.0325816348195076,-0.07603668669859567,-0.09329666321476299,-0.09336929768323897
"Frederick County, Maryland",14782,722081-13730,39.450:-77.380,FREDERICK MUNICIPAL ARP,39.4698486328125,-77.39215087890625,0.24167997,-0.6252817,0.011368938721716404,0.10293937474489212,0.09558252990245819,-0.12407759545991816,-0.09355411678552626,-0.0960063983996709
"Clermont County, Ohio",11528,724297-93812,39.010:-84.140,CINA MUNI APT/LUKN FD A,39.02062225341797,-84.15666198730469,0.048096713,-0.61879015,0.3125493824481964,0.2899545133113861,0.2899523675441742,-0.08604801818728446,-0.0935796412328879,-0.0935803564886252
"Stark County, Illinois",11404,725320-14842,41.090:-89.820,GREATER PEORIA REGIONAL,41.10407257080078,-89.81198120117188,-0.29835817,-0.20057504,0.23674070835113525,0.21593663096427917,0.21642421185970306,-0.087397500872612,-0.09433219333489737,-0.09416966636975607
"Delaware County, New York",12397,725145-54746,42.170:-74.940,SULLIVAN COUNTY INTL AR,42.18309020996094,-74.92564392089844,0.5353685,-0.9179731,-0.0373230017721653,0.09923572838306427,0.0992337018251419,-0.13997586692372954,-0.0944562902053197,-0.09445696572462715
"Delaware County, Indiana",11444,725336-94895,40.210:-85.380,DELAWARE CO-JOHNSON FD,40.22796630859375,-85.39666748046875,-0.22015741,-0.30853805,0.3077237606048584,0.2448509782552719,0.2445456087589264,-0.07365723450978595,-0.09461482862631479,-0.09471661845842996
"Brevard County, Florida",18324,747950-12867,28.290:-80.700,PATRICK AFB AIRPORT,28.30678367614746,-80.7110366821289,-0.30424052,-0.27468488,0.0017109926557168365,0.29402998089790344,0.29402753710746765,-0.1924048027722165,-0.09496514002482097,-0.0949659546216329
"Colleton County, South Carolina",11079,720609-99999,32.810:-80.700,WALTERBORO/LOWCOUNTRY R,32.803611755371094,-80.71739196777344,-0.50253296,0.23077783,-0.08827149122953415,-0.013198371045291424,-0.015649110078811646,-0.12000887344280879,-0.09498450004806122,-0.09580141305923463
"Levy County, Florida",18081,722120-12833,29.290:-82.780,CROSS CITY AIRPORT,29.291580200195312,-82.7850112915039,-0.2622809,-0.21405381,0.18826326727867126,0.191076397895813,0.19104497134685516,-0.09602381785710651,-0.09508610765139261,-0.09509658316771188
"Wayne County, Nebraska",13995,722241-54925,42.210:-97.100,WAYNE MUNICIPAL AIRPORT,42.221160888671875,-97.095458984375,-0.3113455,0.02234732,0.021853752434253693,0.002045591128990054,0.0025009235832840204,-0.08904813850919405,-0.09565085894428194,-0.09549908145951727
"Morgan County, Indiana",11475,724380-93819,39.490:-86.460,INDIANAPOLIS INTERNATIO,39.4859619140625,-86.46891784667969,-0.04190167,-0.52986735,0.24317915737628937,0.2847175896167755,0.2846693992614746,-0.10952995469172797,-0.09568381061156592,-0.09569987406333288
"Allen County, Kentucky",14685,746716-93808,36.770:-86.180,BOW GRN-WARREN CO. RGNL,36.78209686279297,-86.1839370727539,-0.016817665,-0.6283532,0.2774295210838318,0.3567926287651062,0.35678958892822266,-0.12258044071495532,-0.09612607148786384,-0.09612708476682502
"Crawford County, Wisconsin",13843,726438-94994,43.210:-90.940,BOSCOBEL AIRPORT,43.206459045410156,-90.94052124023438,0.45674142,-0.792284,0.07753866165876389,0.046985700726509094,0.04698389396071434,-0.08600130925575891,-0.09618562956651051,-0.09618623182177544
"Tioga County, Pennsylvania",12383,725156-14748,41.770:-77.260,ELMIRA/CORNING RGNL ARP,41.771881103515625,-77.242431640625,0.55672467,-0.9219262,0.11637511104345322,0.07606042176485062,0.07605855166912079,-0.08294214059909186,-0.09638037035862605,-0.09638099372386932
"Marion County, Ohio",11555,724200-14891,40.570:-83.140,MANSFIELD LAHM REGIONAL,40.56939697265625,-83.13931274414062,-0.17290333,-0.3877744,0.22095318138599396,0.27107712626457214,0.272040456533432,-0.11324151853720346,-0.09653353691101074,-0.09621242682139078
"Effingham County, Georgia",19035,747805-63818,32.330:-81.340,STATESBORO-BULLOCK CO A,32.34869384765625,-81.33349609375,-0.46790135,0.23002197,-0.03600538149476051,-0.051913708448410034,-0.05201103165745735,-0.09129492069284122,-0.09659769634405772,-0.09663013741374016
"Treutlen County, Georgia",12712,722134-63822,32.410:-82.580,VIDALIA REGIONAL AIRPOR,32.40306854248047,-82.56535339355469,-0.42011243,0.15632325,-0.042770374566316605,-0.027042970061302185,-0.02793504111468792,-0.10218651716907819,-0.09694404900074005,-0.0972414060185353
"Candler, Evans, and Tattnall Counties, Georgia",12720,722134-63822,32.170:-81.980,VIDALIA REGIONAL AIRPOR,32.17125701904297,-81.98652648925781,-0.43146712,0.16707496,-0.042770374566316605,-0.027042970061302185,-0.02793504111468792,-0.10238750899831454,-0.09714504082997641,-0.09744239784777166
"Cross County, Arkansas",15105,720377-13917,35.290:-90.780,NEWPORT MUNI,35.2965087890625,-90.77247619628906,-0.27809778,-0.4139696,0.2579461634159088,0.40056806802749634,0.4005662202835083,-0.14470707376797992,-0.09716643889745075,-0.09716705481211343
"Collier County Area, Florida",18068,998008-99999,26.170:-81.540,ROOKERY BAY RESERVE,26.17197036743164,-81.55921936035156,-0.17794336,-0.25543407,0.04739560931921005,0.1418277472257614,0.14186714589595795,-0.12866060684124628,-0.0971832275390625,-0.097170094648997
"Lowndes County, Georgia",12709,722166-93845,30.810:-83.260,VALDOSTA REGIONAL AIRPO,30.828033447265625,-83.25257873535156,-0.41758406,-0.14091073,0.20515267550945282,0.26692792773246765,0.2694501280784607,-0.1177807052930196,-0.09718895455201465,-0.0963482211033503
"Orange County, Florida",12680,722053-12841,28.570:-81.260,EXECUTIVE AIRPORT,28.56647300720215,-81.26089477539062,-0.32451457,-0.15927276,0.10807035118341446,0.18941421806812286,0.18863318860530853,-0.12523899227380753,-0.09812436997890471,-0.09838471313317615
"Montgomery, Toombs, and Wheeler Counties, Georgia",12730,722134-63822,32.130:-82.540,VIDALIA REGIONAL AIRPOR,32.13188934326172,-82.55827331542969,-0.38682288,0.11514452,-0.042770374566316605,-0.027042970061302185,-0.02793504111468792,-0.10481624429424602,-0.09957377612590788,-0.09987113314370313
"Muscogee County, Georgia",10916,722255-93842,32.490:-84.860,COLUMBUS METRO AIRPORT,32.49098587036133,-84.87432098388672,-0.39249685,-0.30683655,0.4187160134315491,0.40054574608802795,0.4001602828502655,-0.09353912870089212,-0.09959588448206583,-0.09972437222798664
"Allegany County, Maryland",14777,725293-99999,39.570:-78.700,GARRETT CO,39.58063888549805,-78.69044494628906,0.76135075,-0.7439303,-0.2800300121307373,-0.31666329503059387,-0.31517359614372253,-0.08753651380538939,-0.09974760810534158,-0.0992510418097178
"Columbia, McDuffie, and Warren Counties, Georgia",10937,720289-63836,33.490:-82.460,THOMSON-MCDUFFIE CO ARP,33.47698974609375,-82.4476318359375,-0.44980732,0.059530325,-0.025790266692638397,0.08791900426149368,0.08791802823543549,-0.13868908584117887,-0.10078599552313484,-0.10078632086515424
"Granville County, North Carolina",11006,723060-13722,36.290:-78.620,RALEIGH-DURHAM INTERNAT,36.2822380065918,-78.6304931640625,-0.35411197,-0.24784023,0.3318632245063782,0.29944705963134766,0.2994447648525238,-0.09002965688705444,-0.10083504517873128,-0.10083581010500589
"Granite County Area, Montana",11263,727735-24139,46.490:-113.340,DRUMMOND,46.48387145996094,-113.33953857421875,0.4018439,-0.8873685,0.02504827454686165,0.18296003341674805,0.17965371906757355,-0.15349210674564043,-0.10085485378901163,-0.1019569585720698
"Otsego County, New York",12423,725196-64775,42.610:-75.020,GRIFFIS AIRFIELD,42.61122512817383,-75.02381896972656,0.41024706,-0.8853952,0.18448616564273834,0.17122168838977814,0.17087899148464203,-0.0968873351812363,-0.10130882759888969,-0.10142305990060173
"Nash County, North Carolina",11024,723068-93759,35.970:-77.980,ROCKY MOUNT-WILSON RGN,35.965171813964844,-77.97742462158203,-0.5212354,-0.07841749,0.32057690620422363,0.2951667308807373,0.2951984405517578,-0.09302532921234766,-0.10149538765350977,-0.1014848177631696
"Henry County, Tennessee",15298,746710-13806,36.330:-88.260,CAMPBELL AAF AIRPORT,36.31095886230469,-88.26032257080078,-0.29461488,-0.3823336,0.26395535469055176,0.37201154232025146,0.3721162676811218,-0.13766437768936157,-0.10164564847946166,-0.1016107400258382
"Northampton County, Pennsylvania",14656,725170-14737,40.770:-75.340,LEHIGH VALLEY INTERNATI,40.75260925292969,-75.32984924316406,0.2611949,-0.86948276,0.28304463624954224,0.3027762174606323,0.3034071922302246,-0.10841440161069237,-0.10183720787366234,-0.1016268829504649
"Teton County, Wyoming, Grand Teton National Park Area",11242,725776-24166,43.730:-110.700,JACKSON HOLE AIRPORT,43.71009063720703,-110.68575286865234,0.17936121,-0.56519073,0.017231151461601257,0.07855203747749329,0.0784156545996666,-0.12286612391471861,-0.10242582857608794,-0.1024712895353635
"Gadsden County, Florida",17655,722140-93805,30.530:-84.620,TALLAHASSEE REGIONAL AI,30.549755096435547,-84.60763549804688,-0.35438418,-0.26985714,0.2817043364048004,0.3158813416957855,0.31577521562576294,-0.11417899529139201,-0.10278666019439697,-0.10282203555107117
"Henry County, Alabama",12782,722268-13839,31.530:-85.220,DOTHAN REGIONAL AIRPORT,31.54120635986328,-85.22970581054688,-0.36426494,-0.33214664,0.39784321188926697,0.3878869116306305,0.38793641328811646,-0.09952278931935626,-0.10284155607223511,-0.10282505551973978
"St. Lucie County, Florida",18114,722103-12895,27.370:-80.380,ST LUCIE COUNTY INTL AR,27.382198333740234,-80.37114715576172,-0.3436355,-0.175114,0.11788687109947205,0.2093856930732727,0.2093667834997177,-0.13362087806065878,-0.10312127073605856,-0.10312757392724356
"Madison County, Florida",17704,722166-93845,30.450:-83.500,VALDOSTA REGIONAL AIRPO,30.45575714111328,-83.49665069580078,-0.33791262,-0.2384612,0.20515267550945282,0.26692792773246765,0.2694501280784607,-0.12374038000901541,-0.10314862926801047,-0.10230789581934611
"Rockingham County, North Carolina",17719,745985-63806,36.410:-79.780,BLUE RIDGE AIRPORT,36.39207458496094,-79.77294921875,-0.24715218,-0.26691353,4.4943304965272546E-4,0.20210430026054382,0.20196731388568878,-0.1712054265469002,-0.10398713747660318,-0.10403279960155486
"Houston County, Alabama",12886,722268-13839,31.170:-85.340,DOTHAN REGIONAL AIRPORT,31.156068801879883,-85.35598754882812,-0.45726022,-0.24272521,0.39784321188926697,0.3878869116306305,0.38793641328811646,-0.1007140725851059,-0.10403283933798474,-0.10401633878548941
"Lowndes County, Alabama",12788,722260-13895,32.170:-86.660,MONTGOMERY  RGNL (DANNE,32.1844482421875,-86.65238952636719,-0.19065587,-0.5296238,0.40151748061180115,0.40709182620048523,0.40708863735198975,-0.10625406603018442,-0.10439595083395639,-0.1043970137834549
"Lebanon County, Pennsylvania",14650,725144-54723,40.370:-76.420,MUIR ARMY AIRFIELD (FOR,40.37544250488281,-76.41498565673828,0.26042923,-0.74032784,0.1869029551744461,0.1664251685142517,0.1664244681596756,-0.09766521553198497,-0.10449114441871643,-0.1044913778702418
"Hinds County, Mississippi",15225,722354-13927,32.330:-90.380,HAWKINS FIELD AIRPORT,32.31085968017578,-90.39663696289062,-0.17251445,-0.59751934,0.38488030433654785,0.45530471205711365,0.4553012549877167,-0.12838449577490488,-0.10490969320138294,-0.1049108455578486
"Dutchess County, New York",12398,725036-14757,41.770:-73.740,DUTCHESS COUNTY AIRPORT,41.76003646850586,-73.74396514892578,0.3779627,-0.9181619,0.26291218400001526,0.22484314441680908,0.22250130772590637,-0.09242901206016538,-0.1051186919212341,-0.105899304151535
"Dougherty County, Georgia",12706,722160-13869,31.530:-84.220,SW GEORGIA REGIONAL ARP,31.543109893798828,-84.21971130371094,-0.50310117,-0.16655649,0.35008031129837036,0.35304102301597595,0.35318294167518616,-0.10652578373750049,-0.10553887983163196,-0.10549157361189523
"Hampden and Hampshire Counties, Massachusetts, Western Part",12301,744915-14775,42.290:-72.900,BARNES MUNICIPAL AIRPOR,42.29658126831055,-72.90542602539062,0.3345505,-0.93970954,0.2745091915130615,0.28853103518486023,0.28852930665016174,-0.11021661758422849,-0.10554266969362891,-0.10554324587186174
"McKean County, Pennsylvania",14653,725157-54757,41.810:-78.580,MUNI ARPT TARANTINE FLD,41.80101776123047,-78.57984161376953,0.5229505,-0.9175509,0.06413652002811432,0.07695745676755905,0.07725748419761658,-0.11015464365482328,-0.10588099807500836,-0.10578098893165586
"Rensselaer County, New York",12425,725180-14735,42.730:-73.540,ALBANY INTERNATIONAL AI,42.71143341064453,-73.52555084228516,0.43211424,-0.94503874,0.17371322214603424,0.19397567212581635,0.19397389888763428,-0.11307042340437568,-0.10631627341111498,-0.106316864490509
"Orleans Parish, Louisiana",15037,722315-53917,30.050:-89.900,LAKEFRONT AIRPORT,30.032501220703125,-89.88275146484375,0.024876034,-0.63281536,0.29093581438064575,0.28865015506744385,0.28867554664611816,-0.10566783758501211,-0.10642972402274609,-0.10642126016318798
"Madison Parish, Louisiana",16883,722253-53992,32.330:-91.220,MOREHOUSE MEMORIAL AIRP,32.3414421081543,-91.21650695800781,-0.2283244,-0.40693793,-0.017354562878608704,0.3158213794231415,0.3153705298900604,-0.21753896276156104,-0.10648031532764432,-0.106630598505338
"Lafayette County, Florida",17254,A00009-53862,30.050:-83.140,PERRY-FOLEY AIRPORT,30.040668487548828,-83.1229248046875,-0.35417318,-0.28146684,0.2547965347766876,0.3160872459411621,0.31613633036613464,-0.12694783012072244,-0.10651759306589761,-0.10650123159090677
"Coahoma County, Mississippi",15220,722364-23903,34.250:-90.660,TUNICA MUNICIPAL AIRPOR,34.25527572631836,-90.6786117553711,-0.41757464,-0.34341365,0.10427862405776978,0.4413025677204132,0.44045016169548035,-0.21890322367350262,-0.10656190911928815,-0.10684604446093243
"Jackson County, Texas",13303,722550-12912,28.970:-96.620,VICTORIA REGIONAL AIRPO,28.969331741333008,-96.62387084960938,-0.4711931,-0.11423098,0.2431577891111374,0.2657005190849304,0.2656138837337494,-0.11408876627683637,-0.10657452295223868,-0.10660340140263236
"Dale County, Alabama",12771,722238-63873,31.410:-85.620,HANCHEY ARMY HELIPORT (,31.407997131347656,-85.60331726074219,-0.35283798,-0.32712582,0.44215643405914307,0.3577904999256134,0.35775506496429443,-0.07926912109057108,-0.10739109913508096,-0.10740291078885396
"St. Johns County, Florida",17843,722212-92814,29.930:-81.460,ST AUGUSTINE AIRPORT,29.937740325927734,-81.44212341308594,-0.4315763,-0.17167057,0.3873571753501892,0.2805458605289459,0.2805088460445404,-0.07196323573589325,-0.10756700734297434,-0.10757934550444284
"Jackson County, Iowa",13687,725470-94908,42.210:-90.540,DUBUQUE REGIONAL AIRPOR,42.20747375488281,-90.52632141113281,0.045808446,-0.45922413,0.07699541002511978,0.09061218053102493,0.09061051160097122,-0.11214009299874306,-0.10760116949677467,-0.10760172580679257
"Volusia County, Florida",18673,747870-12834,29.010:-81.180,DAYTONA BEACH INTERNATI,29.020484924316406,-81.19149017333984,-0.33704773,-0.20647582,0.09601795673370361,0.2201828956604004,0.22059638798236847,-0.14916853109995526,-0.10778021812438965,-0.1076423873504003
"Richland County, South Carolina",11106,723104-53867,34.010:-80.980,COLUMBIA OWENS DOWNTOWN,34.005767822265625,-80.97087097167969,-0.37692285,-0.19180746,0.2923218309879303,0.24453680217266083,0.2449544221162796,-0.09213615953922269,-0.10806450247764585,-0.10792529582977292
"Richland County, Montana",13031,727687-94028,47.770:-104.620,SIDNEY-RICHLAND MUNI AR,47.752166748046875,-104.63825225830078,0.0162847,-0.28707656,0.24374747276306152,-0.053943779319524765,-0.05394583195447922,-0.009014796465635314,-0.1082452138264974,-0.10824589803814888
"Attala County, Mississippi",12810,747580-13978,33.090:-89.660,GREENWOOD-LEFLORE AIRPO,33.082786560058594,-89.64161682128906,-0.30200967,-0.4577012,0.317135214805603,0.4349450469017029,0.43494072556495667,-0.14752522110939023,-0.10825527707735694,-0.10825671752293903
"Sangamon County, Illinois",11401,724390-93822,39.730:-89.620,ABRAHAM LINCOLN CAPITAL,39.749427795410156,-89.60596466064453,-0.30201682,-0.21775223,0.18988730013370514,0.19489088654518127,0.19399835169315338,-0.10996058583259583,-0.10829272369543712,-0.10859023531277975
"Desha County, Arkansas",15106,747680-13939,33.810:-91.220,MID DELTA REGIONAL AIRP,33.818260192871094,-91.21404266357422,-0.2899729,-0.4551241,0.31280380487442017,0.41988685727119446,0.41953209042549133,-0.14409773548444113,-0.10840338468551636,-0.10852164030075073
"Jo Daviess County, Illinois",19913,725470-94908,42.370:-90.300,DUBUQUE REGIONAL AIRPOR,42.351051330566406,-90.28829956054688,0.13024369,-0.54612434,0.07699541002511978,0.09061218053102493,0.09061051160097122,-0.11296174675226212,-0.10842282325029373,-0.10842337956031163
"Polk County, Florida",18146,747931-12876,28.010:-81.620,WINTER HAVEN'S GILBERT,28.00255584716797,-81.6192626953125,-0.3501173,-0.16261093,0.18210667371749878,0.18693514168262482,0.18693341314792633,-0.1102071851491928,-0.10859769582748412,-0.10859827200571695
"Stanton County, Nebraska",13991,725560-14941,41.930:-97.180,KARL STEFAN MEMORIAL AI,41.91706848144531,-97.19395446777344,-0.43885168,0.067202985,0.047872427850961685,0.04527800902724266,0.047330208122730255,-0.10792542373140654,-0.10879023000597954,-0.10810616364081702
"Wilson County, Texas",13401,722523-12970,29.170:-98.060,STINSON MINICIPAL AIRPO,29.161956787109375,-98.0670394897461,-0.5641771,-0.016568108,0.24803654849529266,0.254349946975708,0.2544932961463928,-0.11090288497507572,-0.10879841881493726,-0.10875063575804234
"Ripley County, Indiana",18369,724210-93814,39.130:-85.260,CINCINNATI/NORTHERN KEN,39.111698150634766,-85.25503540039062,-0.02278179,-0.63435,0.31989818811416626,0.3276352882385254,0.32763272523880005,-0.11241120100021361,-0.10983216762542723,-0.10983302195866901
"Steuben County, New York",12433,725156-14748,42.290:-77.340,ELMIRA/CORNING RGNL ARP,42.289573669433594,-77.35743713378906,0.49552593,-0.90119344,0.11637511104345322,0.07606042176485062,0.07605855166912079,-0.09643080085515979,-0.10986903061469398,-0.10986965397993725
"Green and Taylor Counties, Kentucky",14749,720379-63882,37.290:-85.380,WAYNE COUNTY AIRPORT,37.296180725097656,-85.38584899902344,0.17007923,-0.76027715,0.31043770909309387,0.26004692912101746,0.26049426198005676,-0.09325340390205383,-0.11005033055941264,-0.10990121960639954
"Barren County Area, Kentucky",20794,746716-93808,36.930:-85.940,BOW GRN-WARREN CO. RGNL,36.94628143310547,-85.95789337158203,-0.006663497,-0.68035513,0.2774295210838318,0.3567926287651062,0.35678958892822266,-0.1365297025380035,-0.11007533331091204,-0.11007634658987323
"Calhoun County, Florida",18382,747750-13846,30.410:-85.180,TYNDALL AFB AIRPORT,30.403911590576172,-85.16131591796875,-0.45164248,-0.24566211,0.25322797894477844,0.3668518662452698,0.3669121563434601,-0.14802553753058112,-0.11015090843041735,-0.11013081173102057
"McLean County, Illinois",11369,724397-54831,40.530:-88.860,CENTRAL ILLINOIS REGION,40.519317626953125,-88.86427307128906,-0.34188446,-0.11453644,0.19310474395751953,0.12579874694347382,0.12578728795051575,-0.08777205397685367,-0.11020738631486891,-0.11021120597918826
"Copiah County, Mississippi",15221,722354-13927,31.850:-90.420,HAWKINS FIELD AIRPORT,31.867660522460938,-90.4220962524414,-0.24913985,-0.5368857,0.38488030433654785,0.45530471205711365,0.4553012549877167,-0.1337150732676188,-0.11024027069409686,-0.11024142305056253
"Yazoo County, Mississippi",15246,722354-13927,32.770:-90.380,HAWKINS FIELD AIRPORT,32.762664794921875,-90.3629379272461,-0.24109699,-0.5449811,0.38488030433654785,0.45530471205711365,0.4553012549877167,-0.13373260200023648,-0.11025779942671454,-0.11025895178318021
"Hampshire and Mineral Counties, West Virginia",14914,725293-99999,39.370:-78.820,GARRETT CO,39.368385314941406,-78.80548095703125,0.7367653,-0.75119185,-0.2800300121307373,-0.31666329503059387,-0.31517359614372253,-0.09815218051274617,-0.11036327481269836,-0.10986670851707458
"Wheatland County Area, Montana",13043,726776-24036,46.450:-109.820,LEWISTOWN MUNICIPAL ARP,46.4669189453125,-109.83486938476562,0.14050455,-0.51567227,0.04792151227593422,0.04351048916578293,0.04350682720541954,-0.10908206676443417,-0.11055240780115126,-0.11055362845460573
"Rutland County, Vermont",12318,725165-94737,43.570:-73.060,RUTLAND STATE AIRPORT,43.574378967285156,-73.0655288696289,0.5396935,-0.95860267,0.07950329780578613,0.08664358407258987,0.08655720949172974,-0.11313529809315997,-0.11075520267089206,-0.11078399419784543
"Jefferson County, Pennsylvania",15871,725119-54792,41.130:-78.980,CLEARFIELD-LAWRENCE ARP,41.141258239746094,-78.96279907226562,0.42173883,-0.9622062,0.24207532405853271,0.20808055996894836,0.209732785820961,-0.09946400920550029,-0.11079559723536174,-0.11024485528469086
"Wake County, North Carolina",19865,723060-13722,35.810:-78.620,RALEIGH-DURHAM INTERNAT,35.7978630065918,-78.62504577636719,-0.2515555,-0.38064763,0.3318632245063782,0.29944705963134766,0.2994447648525238,-0.10011330246925351,-0.11091869076093035,-0.11091945568720496
"Suwannee County, Florida",12887,A00009-53862,30.170:-83.020,PERRY-FOLEY AIRPORT,30.162395477294922,-83.00596618652344,-0.35497105,-0.29477984,0.2547965347766876,0.3160872459411621,0.31613633036613464,-0.13165145119031268,-0.11122121413548786,-0.11120485266049701
