lkey|station_id|solar_region_key|areaname|weather_station
15217|747680-13939|33.810:-90.940|"Bolivar County, Mississippi"|MID DELTA REGIONAL AIRP
12812|720541-53806|33.930:-89.340|"Calhoun County, Mississippi"|OXFORD UNIV
15218|747580-13978|33.450:-89.900|"Carroll County, Mississippi"|GREENWOOD-LEFLORE AIRPO
12813|723320-93862|33.890:-88.940|"Chickasaw County, Mississippi"|TUPELO REGIONAL AIRPORT
12814|723307-53893|33.330:-89.260|"Choctaw County, Mississippi"|GOLDEN TRIANGLE RGNL AP
15219|722354-13927|32.010:-90.980|"Claiborne County, Mississippi"|HAWKINS FIELD AIRPORT
12815|722340-13865|32.010:-88.660|"Clarke County, Mississippi"|KEY FIELD AIRPORT
12816|723306-13825|33.650:-88.740|"Clay County, Mississippi"|COLUMBUS AFB AIRPORT
15220|722364-23903|34.250:-90.660|"Coahoma County, Mississippi"|TUNICA MUNICIPAL AIRPOR
15221|722354-13927|31.850:-90.420|"Copiah County, Mississippi"|HAWKINS FIELD AIRPORT
12817|722348-53808|31.610:-89.580|"Covington County, Mississippi"|HATTIESBURG-LAUREL RGNL
15222|723340-13893|34.850:-90.020|"DeSoto County, Mississippi"|MEMPHIS INTERNATIONAL A
12818|747590-13833|31.170:-89.300|"Forrest County, Mississippi"|BOBBY L CHAIN MUNI AIRP
15223|722358-93919|31.450:-90.900|"Franklin County, Mississippi"|MCOM/PIKE CO/J E LWS FD
12819|722230-13894|30.850:-88.660|"George County, Mississippi"|MOBILE REGIONAL AIRPORT
12820|747590-13833|31.210:-88.620|"Greene County, Mississippi"|BOBBY L CHAIN MUNI AIRP
15224|747580-13978|33.770:-89.820|"Grenada County, Mississippi"|GREENWOOD-LEFLORE AIRPO
12821|722138-63852|30.410:-89.500|"Hancock County, Mississippi"|STENNIS INTERNATIONAL A
12822|747570-93874|30.410:-89.060|"Harrison County, Mississippi"|GULFPORT-BILOXI INTL AR
15225|722354-13927|32.330:-90.380|"Hinds County, Mississippi"|HAWKINS FIELD AIRPORT
15226|747580-13978|33.130:-90.100|"Holmes County, Mississippi"|GREENWOOD-LEFLORE AIRPO
15227|747680-13939|33.130:-90.540|"Humphreys County, Mississippi"|MID DELTA REGIONAL AIRP
15228|722354-13927|32.730:-90.940|"Issaquena County, Mississippi"|HAWKINS FIELD AIRPORT
12823|723320-93862|34.290:-88.340|"Itawamba County, Mississippi"|TUPELO REGIONAL AIRPORT
12825|747688-53858|30.450:-88.620|"Jackson County, Mississippi"|TRENT LOTT INTL AIRPORT
12826|722340-13865|32.010:-89.100|"Jasper County, Mississippi"|KEY FIELD AIRPORT
12827|722348-53808|31.570:-89.780|"Jefferson Davis County, Mississippi"|HATTIESBURG-LAUREL RGNL
12828|722348-53808|31.610:-89.180|"Jones County, Mississippi"|HATTIESBURG-LAUREL RGNL
12829|722340-13865|32.770:-88.620|"Kemper County, Mississippi"|KEY FIELD AIRPORT
12830|720541-53806|34.370:-89.500|"Lafayette County, Mississippi"|OXFORD UNIV
12831|747590-13833|31.210:-89.500|"Lamar County, Mississippi"|BOBBY L CHAIN MUNI AIRP
12832|722340-13865|32.410:-88.660|"Lauderdale County, Mississippi"|KEY FIELD AIRPORT
12833|722358-93919|31.530:-90.100|"Lawrence County, Mississippi"|MCOM/PIKE CO/J E LWS FD
12834|722354-13927|32.770:-89.540|"Leake County, Mississippi"|HAWKINS FIELD AIRPORT
12835|723320-93862|34.290:-88.700|"Lee County, Mississippi"|TUPELO REGIONAL AIRPORT
15231|747580-13978|33.530:-90.260|"Leflore County, Mississippi"|GREENWOOD-LEFLORE AIRPO
15232|722358-93919|31.530:-90.500|"Lincoln County, Mississippi"|MCOM/PIKE CO/J E LWS FD
12836|723307-53893|33.530:-88.460|"Lowndes County, Mississippi"|GOLDEN TRIANGLE RGNL AP
15233|722354-13927|32.650:-90.100|"Madison County, Mississippi"|HAWKINS FIELD AIRPORT
12837|722348-53808|31.210:-89.860|"Marion County, Mississippi"|HATTIESBURG-LAUREL RGNL
15234|722165-63808|34.730:-89.500|"Marshall County, Mississippi"|OLIVE BRANCH AIRPORT
12838|723306-13825|33.850:-88.460|"Monroe County, Mississippi"|COLUMBUS AFB AIRPORT
12839|747580-13978|33.490:-89.580|"Montgomery County, Mississippi"|GREENWOOD-LEFLORE AIRPO
12840|722340-13865|32.770:-89.100|"Neshoba County, Mississippi"|KEY FIELD AIRPORT
12841|722340-13865|32.410:-89.100|"Newton County, Mississippi"|KEY FIELD AIRPORT
12842|723307-53893|33.090:-88.540|"Noxubee County, Mississippi"|GOLDEN TRIANGLE RGNL AP
12843|723307-53893|33.410:-88.860|"Oktibbeha County, Mississippi"|GOLDEN TRIANGLE RGNL AP
15235|720541-53806|34.370:-89.940|"Panola County, Mississippi"|OXFORD UNIV
12844|722138-63852|30.730:-89.580|"Pearl River County, Mississippi"|STENNIS INTERNATIONAL A
12845|747590-13833|31.170:-88.980|"Perry County, Mississippi"|BOBBY L CHAIN MUNI AIRP
12846|722358-93919|31.170:-90.420|"Pike County, Mississippi"|MCOM/PIKE CO/J E LWS FD
12847|723320-93862|34.210:-89.020|"Pontotoc County, Mississippi"|TUPELO REGIONAL AIRPORT
12848|723320-93862|34.610:-88.540|"Prentiss County, Mississippi"|TUPELO REGIONAL AIRPORT
15236|722364-23903|34.290:-90.300|"Quitman County, Mississippi"|TUNICA MUNICIPAL AIRPOR
12849|722354-13927|32.330:-89.980|"Rankin County, Mississippi"|HAWKINS FIELD AIRPORT
12850|722354-13927|32.410:-89.540|"Scott County, Mississippi"|HAWKINS FIELD AIRPORT
15237|747680-13939|32.890:-90.820|"Sharkey County, Mississippi"|MID DELTA REGIONAL AIRP
12851|722354-13927|31.890:-89.940|"Simpson County, Mississippi"|HAWKINS FIELD AIRPORT
12852|722348-53808|32.010:-89.540|"Smith County, Mississippi"|HATTIESBURG-LAUREL RGNL
12853|747570-93874|30.770:-89.100|"Stone County, Mississippi"|GULFPORT-BILOXI INTL AR
15238|747680-13939|33.610:-90.620|"Sunflower County, Mississippi"|MID DELTA REGIONAL AIRP
15239|747580-13978|33.930:-90.180|"Tallahatchie County, Mississippi"|GREENWOOD-LEFLORE AIRPO
15240|722364-23903|34.650:-89.940|"Tate County, Mississippi"|TUNICA MUNICIPAL AIRPOR
12854|723320-93862|34.810:-88.900|"Tippah County, Mississippi"|TUPELO REGIONAL AIRPORT
12855|723235-13896|34.730:-88.220|"Tishomingo County, Mississippi"|NORTH WEST ALABAMA REGI
15242|722364-23903|34.650:-90.380|"Tunica County, Mississippi"|TUNICA MUNICIPAL AIRPOR
12856|723320-93862|34.490:-88.980|"Union County, Mississippi"|TUPELO REGIONAL AIRPORT
12857|722358-93919|31.170:-90.060|"Walthall County, Mississippi"|MCOM/PIKE CO/J E LWS FD
15243|722354-13927|32.330:-90.860|"Warren County, Mississippi"|HAWKINS FIELD AIRPORT
15244|747680-13939|33.250:-90.980|"Washington County, Mississippi"|MID DELTA REGIONAL AIRP
12858|722348-53808|31.650:-88.700|"Wayne County, Mississippi"|HATTIESBURG-LAUREL RGNL
12859|723307-53893|33.610:-89.260|"Webster County, Mississippi"|GOLDEN TRIANGLE RGNL AP
12860|723307-53893|33.090:-89.060|"Winston County, Mississippi"|GOLDEN TRIANGLE RGNL AP
12861|720541-53806|34.050:-89.740|"Yalobusha County, Mississippi"|OXFORD UNIV
15246|722354-13927|32.770:-90.380|"Yazoo County, Mississippi"|HAWKINS FIELD AIRPORT
13019|726627-94037|45.570:-104.540|"Carter County, Montana"|BUFFALO
13020|742300-24037|46.330:-105.460|"Custer County Area, Montana"|FRANK WILEY FIELD AIRPO
13021|726676-24087|47.330:-104.860|"Dawson County, Montana"|DAWSON COMMUNITY AIRPOR
13022|726777-94055|46.290:-104.460|"Fallon County, Montana"|BAKER MUNICIPAL AIRPORT
13023|726776-24036|47.250:-109.260|"Fergus County, Montana"|LEWISTOWN MUNICIPAL ARP
13025|727770-94012|48.570:-110.100|"Hill County, Montana"|HAVRE CITY-COUNTY AIRPO
13027|727686-94017|47.610:-105.820|"McCone County, Montana"|L M CLAYTON AIRPORT
13028|726770-24033|46.450:-108.380|"Musselshell County, Montana"|BILLINGS LOGAN INTERNAT
13030|726676-24087|46.850:-105.340|"Prairie County, Montana"|DAWSON COMMUNITY AIRPOR
13031|727687-94028|47.770:-104.620|"Richland County, Montana"|SIDNEY-RICHLAND MUNI AR
13033|727690-24137|48.610:-111.740|"Toole County, Montana"|CUT BANK MUNICIPAL AIRP
13035|727680-94008|48.330:-106.620|"Valley County, Montana"|WOKAL FIELD/GLASGOW INT
13036|726676-24087|47.010:-104.340|"Wibaux County, Montana"|DAWSON COMMUNITY AIRPOR
13037|726770-24033|45.970:-108.180|"Yellowstone County, Montana"|BILLINGS LOGAN INTERNAT
11249|727690-24137|48.570:-112.900|"Glacier County Area and Part of Pondera County, Montana"|CUT BANK MUNICIPAL AIRP
11250|726776-24036|47.050:-110.260|"Judith Basin Area, Montana"|LEWISTOWN MUNICIPAL ARP
11251|727730-24153|47.170:-114.300|"Lolo National Forest Area, Montana"|MISSOULA INTERNATIONAL
11252|727700-24138|45.290:-112.500|"Dillon Area - Part of Beaverhead County, Montana"|DILLON AIRPORT
11253|727700-24138|45.210:-112.700|"Beaverhead National Forest Area, Montana"|DILLON AIRPORT
20909|727730-24153|47.370:-113.860|"Flathead Indian Reservation Wilderness Area, Montana"|MISSOULA INTERNATIONAL
13039|727770-94012|48.370:-108.900|"Blaine County and Part of Phillips County Area, Montana"|HAVRE CITY-COUNTY AIRPO
11255|727720-24144|46.250:-111.500|"Broadwater County Area, Montana"|HELENA REGIONAL AIRPORT
11256|726865-24196|45.530:-113.380|"Big Hole Area - Part of Beaverhead County, Montana"|LEMHI COUNTY AIRPORT
13040|726770-24033|45.330:-108.860|"Carbon County Area, Montana"|BILLINGS LOGAN INTERNAT
11257|727700-24138|44.930:-112.500|"Horse Prairie-South Valley Area - Part of Beaverhead County, Montana"|DILLON AIRPORT
13041|727760-99999|47.290:-111.340|"Cascade County Area, Montana"|GREAT FALLS
11258|727700-24138|44.770:-111.980|"Red Rock Lakes Area - Part of Beaverhead County, Montana"|DILLON AIRPORT
13042|727755-24112|47.850:-110.460|"Chouteau County Area, Montana"|MALMSTROM AFHP HELIPORT
11259|727740-24135|46.010:-113.020|"Deer Lodge County Area, Montana"|BERT MOONEY AIRPORT
11260|727790-24146|48.250:-114.220|"Upper Flathead Valley Area, Montana"|GLACIER PARK INTERNATIO
11261|727790-24146|48.050:-114.580|"Flathead County Area and Part of Lincoln County, Montana"|GLACIER PARK INTERNATIO
11262|727790-24146|48.290:-114.060|"Flathead National Forest Area, Montana"|GLACIER PARK INTERNATIO
11263|727735-24139|46.490:-113.340|"Granite County Area, Montana"|DRUMMOND
11264|726797-24132|45.730:-111.300|"Gallatin County Area, Montana"|GALLATIN FIELD AIRPORT
11265|726798-24150|45.410:-110.700|"Gallatin National Forest Area, Montana"|MISSION FIELD AIRPORT
13043|726776-24036|46.450:-109.820|"Wheatland County Area, Montana"|LEWISTOWN MUNICIPAL ARP
11266|727740-24135|46.170:-112.060|"Jefferson County Area and Part of Silver Bow County, Montana"|BERT MOONEY AIRPORT
11267|727730-24153|47.610:-114.220|"Lake County Area, Montana"|MISSOULA INTERNATIONAL
11268|727720-24144|47.090:-112.220|"Lewis and Clark County Area, Montana"|HELENA REGIONAL AIRPORT
11269|727720-24144|46.690:-111.980|"Helena National Forest Area, Montana"|HELENA REGIONAL AIRPORT
11270|727760-99999|47.290:-111.180|"Lewis and Clark National Forest Area, Montana"|GREAT FALLS
11273|727740-24135|46.130:-112.820|"Deer Lodge National Forest Area, Montana"|BERT MOONEY AIRPORT
11274|727700-24138|45.290:-112.020|"Madison County Area, Montana"|DILLON AIRPORT
11275|727720-24144|46.610:-110.980|"Meagher County Area, Montana"|HELENA REGIONAL AIRPORT
11276|727730-24153|47.130:-113.980|"Missoula County Area, Montana"|MISSOULA INTERNATIONAL
11277|726798-24150|45.890:-109.860|"Sweet Grass County Area, Montana"|MISSION FIELD AIRPORT
11278|726798-24150|45.290:-110.180|"Absaroka-Beartooth Wilderness Area, Montana, Western Part"|MISSION FIELD AIRPORT
11288|726798-24150|45.290:-109.700|"Absaroka-Beartooth Wilderness Area, Montana, Eastern Part"|MISSION FIELD AIRPORT
11279|727735-24139|46.690:-112.820|"Powell County Area, Montana"|DRUMMOND
11280|727730-24153|46.210:-114.020|"Bitterroot Valley Area, Montana"|MISSOULA INTERNATIONAL
11283|726817-24154|47.650:-115.100|"Sanders and Parts of Lincoln and Flathead Counties, Montana"|MULLAN PASS
13047|726770-24033|45.730:-109.380|"Stillwater County Area, Montana"|BILLINGS LOGAN INTERNAT
13048|727690-24137|48.010:-112.140|"Choteau-Conrad Area; Parts of Teton and Pondera Counties, Montana"|CUT BANK MUNICIPAL AIRP
13049|727686-94017|48.490:-105.100|"Roosevelt and Daniels Counties, Montana"|L M CLAYTON AIRPORT
20908|727790-24146|48.610:-113.860|"Glacier National Park Area - Parts of Glacier and Flathead Counties, Montana"|GLACIER PARK INTERNATIO
11285|726664-94173|44.810:-110.580|"Yellowstone National Park, Wyoming-Montana-Idaho"|YELLOWSTONE
13050|726776-24036|46.410:-109.220|"Golden Valley County Area, Montana"|LEWISTOWN MUNICIPAL ARP
11286|726798-24150|45.650:-110.620|"Park County Area, Montana"|MISSION FIELD AIRPORT
11287|727740-24135|45.890:-112.740|"Silver Bow County Area and Parts of Beaverhead and Jefferson Counties, Montana"|BERT MOONEY AIRPORT
11178|723174-93783|36.050:-79.380|"Alamance County, North Carolina"|BURLINGTON ALAMANCE RGL
10976|723055-63816|35.930:-81.180|"Alexander County, North Carolina"|STATESVILLE MUNICIPAL A
14792|723146-53892|36.450:-81.140|"Alleghany County, North Carolina"|ASHE COUNTY AIRPORT
10977|722148-63824|35.010:-80.100|"Anson County, North Carolina"|STANLEY COUNTY AIRPORT
14793|723146-53892|36.410:-81.500|"Ashe County, North Carolina"|ASHE COUNTY AIRPORT
14794|723148-63859|36.090:-81.900|"Avery County, North Carolina"|MORGANTON-LENOIR AIRPOR
10978|723095-93719|35.490:-76.820|"Beaufort County, North Carolina"|CRAVEN COUNTY REG AIRPO
10979|723079-93796|36.050:-76.980|"Bertie County, North Carolina"|TRI-COUNTY AIRPORT
10980|720274-93799|34.610:-78.540|"Bladen County, North Carolina"|COLUMBUS CO MUNICIPAL A
10981|723020-99999|34.090:-78.300|"Brunswick County, North Carolina"|WILMINGTON INTL
14795|723144-53890|35.610:-82.540|"Buncombe County, North Carolina"|RURFTON CO-MARCHMAN FLD
10982|723148-63859|35.770:-81.660|"Burke County, North Carolina"|MORGANTON-LENOIR AIRPOR
10983|722132-63801|35.330:-80.540|"Cabarrus County, North Carolina"|CONCORD REGIONAL AIRPOR
15295|723148-63859|35.930:-81.580|"Caldwell County, North Carolina"|MORGANTON-LENOIR AIRPOR
10985|723070-13786|36.330:-76.220|"Camden County, North Carolina"|ELZ CTY CG/AIR STN RGNL
10986|723037-93765|34.890:-76.580|"Carteret County, North Carolina"|MICHAEL J SMITH FLD ARP
11179|724106-13728|36.410:-79.340|"Caswell County, North Carolina"|DANVILLE REGIONAL AIRPO
10989|723055-63816|35.690:-81.220|"Catawba County, North Carolina"|STATESVILLE MUNICIPAL A
10990|746939-93785|35.690:-79.220|"Chatham County, North Carolina"|HORACE WILLIAMS AIRPORT
14796|722177-63811|35.130:-84.020|"Cherokee County, North Carolina"|ANDREWS-MURPHY AIRPORT
16898|723070-13786|36.170:-76.580|"Chowan County, North Carolina"|ELZ CTY CG/AIR STN RGNL
14797|722177-63811|35.090:-83.740|"Clay County, North Carolina"|ANDREWS-MURPHY AIRPORT
10991|720277-63843|35.370:-81.540|"Cleveland County, North Carolina"|SHELBY MUNICIPAL AIRPOR
10992|720274-93799|34.210:-78.620|"Columbus County, North Carolina"|COLUMBUS CO MUNICIPAL A
10993|723095-93719|35.130:-77.060|"Craven County, North Carolina"|CRAVEN COUNTY REG AIRPO
16896|723035-93740|35.050:-78.820|"Cumberland County, North Carolina"|FAYETT RGNL/GRANNIS FLD
10994|723070-13786|36.290:-76.020|"Currituck County, North Carolina"|ELZ CTY CG/AIR STN RGNL
10995|723046-13766|35.690:-75.700|"Dare County, North Carolina"|DARE COUNTY REGIONAL AI
10996|722079-53888|35.770:-80.260|"Davidson County, North Carolina"|DAVIDSON COUNTY AIRPORT
10997|722079-53888|35.890:-80.540|"Davie County, North Carolina"|DAVIDSON COUNTY AIRPORT
16435|723069-93753|34.970:-77.940|"Duplin County, North Carolina"|ALBERT J ELLIS AIRPORT
11000|723060-13722|36.050:-78.860|"Durham County, North Carolina"|RALEIGH-DURHAM INTERNAT
17482|723068-93759|35.930:-77.580|"Edgecombe County, North Carolina"|ROCKY MOUNT-WILSON RGN
11002|723193-93807|36.130:-80.260|"Forsyth County, North Carolina"|SMITH REYNOLDS AIRPORT
11003|723068-93759|36.050:-78.260|"Franklin County, North Carolina"|ROCKY MOUNT-WILSON RGN
11004|723147-53870|35.290:-81.180|"Gaston County, North Carolina"|GASTONIA MUNICIPAL AIRP
11005|723083-13763|36.410:-76.700|"Gates County, North Carolina"|FRANKLIN MUNICIPAL-JOHN
14798|722177-63811|35.330:-83.820|"Graham County, North Carolina"|ANDREWS-MURPHY AIRPORT
11006|723060-13722|36.290:-78.620|"Granville County, North Carolina"|RALEIGH-DURHAM INTERNAT
11007|723067-93726|35.490:-77.660|"Greene County, North Carolina"|KINSTON REGIONAL JETPOR
11008|723170-13723|36.090:-79.780|"Guilford County, North Carolina"|PIEDMONT TRIAD INTERNAT
11009|723079-93796|36.250:-77.620|"Halifax County, North Carolina"|TRI-COUNTY AIRPORT
11010|723030-13714|35.370:-78.860|"Harnett County, North Carolina"|POPE AFB AIRPORT
14799|723144-53890|35.330:-82.500|"Henderson County, North Carolina"|RURFTON CO-MARCHMAN FLD
11011|723079-93796|36.410:-76.940|"Hertford County, North Carolina"|TRI-COUNTY AIRPORT
16897|723034-93747|35.010:-79.260|"Hoke County, North Carolina"|MACKALL AAF AIRPORT
11012|723139-93729|35.370:-76.180|"Hyde County, North Carolina"|BILLY MITCHELL AIRPORT
11014|723055-63816|35.770:-80.900|"Iredell County, North Carolina"|STATESVILLE MUNICIPAL A
14800|A00003-63844|35.250:-83.140|"Jackson County, North Carolina"|MACON COUNTY AIRPORT
11015|723066-13713|35.530:-78.380|"Johnston County, North Carolina"|SEYMOUR-JOHNSON AFB AIR
11016|723069-93753|35.010:-77.380|"Jones County, North Carolina"|ALBERT J ELLIS AIRPORT
11017|723030-13714|35.450:-79.180|"Lee County, North Carolina"|POPE AFB AIRPORT
11018|723067-93726|35.210:-77.620|"Lenoir County, North Carolina"|KINSTON REGIONAL JETPOR
11019|723147-53870|35.490:-81.220|"Lincoln County, North Carolina"|GASTONIA MUNICIPAL AIRP
14801|723144-53890|35.730:-82.060|"McDowell County, North Carolina"|RURFTON CO-MARCHMAN FLD
14802|A00003-63844|35.170:-83.420|"Macon County, North Carolina"|MACON COUNTY AIRPORT
14803|723350-13877|35.890:-82.700|"Madison County, North Carolina"|TRI-CITIES REGIONAL TN/
11020|723065-13783|35.850:-77.100|"Martin County, North Carolina"|PITT-GREENVILLE AIRPORT
11021|723140-13881|35.250:-80.820|"Mecklenburg County, North Carolina"|CHARLOTTE/DOUGLAS INTER
14804|723148-63859|36.010:-82.180|"Mitchell County, North Carolina"|MORGANTON-LENOIR AIRPOR
11022|722148-63824|35.330:-79.900|"Montgomery County, North Carolina"|STANLEY COUNTY AIRPORT
11023|723034-93747|35.290:-79.420|"Moore County, North Carolina"|MACKALL AAF AIRPORT
11024|723068-93759|35.970:-77.980|"Nash County, North Carolina"|ROCKY MOUNT-WILSON RGN
11025|723020-99999|34.170:-77.860|"New Hanover County, North Carolina"|WILMINGTON INTL
11026|723079-93796|36.370:-77.500|"Northampton County, North Carolina"|TRI-COUNTY AIRPORT
11027|723096-93727|34.730:-77.380|"Onslow County, North Carolina"|JACKSONVILLE
11028|746939-93785|36.050:-79.100|"Orange County, North Carolina"|HORACE WILLIAMS AIRPORT
11029|723090-13754|35.170:-76.620|"Pamlico County, North Carolina"|CHERRY POINT MCAS
11031|723070-13786|36.290:-76.260|"Pasquotank County, North Carolina"|ELZ CTY CG/AIR STN RGNL
11032|723020-13748|34.530:-77.900|"Pender County, North Carolina"|WILMINGTON INTERNATIONA
16899|723070-13786|36.210:-76.380|"Perquimans County, North Carolina"|ELZ CTY CG/AIR STN RGNL
11033|724106-13728|36.370:-78.980|"Person County, North Carolina"|DANVILLE REGIONAL AIRPO
11034|723065-13783|35.570:-77.380|"Pitt County, North Carolina"|PITT-GREENVILLE AIRPORT
11035|723144-53890|35.290:-82.180|"Polk County, North Carolina"|RURFTON CO-MARCHMAN FLD
11036|723170-13723|35.730:-79.820|"Randolph County, North Carolina"|PIEDMONT TRIAD INTERNAT
11037|723034-93747|35.010:-79.780|"Richmond County, North Carolina"|MACKALL AAF AIRPORT
11038|723108-13776|34.610:-79.140|"Robeson County, North Carolina"|LUMBERTON MUNICIPAL ARP
17719|745985-63806|36.410:-79.780|"Rockingham County, North Carolina"|BLUE RIDGE AIRPORT
11040|723156-63812|35.690:-80.460|"Rowan County, North Carolina"|ROWAN COUNTY AIRPORT
11041|723144-53890|35.410:-81.980|"Rutherford County, North Carolina"|RURFTON CO-MARCHMAN FLD
11042|723035-93740|34.930:-78.380|"Sampson County, North Carolina"|FAYETT RGNL/GRANNIS FLD
18047|723109-93782|34.850:-79.500|"Scotland County, North Carolina"|LAURINBURG-MAXTON AIRPO
11044|722148-63824|35.330:-80.260|"Stanly County, North Carolina"|STANLEY COUNTY AIRPORT
17717|723177-63807|36.410:-80.220|"Stokes County, North Carolina"|MOUNT AIRY/SURRY CO ARP
11046|723177-63807|36.410:-80.700|"Surry County, North Carolina"|MOUNT AIRY/SURRY CO ARP
14807|A00003-63844|35.210:-82.820|"Transylvania County, North Carolina"|MACON COUNTY AIRPORT
11047|723046-13766|35.850:-76.140|"Tyrrell County, North Carolina"|DARE COUNTY REGIONAL AI
11048|723194-53872|35.010:-80.540|"Union County, North Carolina"|MONROE AIRPORT
11049|724118-93797|36.370:-78.380|"Vance County, North Carolina"|MCKNBRG-BRUNWICK RGNL A
19865|723060-13722|35.810:-78.620|"Wake County, North Carolina"|RALEIGH-DURHAM INTERNAT
11052|724118-93797|36.370:-78.100|"Warren County, North Carolina"|MCKNBRG-BRUNWICK RGNL A
11053|723070-13786|35.850:-76.580|"Washington County, North Carolina"|ELZ CTY CG/AIR STN RGNL
14808|723146-53892|36.250:-81.700|"Watauga County, North Carolina"|ASHE COUNTY AIRPORT
11054|723066-13713|35.370:-78.060|"Wayne County, North Carolina"|SEYMOUR-JOHNSON AFB AIR
17716|723165-63821|36.210:-81.220|"Wilkes County, North Carolina"|WILKES COUNTY AIRPORT
11056|723068-93759|35.730:-77.940|"Wilson County, North Carolina"|ROCKY MOUNT-WILSON RGN
17026|723177-63807|36.170:-80.660|"Yadkin County, North Carolina"|MOUNT AIRY/SURRY CO ARP
14809|723144-53890|35.890:-82.300|"Yancey County, North Carolina"|RURFTON CO-MARCHMAN FLD
14915|A00003-63844|35.450:-83.580|"Swain County Area, North Carolina"|MACON COUNTY AIRPORT
14916|720259-63844|35.530:-82.980|"Haywood County Area, North Carolina"|MACON CO
12891|727584-94038|46.130:-102.500|"Adams County, North Dakota"|HETTINGER MUNICIPAL ARP
13072|727535-14919|46.930:-98.060|"Barnes County, North Dakota"|JAMESTOWN REGIONAL AIRP
12893|727573-94928|48.090:-99.180|"Benson County, North Dakota"|DEVILS LAKE MUNI AIRPOR
12894|727630-24012|46.970:-103.340|"Billings County, North Dakota"|DICKINSON THEODORE ROOS
12895|727675-94011|48.770:-100.820|"Bottineau County, North Dakota"|MINOT AFB AIRPORT
17415|726627-94037|46.130:-103.540|"Bowman County, North Dakota"|BUFFALO
12898|727640-24011|46.970:-100.540|"Burleigh County, North Dakota"|BISMARCK MUNICIPAL AIRP
16460|727530-14914|46.930:-97.220|"Cass County, North Dakota"|HECTOR INTERNATIONAL AI
12899|727573-94928|48.770:-98.460|"Cavalier County, North Dakota"|DEVILS LAKE MUNI AIRPOR
12900|726590-14929|46.090:-98.500|"Dickey County, North Dakota"|ABERDEEN REGIONAL AIRPO
12901|727670-94014|48.810:-103.460|"Divide County, North Dakota"|SLOULIN FIELD INTERNATI
12902|727630-24012|47.410:-102.620|"Dunn County, North Dakota"|DICKINSON THEODORE ROOS
12903|727573-94928|47.730:-98.900|"Eddy County, North Dakota"|DEVILS LAKE MUNI AIRPOR
12904|727640-24011|46.290:-100.260|"Emmons County, North Dakota"|BISMARCK MUNICIPAL AIRP
12905|727535-14919|47.450:-98.900|"Foster County, North Dakota"|JAMESTOWN REGIONAL AIRP
12906|726777-94055|46.930:-103.820|"Golden Valley County, North Dakota"|BAKER MUNICIPAL AIRPORT
12907|727575-94925|47.930:-97.380|"Grand Forks County, North Dakota"|GRAND FORKS AFB AIRPORT
12908|727640-24011|46.370:-101.580|"Grant County, North Dakota"|BISMARCK MUNICIPAL AIRP
12909|727535-14919|47.450:-98.220|"Griggs County, North Dakota"|JAMESTOWN REGIONAL AIRP
12910|727584-94038|46.410:-102.460|"Hettinger County, North Dakota"|HETTINGER MUNICIPAL ARP
12911|727640-24011|46.970:-99.780|"Kidder County, North Dakota"|BISMARCK MUNICIPAL AIRP
12912|727535-14919|46.450:-98.540|"LaMoure County, North Dakota"|JAMESTOWN REGIONAL AIRP
12914|727676-24013|48.250:-100.620|"McHenry County, North Dakota"|MINOT INTERNATIONAL ARP
12916|727670-94014|47.730:-103.300|"McKenzie County, North Dakota"|SLOULIN FIELD INTERNATI
13073|727677-94041|47.490:-101.500|"McLean County, North Dakota"|GARRISON
12918|727677-94041|47.290:-101.740|"Mercer County, North Dakota"|GARRISON
12919|727640-24011|46.650:-101.340|"Morton County, North Dakota"|BISMARCK MUNICIPAL AIRP
12921|727573-94928|47.930:-98.220|"Nelson County, North Dakota"|DEVILS LAKE MUNI AIRPOR
12922|727677-94041|47.130:-101.340|"Oliver County, North Dakota"|GARRISON
12924|727573-94928|48.210:-99.900|"Pierce County, North Dakota"|DEVILS LAKE MUNI AIRPOR
13074|727573-94928|48.210:-98.740|"Ramsey County, North Dakota"|DEVILS LAKE MUNI AIRPOR
12927|727675-94011|48.730:-101.540|"Renville County, North Dakota"|MINOT AFB AIRPORT
12928|722004-54922|46.290:-96.900|"Richland County, North Dakota"|HARRY STERN AIRPORT
12931|726519-94993|46.090:-97.620|"Sargent County, North Dakota"|SISSETON MUNICIPAL AIRP
12933|727640-24011|46.170:-101.260|"Sioux County, North Dakota"|BISMARCK MUNICIPAL AIRP
12934|726777-94055|46.450:-103.500|"Slope County, North Dakota"|BAKER MUNICIPAL AIRPORT
12935|727630-24012|46.810:-102.660|"Stark County, North Dakota"|DICKINSON THEODORE ROOS
12937|727575-94925|47.450:-97.700|"Steele County, North Dakota"|GRAND FORKS AFB AIRPORT
12938|727535-14919|46.970:-98.940|"Stutsman County, North Dakota"|JAMESTOWN REGIONAL AIRP
12939|727573-94928|48.690:-99.260|"Towner County, North Dakota"|DEVILS LAKE MUNI AIRPOR
12940|727575-94925|47.450:-97.140|"Traill County, North Dakota"|GRAND FORKS AFB AIRPORT
12941|727575-94925|48.370:-97.700|"Walsh County, North Dakota"|GRAND FORKS AFB AIRPORT
12942|727675-94011|48.330:-101.620|"Ward County, North Dakota"|MINOT AFB AIRPORT
12945|727670-94014|48.290:-103.420|"Williams County, North Dakota"|SLOULIN FIELD INTERNATI
